team,full_name,first_name,surname,jumper_number,champion_data_id,provider_id_raw
Richmond,Josh Smillie,Josh,Smillie,16.0,1028572,CD_I1028572
Richmond,Kaleb Smith,Kaleb,Smith,49.0,1022999,CD_I1022999
Richmond,Tyler Sonsie,Tyler,Sonsie,40.0,1017114,CD_I1017114
Richmond,Tim Taranto,Tim,Taranto,14.0,998172,CD_I998172
Richmond,Luke Trainor,Luke,Trainor,11.0,1028521,CD_I1028521
Richmond,James Trezise,James,Trezise,36.0,1031829,CD_I1031829
Richmond,Nick Vlastuin,Nick,Vlastuin,1.0,294674,CD_I294674
St Kilda,Eamonn Armstrong,Eamonn,Armstrong,,,
St Kilda,Charlie Banfield,Charlie,Banfield,,,
St Kilda,James Barrat,James,Barrat,,,
St Kilda,Hugh Boxshall,Hugh,Boxshall,,,
St Kilda,Dan Butler,Dan,Butler,,,
St Kilda,Ryan Byrnes,Ryan,Byrnes,,,
St Kilda,Anthony Caminiti,Anthony,Caminiti,,,
St Kilda,Jack Carroll,Jack,Carroll,,,
St Kilda,Hunter Clark,Hunter,Clark,,,
St Kilda,Lance Collard,Lance,Collard,,,
St Kilda,Tom De Koning,Tom,De Koning,,,
St Kilda,Alex Dodson,Alex,Dodson,,,
St Kilda,Paddy Dow,Paddy,Dow,,,
St Kilda,Kye Fincher,Kye,Fincher,,,
St Kilda,Sam Flanders,Sam,Flanders,,,
St Kilda,Hugo Garcia,Hugo,Garcia,,,
St Kilda,Max Hall,Max,Hall,,,
St Kilda,Angus Hastie,Angus,Hastie,,,
St Kilda,Liam Henry,Liam,Henry,,,
St Kilda,Jack Higgins,Jack,Higgins,,,
St Kilda,Bradley Hill,Bradley,Hill,,,
St Kilda,Dougal Howard,Dougal,Howard,,,
St Kilda,Isaac Keeler,Isaac,Keeler,,,
St Kilda,Max King,Max,King,,,
St Kilda,Jack Macrae,Jack,Macrae,,,
St Kilda,Rowan Marshall,Rowan,Marshall,,,
St Kilda,Kobe Mcdonald,Kobe,Mcdonald,,,
St Kilda,Liam O Connell,Liam,O Connell,,,
St Kilda,Mitch Owens,Mitch,Owens,,,
St Kilda,Mattaes Phillipou,Mattaes,Phillipou,,,
St Kilda,Liam Ryan,Liam,Ryan,,,
St Kilda,Patrick Said,Patrick,Said,,,
St Kilda,Cooper Sharman,Cooper,Sharman,,,
St Kilda,Jack Silvagni,Jack,Silvagni,,,
St Kilda,Jack Sinclair,Jack,Sinclair,,,
St Kilda,Liam Stocker,Liam,Stocker,,,
St Kilda,Alixzander Tauru,Alixzander,Tauru,,,
St Kilda,Tobie Travaglia,Tobie,Travaglia,,,
St Kilda,Nasiah Wanganeen Milera,Nasiah,Wanganeen Milera,,,
St Kilda,Callum Wilkie,Callum,Wilkie,,,
St Kilda,Darcy Wilson,Darcy,Wilson,,,
St Kilda,Marcus Windhager,Marcus,Windhager,,,
St Kilda,Mason Wood,Mason,Wood,,,
Sydney,Taylor Adams,Taylor,Adams,3.0,291776,CD_I291776
Sydney,Joel Amartey,Joel,Amartey,36.0,1008091,CD_I1008091
Sydney,Riak Andrew,Riak,Andrew,20.0,1027659,CD_I1027659
Sydney,Riley Bice,Riley,Bice,26.0,1008224,CD_I1008224
Sydney,Nick Blakey,Nick,Blakey,22.0,1006028,CD_I1006028
Sydney,Ned Bowman,Ned,Bowman,23.0,1027406,CD_I1027406
Sydney,Braeden Campbell,Braeden,Campbell,16.0,1013133,CD_I1013133
Sydney,Noah Chamberlain,Noah,Chamberlain,42.0,1033013,CD_I1033013
Sydney,Caiden Cleary,Caiden,Cleary,33.0,1024057,CD_I1024057
Sydney,Billy Cootee,Billy,Cootee,25.0,1007053,CD_I1007053
Sydney,Harry Cunningham,Harry,Cunningham,7.0,291978,CD_I291978
Sydney,Charlie Curnow,Charlie,Curnow,35.0,996731,CD_I996731
Sydney,Jesse Dattoli,Jesse,Dattoli,9.0,1029589,CD_I1029589
Sydney,William Edwards,William,Edwards,28.0,1017757,CD_I1017757
Sydney,William Green,William,Green,45.0,1027901,CD_I1027901
Sydney,Brodie Grundy,Brodie,Grundy,4.0,293957,CD_I293957
Sydney,Errol Gulden,Errol,Gulden,21.0,1013128,CD_I1013128
Sydney,Joel Hamling,Joel,Hamling,29.0,295222,CD_I295222
Sydney,Tom Hanily,Tom,Hanily,40.0,1027687,CD_I1027687
Sydney,Isaac Heeney,Isaac,Heeney,5.0,298539,CD_I298539
Sydney,Liam Hetherton,Liam,Hetherton,39.0,1033612,CD_I1033612
Sydney,James Jordon,James,Jordon,17.0,1013409,CD_I1013409
Sydney,Max King,Max,King,31.0,1029015,CD_I1029015
Sydney,Harry Kyle,Harry,Kyle,32.0,1037405,CD_I1037405
Sydney,Peter Ladhams,Peter,Ladhams,19.0,997142,CD_I997142
Sydney,Jake Lloyd,Jake,Lloyd,44.0,295342,CD_I295342
Sydney,Tom McCartin,Tom,McCartin,30.0,1008198,CD_I1008198
Sydney,Logan McDonald,Logan,McDonald,6.0,1013230,CD_I1013230
Sydney,Justin McInerney,Justin,McInerney,27.0,1011936,CD_I1011936
Sydney,Hayden McLean,Hayden,McLean,2.0,1003203,CD_I1003203
Sydney,Lewis Melican,Lewis,Melican,43.0,996743,CD_I996743
Sydney,Callum Mills,Callum,Mills,14.0,993905,CD_I993905
Sydney,Tom Papley,Tom,Papley,11.0,996765,CD_I996765
Sydney,Jevan Phillipou,Jevan,Phillipou,18.0,1032354,CD_I1032354
Sydney,Dane Rampe,Dane,Rampe,24.0,290307,CD_I290307
Sydney,Matt Roberts,Matt,Roberts,34.0,1012210,CD_I1012210
Sydney,Malcolm Rosas,Malcolm,Rosas,10.0,1005986,CD_I1005986
Sydney,James Rowbottom,James,Rowbottom,8.0,1006126,CD_I1006126
Sydney,Jai Serong,Jai,Serong,13.0,1017091,CD_I1017091
Sydney,Angus Sheldrick,Angus,Sheldrick,12.0,1020339,CD_I1020339
Sydney,Patrick Snell,Patrick,Snell,41.0,1024685,CD_I1024685
Sydney,Chad Warner,Chad,Warner,1.0,1012014,CD_I1012014
Sydney,Corey Warner,Corey,Warner,37.0,1018424,CD_I1018424
Sydney,Sam Wicks,Sam,Wicks,15.0,1006232,CD_I1006232
West Coast,Bo Allan,Bo,Allan,26.0,1028449,CD_I1028449
West Coast,Sam Allen,Sam,Allen,12.0,1033063,CD_I1033063
West Coast,Liam Baker,Liam,Baker,3.0,1000223,CD_I1000223
West Coast,Harry Barnett,Harry,Barnett,30.0,1020057,CD_I1020057
West Coast,Rhett Bazzo,Rhett,Bazzo,33.0,1017718,CD_I1017718
West Coast,Sandy Brock,Sandy,Brock,41.0,1013315,CD_I1013315
West Coast,Tyler Brockman,Tyler,Brockman,10.0,1013511,CD_I1013511
West Coast,Malakai Champion,Malakai,Champion,37.0,1029136,CD_I1029136
West Coast,Tom Cole,Tom,Cole,28.0,993820,CD_I993820
West Coast,Jamie Cripps,Jamie,Cripps,15.0,290826,CD_I290826
West Coast,Hamish Davis,Hamish,Davis,38.0,1032624,CD_I1032624
West Coast,Tyrell Dewar,Tyrell,Dewar,43.0,1023142,CD_I1023142
West Coast,Cooper Duff-Tytler,Cooper,Duff-Tytler,21.0,1028725,CD_I1028725
West Coast,Liam Duggan,Liam,Duggan,14.0,298268,CD_I298268
West Coast,Willem Duursma,Willem,Duursma,1.0,1033115,CD_I1033115
West Coast,Harry Edwards,Harry,Edwards,42.0,1011437,CD_I1011437
West Coast,Matt Flynn,Matt,Flynn,25.0,993902,CD_I993902
West Coast,Reuben Ginbey,Reuben,Ginbey,7.0,1023025,CD_I1023025
West Coast,Jack Graham,Jack,Graham,17.0,990827,CD_I990827
West Coast,Lucca Grego,Lucca,Grego,31.0,1018992,CD_I1018992
West Coast,Tom Gross,Tom,Gross,27.0,1028561,CD_I1028561
West Coast,Clay Hall,Clay,Hall,29.0,1024188,CD_I1024188
West Coast,Elijah Hewett,Elijah,Hewett,8.0,1020670,CD_I1020670
West Coast,Brady Hough,Brady,Hough,19.0,1023167,CD_I1023167
West Coast,Jack Hutchinson,Jack,Hutchinson,44.0,1036098,CD_I1036098
West Coast,Harvey Johnston,Harvey,Johnston,24.0,1027969,CD_I1027969
West Coast,Tim Kelly,Tim,Kelly,11.0,295898,CD_I295898
West Coast,Josh Lindsay,Josh,Lindsay,5.0,1033078,CD_I1033078
West Coast,Noah Long,Noah,Long,13.0,1023496,CD_I1023496
West Coast,Finlay Macrae,Finlay,Macrae,45.0,1012828,CD_I1012828
West Coast,Ryan Maric,Ryan,Maric,23.0,1029416,CD_I1029416
West Coast,Tom McCarthy,Tom,McCarthy,18.0,1036124,CD_I1036124
West Coast,Jacob Newton,Jacob,Newton,46.0,1022486,CD_I1022486
West Coast,Matthew Owies,Matthew,Owies,16.0,1013973,CD_I1013973
West Coast,Archer Reid,Archer,Reid,22.0,1027693,CD_I1027693
West Coast,Harley Reid,Harley,Reid,9.0,1023492,CD_I1023492
West Coast,Deven Robertson,Deven,Robertson,40.0,1009385,CD_I1009385
West Coast,Fred Rodriguez,Fred,Rodriguez,39.0,1033704,CD_I1033704
West Coast,Harry Schoenberg,Harry,Schoenberg,48.0,1008543,CD_I1008543
West Coast,Jobe Shanahan,Jobe,Shanahan,35.0,1031913,CD_I1031913
West Coast,Brandon Starcevich,Brandon,Starcevich,4.0,1002401,CD_I1002401
West Coast,Jake Waterman,Jake,Waterman,2.0,996554,CD_I996554
West Coast,Bailey J. Williams,Bailey J.,Williams,32.0,1006114,CD_I1006114
West Coast,Jack Williams,Jack,Williams,34.0,1020371,CD_I1020371
West Coast,Tylah Williams,Tylah,Williams,36.0,1037004,CD_I1037004
West Coast,Elliot Yeo,Elliot,Yeo,6.0,292128,CD_I292128
West Coast,Tylar Young,Tylar,Young,20.0,1018433,CD_I1018433
Western Bulldogs,Oskar Baker,Oskar,Baker,13.0,1008855,CD_I1008855
Western Bulldogs,Marcus Bontempelli,Marcus,Bontempelli,4.0,297373,CD_I297373
Western Bulldogs,Lachlan Bramble,Lachlan,Bramble,29.0,1000864,CD_I1000864
Western Bulldogs,Connor Budarick,Connor,Budarick,19.0,1008454,CD_I1008454
Western Bulldogs,Jedd Busslinger,Jedd,Busslinger,5.0,1023017,CD_I1023017
Western Bulldogs,Lachlan Carmichael,Lachlan,Carmichael,2.0,1033626,CD_I1033626
Western Bulldogs,Luke Cleary,Luke,Cleary,36.0,1015929,CD_I1015929
Western Bulldogs,Nick Coffield,Nick,Coffield,17.0,1005717,CD_I1005717
Western Bulldogs,Jordan Croft,Jordan,Croft,16.0,1013996,CD_I1013996
Western Bulldogs,Bailey Dale,Bailey,Dale,31.0,996708,CD_I996708
Western Bulldogs,Sam Darcy,Sam,Darcy,10.0,1017126,CD_I1017126
Western Bulldogs,Will Darcy,Will,Darcy,15.0,1042728,CD_I1042728
Western Bulldogs,Sam Davidson,Sam,Davidson,42.0,1036123,CD_I1036123
Western Bulldogs,Josh Dolan,Josh,Dolan,26.0,1034235,CD_I1034235
Western Bulldogs,Louis Emmett,Louis,Emmett,25.0,1033076,CD_I1033076
Western Bulldogs,Tim English,Tim,English,44.0,1004592,CD_I1004592
Western Bulldogs,Joel Freijah,Joel,Freijah,27.0,1027704,CD_I1027704
Western Bulldogs,Harvey Gallagher,Harvey,Gallagher,12.0,1017087,CD_I1017087
Western Bulldogs,Riley Garcia,Riley,Garcia,38.0,1006533,CD_I1006533
Western Bulldogs,Ryan Gardner,Ryan,Gardner,43.0,997501,CD_I997501
Western Bulldogs,James Harmes,James,Harmes,22.0,297899,CD_I297899
Western Bulldogs,Cooper Hynes,Cooper,Hynes,6.0,1029456,CD_I1029456
Western Bulldogs,Lachie Jaques,Lachie,Jaques,11.0,1028493,CD_I1028493
Western Bulldogs,Arthur Jones,Arthur,Jones,32.0,1020586,CD_I1020586
Western Bulldogs,Luke Kennedy,Luke,Kennedy,35.0,1032112,CD_I1032112
Western Bulldogs,Matthew Kennedy,Matthew,Kennedy,8.0,1001398,CD_I1001398
Western Bulldogs,Buku Khamis,Buku,Khamis,24.0,998782,CD_I998782
Western Bulldogs,Tom Liberatore,Tom,Liberatore,21.0,290799,CD_I290799
Western Bulldogs,Rory Lobb,Rory,Lobb,7.0,990740,CD_I990740
Western Bulldogs,Lachlan McNeil,Lachlan,McNeil,30.0,1009015,CD_I1009015
Western Bulldogs,Aaron Naughton,Aaron,Naughton,33.0,1002404,CD_I1002404
Western Bulldogs,James O'Donnell,James,O'Donnell,18.0,1032966,CD_I1032966
Western Bulldogs,Ed Richards,Ed,Richards,20.0,1008280,CD_I1008280
Western Bulldogs,Ryley Sanders,Ryley,Sanders,9.0,1017939,CD_I1017939
Western Bulldogs,Michael Sellwood,Michael,Sellwood,37.0,1020621,CD_I1020621
Western Bulldogs,Lachlan Smith,Lachlan,Smith,40.0,1027702,CD_I1027702
Western Bulldogs,Adam Treloar,Adam,Treloar,1.0,291790,CD_I291790
Western Bulldogs,Laitham Vandermeer,Laitham,Vandermeer,23.0,1005000,CD_I1005000
Western Bulldogs,Zac Walker,Zac,Walker,41.0,1041619,CD_I1041619
Western Bulldogs,Cody Weightman,Cody,Weightman,3.0,1011803,CD_I1011803
Western Bulldogs,Rhylee West,Rhylee,West,14.0,1006127,CD_I1006127
Western Bulldogs,Bailey Williams,Bailey,Williams,34.0,992351,CD_I992351
