Player,Team,Filename,Team_Players_Page
Malcolm Rosas,Gold Coast,malcolm_rosas.png,https://www.goldcoastfc.com.au/players
Lloyd Johnston,Gold Coast,lloyd_johnston.png,https://www.goldcoastfc.com.au/players
Sean Lemmens,Gold Coast,sean_lemmens.png,https://www.goldcoastfc.com.au/players
Leonardo Lombard,Gold Coast,leonardo_lombard.png,https://www.goldcoastfc.com.au/players
Cooper Bell,Gold Coast,cooper_bell.png,https://www.goldcoastfc.com.au/players
Zak Evans,Gold Coast,zak_evans.png,https://www.goldcoastfc.com.au/players
Max Knobel,Gold Coast,max_knobel.png,https://www.goldcoastfc.com.au/players
Lachlan Gulbin,Gold Coast,lachlan_gulbin.png,https://www.goldcoastfc.com.au/players
Asher Eastham,Gold Coast,asher_eastham.png,https://www.goldcoastfc.com.au/players
Ben Jepson,Gold Coast,ben_jepson.png,https://www.goldcoastfc.com.au/players
Caleb Lewis,Gold Coast,caleb_lewis.png,https://www.goldcoastfc.com.au/players
Caleb Graham,Gold Coast,caleb_graham.png,https://www.goldcoastfc.com.au/players
Oscar Adams,Gold Coast,oscar_adams.png,https://www.goldcoastfc.com.au/players
Jy Farrar,Gold Coast,jy_farrar.png,https://www.goldcoastfc.com.au/players
Tom Green,Greater Western Sydney,tom_green.png,
Finn Callaghan,Greater Western Sydney,finn_callaghan.png,
Kieren Briggs,Greater Western Sydney,kieren_briggs.png,
Harry Himmelberg,Greater Western Sydney,harry_himmelberg.png,
Toby Greene,Greater Western Sydney,toby_greene.png,
Connor Idun,Greater Western Sydney,connor_idun.png,
Lachie Whitfield,Greater Western Sydney,lachie_whitfield.png,
Lachie Ash,Greater Western Sydney,lachie_ash.png,
Jack Buckley,Greater Western Sydney,jack_buckley.png,
Jesse Hogan,Greater Western Sydney,jesse_hogan.png,
Sam Taylor,Greater Western Sydney,sam_taylor.png,
Darcy Jones,Greater Western Sydney,darcy_jones.png,
Josh Kelly,Greater Western Sydney,josh_kelly.png,
Toby Bedford,Greater Western Sydney,toby_bedford.png,
Brent Daniels,Greater Western Sydney,brent_daniels.png,
Jake Stringer,Greater Western Sydney,jake_stringer.png,
Xavier O'Halloran,Greater Western Sydney,xavier_ohalloran.png,
Aaron Cadman,Greater Western Sydney,aaron_cadman.png,
Callum Brown,Greater Western Sydney,callum_brown.png,
Callan Ward,Greater Western Sydney,callan_ward.png,
Harvey Thomas,Greater Western Sydney,harvey_thomas.png,
Jake Riccardi,Greater Western Sydney,jake_riccardi.png,
Stephen Coniglio,Greater Western Sydney,stephen_coniglio.png,
Jacob Wehr,Greater Western Sydney,jacob_wehr.png,
Leek Aleer,Greater Western Sydney,leek_aleer.png,
Toby McMullin,Greater Western Sydney,toby_mcmullin.png,
Joe Fonti,Greater Western Sydney,joe_fonti.png,
Ryan Angwin,Greater Western Sydney,ryan_angwin.png,
Harry Rowston,Greater Western Sydney,harry_rowston.png,
Phoenix Gothard,Greater Western Sydney,phoenix_gothard.png,
Oliver Hannaford,Greater Western Sydney,oliver_hannaford.png,
Conor Stone,Greater Western Sydney,conor_stone.png,
Harrison Oliver,Greater Western Sydney,harrison_oliver.png,
Lachlan Keeffe,Greater Western Sydney,lachlan_keeffe.png,
Jack Ough,Greater Western Sydney,jack_ough.png,
Cody Angove,Greater Western Sydney,cody_angove.png,
James Leake,Greater Western Sydney,james_leake.png,
Josh Fahey,Greater Western Sydney,josh_fahey.png,
Max Gruzewski,Greater Western Sydney,max_gruzewski.png,
Logan Smith,Greater Western Sydney,logan_smith.png,
Josaia Delana,Greater Western Sydney,josaia_delana.png,
Nicholas Madden,Greater Western Sydney,nicholas_madden.png,
Nathan Wardius,Greater Western Sydney,nathan_wardius.png,
Wade Derksen,Greater Western Sydney,wade_derksen.png,
Jai Newcombe,Hawthorn,jai_newcombe.png,https://www.hawthornfc.com.au/players
Dylan Moore,Hawthorn,dylan_moore.png,https://www.hawthornfc.com.au/players
Lloyd Meek,Hawthorn,lloyd_meek.png,https://www.hawthornfc.com.au/players
James Worpel,Hawthorn,james_worpel.png,https://www.hawthornfc.com.au/players
Karl Amon,Hawthorn,karl_amon.png,https://www.hawthornfc.com.au/players
Massimo D'Ambrosio,Hawthorn,massimo_dambrosio.png,https://www.hawthornfc.com.au/players
James Sicily,Hawthorn,james_sicily.png,https://www.hawthornfc.com.au/players
Josh Weddle,Hawthorn,josh_weddle.png,https://www.hawthornfc.com.au/players
Blake Hardwick,Hawthorn,blake_hardwick.png,https://www.hawthornfc.com.au/players
Josh Battle,Hawthorn,josh_battle.png,https://www.hawthornfc.com.au/players
Jarman Impey,Hawthorn,jarman_impey.png,https://www.hawthornfc.com.au/players
Tom Barrass,Hawthorn,tom_barrass.png,https://www.hawthornfc.com.au/players
Conor Nash,Hawthorn,conor_nash.png,https://www.hawthornfc.com.au/players
Jack Ginnivan,Hawthorn,jack_ginnivan.png,https://www.hawthornfc.com.au/players
Nick Watson,Hawthorn,nick_watson.png,https://www.hawthornfc.com.au/players
Connor Macdonald,Hawthorn,connor_macdonald.png,https://www.hawthornfc.com.au/players
Jack Scrimshaw,Hawthorn,jack_scrimshaw.png,https://www.hawthornfc.com.au/players
Mabior Chol,Hawthorn,mabior_chol.png,https://www.hawthornfc.com.au/players
Jack Gunston,Hawthorn,jack_gunston.png,https://www.hawthornfc.com.au/players
Josh Ward,Hawthorn,josh_ward.png,https://www.hawthornfc.com.au/players
Harry Morrison,Hawthorn,harry_morrison.png,https://www.hawthornfc.com.au/players
Will Day,Hawthorn,will_day.png,https://www.hawthornfc.com.au/players
Cam Mackenzie,Hawthorn,cam_mackenzie.png,https://www.hawthornfc.com.au/players
Changkuoth Jiath,Hawthorn,changkuoth_jiath.png,https://www.hawthornfc.com.au/players
Sam Frost,Hawthorn,sam_frost.png,https://www.hawthornfc.com.au/players
Luke Breust,Hawthorn,luke_breust.png,https://www.hawthornfc.com.au/players
Calsher Dear,Hawthorn,calsher_dear.png,https://www.hawthornfc.com.au/players
Finn Maginness,Hawthorn,finn_maginness.png,https://www.hawthornfc.com.au/players
Mitch Lewis,Hawthorn,mitch_lewis.png,https://www.hawthornfc.com.au/players
Ned Reeves,Hawthorn,ned_reeves.png,https://www.hawthornfc.com.au/players
Noah Mraz,Hawthorn,noah_mraz.png,https://www.hawthornfc.com.au/players
Bodie Ryan,Hawthorn,bodie_ryan.png,https://www.hawthornfc.com.au/players
William McCabe,Hawthorn,william_mccabe.png,https://www.hawthornfc.com.au/players
Jai Serong,Hawthorn,jai_serong.png,https://www.hawthornfc.com.au/players
Sam Butler,Hawthorn,sam_butler.png,https://www.hawthornfc.com.au/players
Cody Anderson,Hawthorn,cody_anderson.png,https://www.hawthornfc.com.au/players
James Blanck,Hawthorn,james_blanck.png,https://www.hawthornfc.com.au/players
Max Ramsden,Hawthorn,max_ramsden.png,https://www.hawthornfc.com.au/players
Jasper Scaife,Hawthorn,jasper_scaife.png,https://www.hawthornfc.com.au/players
Seamus Mitchell,Hawthorn,seamus_mitchell.png,https://www.hawthornfc.com.au/players
Matt Hill,Hawthorn,matt_hill.png,https://www.hawthornfc.com.au/players
Bailey Macdonald,Hawthorn,bailey_macdonald.png,https://www.hawthornfc.com.au/players
Jaime Uhr-Henry,Hawthorn,jaime_uhr-henry.png,https://www.hawthornfc.com.au/players
Henry Hustwaite,Hawthorn,henry_hustwaite.png,https://www.hawthornfc.com.au/players
Max Gawn,Melbourne,max_gawn.png,https://www.melbournefc.com.au/players
Christian Petracca,Melbourne,christian_petracca.png,https://www.melbournefc.com.au/players
Kysaiah Pickett,Melbourne,kysaiah_pickett.png,https://www.melbournefc.com.au/players
Trent Rivers,Melbourne,trent_rivers.png,https://www.melbournefc.com.au/players
Clayton Oliver,Melbourne,clayton_oliver.png,https://www.melbournefc.com.au/players
Jack Viney,Melbourne,jack_viney.png,https://www.melbournefc.com.au/players
Kade Chandler,Melbourne,kade_chandler.png,https://www.melbournefc.com.au/players
Bayley Fritsch,Melbourne,bayley_fritsch.png,https://www.melbournefc.com.au/players
Tom McDonald,Melbourne,tom_mcdonald.png,https://www.melbournefc.com.au/players
Christian Salem,Melbourne,christian_salem.png,https://www.melbournefc.com.au/players
Ed Langdon,Melbourne,ed_langdon.png,https://www.melbournefc.com.au/players
Steven May,Melbourne,steven_may.png,https://www.melbournefc.com.au/players
Judd McVee,Melbourne,judd_mcvee.png,https://www.melbournefc.com.au/players
Tom Sparrow,Melbourne,tom_sparrow.png,https://www.melbournefc.com.au/players
Jake Bowey,Melbourne,jake_bowey.png,https://www.melbournefc.com.au/players
Daniel Turner,Melbourne,daniel_turner.png,https://www.melbournefc.com.au/players
Caleb Windsor,Melbourne,caleb_windsor.png,https://www.melbournefc.com.au/players
Jacob van Rooyen,Melbourne,jacob_van_rooyen.png,https://www.melbournefc.com.au/players
Jake Melksham,Melbourne,jake_melksham.png,https://www.melbournefc.com.au/players
Jake Lever,Melbourne,jake_lever.png,https://www.melbournefc.com.au/players
Harrison Petty,Melbourne,harrison_petty.png,https://www.melbournefc.com.au/players
Harvey Langford,Melbourne,harvey_langford.png,https://www.melbournefc.com.au/players
Blake Howes,Melbourne,blake_howes.png,https://www.melbournefc.com.au/players
Koltyn Tholstrup,Melbourne,koltyn_tholstrup.png,https://www.melbournefc.com.au/players
Jack Billings,Melbourne,jack_billings.png,https://www.melbournefc.com.au/players
Harry Sharp,Melbourne,harry_sharp.png,https://www.melbournefc.com.au/players
Xavier Lindsay,Melbourne,xavier_lindsay.png,https://www.melbournefc.com.au/players
Taj Woewodin,Melbourne,taj_woewodin.png,https://www.melbournefc.com.au/players
Jai Culley,Melbourne,jai_culley.png,https://www.melbournefc.com.au/players
Charlie Spargo,Melbourne,charlie_spargo.png,https://www.melbournefc.com.au/players
Bailey Laurie,Melbourne,bailey_laurie.png,https://www.melbournefc.com.au/players
Matthew Jefferson,Melbourne,matthew_jefferson.png,https://www.melbournefc.com.au/players
Shane McAdam,Melbourne,shane_mcadam.png,https://www.melbournefc.com.au/players
Jed Adams,Melbourne,jed_adams.png,https://www.melbournefc.com.au/players
Marty Hore,Melbourne,marty_hore.png,https://www.melbournefc.com.au/players
Will Verrall,Melbourne,will_verrall.png,https://www.melbournefc.com.au/players
Tom Campbell,Melbourne,tom_campbell.png,https://www.melbournefc.com.au/players
Tom Fullarton,Melbourne,tom_fullarton.png,https://www.melbournefc.com.au/players
Oliver Sestan,Melbourne,oliver_sestan.png,https://www.melbournefc.com.au/players
Ricky Mentha,Melbourne,ricky_mentha.png,https://www.melbournefc.com.au/players
Kynan Brown,Melbourne,kynan_brown.png,https://www.melbournefc.com.au/players
Aidan Johnson,Melbourne,aidan_johnson.png,https://www.melbournefc.com.au/players
Jack Henderson,Melbourne,jack_henderson.png,https://www.melbournefc.com.au/players
Luker Kentfield,Melbourne,luker_kentfield.png,https://www.melbournefc.com.au/players
Andy Moniz-Wakefield,Melbourne,andy_moniz-wakefield.png,https://www.melbournefc.com.au/players
Tristan Xerri,North Melbourne,tristan_xerri.png,https://www.nmfc.com.au/players
Luke Davies-Uniacke,North Melbourne,luke_davies-uniacke.png,https://www.nmfc.com.au/players
Harry Sheezel,North Melbourne,harry_sheezel.png,https://www.nmfc.com.au/players
Tom Powell,North Melbourne,tom_powell.png,https://www.nmfc.com.au/players
Jy Simpkin,North Melbourne,jy_simpkin.png,https://www.nmfc.com.au/players
Paul Curtis,North Melbourne,paul_curtis.png,https://www.nmfc.com.au/players
Cameron Zurhaar,North Melbourne,cameron_zurhaar.png,https://www.nmfc.com.au/players
George Wardlaw,North Melbourne,george_wardlaw.png,https://www.nmfc.com.au/players
Nick Larkey,North Melbourne,nick_larkey.png,https://www.nmfc.com.au/players
Luke Parker,North Melbourne,luke_parker.png,https://www.nmfc.com.au/players
Jack Darling,North Melbourne,jack_darling.png,https://www.nmfc.com.au/players
Colby McKercher,North Melbourne,colby_mckercher.png,https://www.nmfc.com.au/players
Caleb Daniel,North Melbourne,caleb_daniel.png,https://www.nmfc.com.au/players
Charlie Comben,North Melbourne,charlie_comben.png,https://www.nmfc.com.au/players
Luke McDonald,North Melbourne,luke_mcdonald.png,https://www.nmfc.com.au/players
Aidan Corr,North Melbourne,aidan_corr.png,https://www.nmfc.com.au/players
Dylan Stephens,North Melbourne,dylan_stephens.png,https://www.nmfc.com.au/players
Bailey Scott,North Melbourne,bailey_scott.png,https://www.nmfc.com.au/players
Darcy Tucker,North Melbourne,darcy_tucker.png,https://www.nmfc.com.au/players
Toby Pink,North Melbourne,toby_pink.png,https://www.nmfc.com.au/players
Zac Fisher,North Melbourne,zac_fisher.png,https://www.nmfc.com.au/players
Will Phillips,North Melbourne,will_phillips.png,https://www.nmfc.com.au/players
Griffin Logue,North Melbourne,griffin_logue.png,https://www.nmfc.com.au/players
Finn O'Sullivan,North Melbourne,finn_osullivan.png,https://www.nmfc.com.au/players
Riley Hardeman,North Melbourne,riley_hardeman.png,https://www.nmfc.com.au/players
Brynn Teakle,North Melbourne,brynn_teakle.png,https://www.nmfc.com.au/players
Eddie Ford,North Melbourne,eddie_ford.png,https://www.nmfc.com.au/players
Jacob Konstanty,North Melbourne,jacob_konstanty.png,https://www.nmfc.com.au/players
Zane Duursma,North Melbourne,zane_duursma.png,https://www.nmfc.com.au/players
Kallan Dawson,North Melbourne,kallan_dawson.png,https://www.nmfc.com.au/players
Robert Hansen Jr,North Melbourne,robert_hansen_jr.png,https://www.nmfc.com.au/players
Jackson Archer,North Melbourne,jackson_archer.png,https://www.nmfc.com.au/players
Luke Urquhart,North Melbourne,luke_urquhart.png,https://www.nmfc.com.au/players
Wil Dawson,North Melbourne,wil_dawson.png,https://www.nmfc.com.au/players
Callum Coleman-Jones,North Melbourne,callum_coleman-jones.png,https://www.nmfc.com.au/players
Taylor Goad,North Melbourne,taylor_goad.png,https://www.nmfc.com.au/players
Geordie Payne,North Melbourne,geordie_payne.png,https://www.nmfc.com.au/players
Miller Bergman,North Melbourne,miller_bergman.png,https://www.nmfc.com.au/players
Josh Goater,North Melbourne,josh_goater.png,https://www.nmfc.com.au/players
Brayden George,North Melbourne,brayden_george.png,https://www.nmfc.com.au/players
Matt Whitlock,North Melbourne,matt_whitlock.png,https://www.nmfc.com.au/players
River Stevens,North Melbourne,river_stevens.png,https://www.nmfc.com.au/players
Cooper Harvey,North Melbourne,cooper_harvey.png,https://www.nmfc.com.au/players
Finnbar Maley,North Melbourne,finnbar_maley.png,https://www.nmfc.com.au/players
Zac Banch,North Melbourne,zac_banch.png,https://www.nmfc.com.au/players
Cooper Trembath,North Melbourne,cooper_trembath.png,https://www.nmfc.com.au/players
Zak Butters,Port Adelaide,zak_butters.png,https://www.portadelaidefc.com.au/players
Willem Drew,Port Adelaide,willem_drew.png,https://www.portadelaidefc.com.au/players
Connor Rozee,Port Adelaide,connor_rozee.png,https://www.portadelaidefc.com.au/players
Ollie Wines,Port Adelaide,ollie_wines.png,https://www.portadelaidefc.com.au/players
Jason Horne-Francis,Port Adelaide,jason_horne-francis.png,https://www.portadelaidefc.com.au/players
Aliir Aliir,Port Adelaide,aliir_aliir.png,https://www.portadelaidefc.com.au/players
Miles Bergman,Port Adelaide,miles_bergman.png,https://www.portadelaidefc.com.au/players
Darcy Byrne-Jones,Port Adelaide,darcy_byrne-jones.png,https://www.portadelaidefc.com.au/players
Kane Farrell,Port Adelaide,kane_farrell.png,https://www.portadelaidefc.com.au/players
Jase Burgoyne,Port Adelaide,jase_burgoyne.png,https://www.portadelaidefc.com.au/players
Travis Boak,Port Adelaide,travis_boak.png,https://www.portadelaidefc.com.au/players
Jordon Sweet,Port Adelaide,jordon_sweet.png,https://www.portadelaidefc.com.au/players
Jackson Mead,Port Adelaide,jackson_mead.png,https://www.portadelaidefc.com.au/players
Willie Rioli,Port Adelaide,willie_rioli.png,https://www.portadelaidefc.com.au/players
Mitch Georgiades,Port Adelaide,mitch_georgiades.png,https://www.portadelaidefc.com.au/players
Lachie Jones,Port Adelaide,lachie_jones.png,https://www.portadelaidefc.com.au/players
Esava Ratugolea,Port Adelaide,esava_ratugolea.png,https://www.portadelaidefc.com.au/players
Brandon Zerk-Thatcher,Port Adelaide,brandon_zerk-thatcher.png,https://www.portadelaidefc.com.au/players
Joe Richards,Port Adelaide,joe_richards.png,https://www.portadelaidefc.com.au/players
Jack Lukosius,Port Adelaide,jack_lukosius.png,https://www.portadelaidefc.com.au/players
Ryan Burton,Port Adelaide,ryan_burton.png,https://www.portadelaidefc.com.au/players
Logan Evans,Port Adelaide,logan_evans.png,https://www.portadelaidefc.com.au/players
Sam Powell-Pepper,Port Adelaide,sam_powell-pepper.png,https://www.portadelaidefc.com.au/players
Josh Sinn,Port Adelaide,josh_sinn.png,https://www.portadelaidefc.com.au/players
Jeremy Finlayson,Port Adelaide,jeremy_finlayson.png,https://www.portadelaidefc.com.au/players
Todd Marshall,Port Adelaide,todd_marshall.png,https://www.portadelaidefc.com.au/players
Ivan Soldo,Port Adelaide,ivan_soldo.png,https://www.portadelaidefc.com.au/players
Jed McEntee,Port Adelaide,jed_mcentee.png,https://www.portadelaidefc.com.au/players
Ollie Lord,Port Adelaide,ollie_lord.png,https://www.portadelaidefc.com.au/players
Christian Moraes,Port Adelaide,christian_moraes.png,https://www.portadelaidefc.com.au/players
Dante Visentini,Port Adelaide,dante_visentini.png,https://www.portadelaidefc.com.au/players
Hugh Jackson,Port Adelaide,hugh_jackson.png,https://www.portadelaidefc.com.au/players
Joe Berry,Port Adelaide,joe_berry.png,https://www.portadelaidefc.com.au/players
Jack Whitlock,Port Adelaide,jack_whitlock.png,https://www.portadelaidefc.com.au/players
Dylan Williams,Port Adelaide,dylan_williams.png,https://www.portadelaidefc.com.au/players
Lachlan Charleson,Port Adelaide,lachlan_charleson.png,https://www.portadelaidefc.com.au/players
Tom Anastasopoulos,Port Adelaide,tom_anastasopoulos.png,https://www.portadelaidefc.com.au/players
Rory Atkins,Port Adelaide,rory_atkins.png,https://www.portadelaidefc.com.au/players
Will Lorenz,Port Adelaide,will_lorenz.png,https://www.portadelaidefc.com.au/players
Tom Cochrane,Port Adelaide,tom_cochrane.png,https://www.portadelaidefc.com.au/players
Benny Barrett,Port Adelaide,benny_barrett.png,https://www.portadelaidefc.com.au/players
Jacob Moss,Port Adelaide,jacob_moss.png,https://www.portadelaidefc.com.au/players
Josh Lai,Port Adelaide,josh_lai.png,https://www.portadelaidefc.com.au/players
Xavier Walsh,Port Adelaide,xavier_walsh.png,https://www.portadelaidefc.com.au/players
Harrison Ramm,Port Adelaide,harrison_ramm.png,https://www.portadelaidefc.com.au/players
Ewan Mackinlay,Port Adelaide,ewan_mackinlay.png,https://www.portadelaidefc.com.au/players
Mani Liddy,Port Adelaide,mani_liddy.png,https://www.portadelaidefc.com.au/players
Toby Nankervis,Richmond,toby_nankervis.png,https://www.richmondfc.com.au/players
Nick Vlastuin,Richmond,nick_vlastuin.png,https://www.richmondfc.com.au/players
Tim Taranto,Richmond,tim_taranto.png,https://www.richmondfc.com.au/players
Ben Miller,Richmond,ben_miller.png,https://www.richmondfc.com.au/players
Seth Campbell,Richmond,seth_campbell.png,https://www.richmondfc.com.au/players
Jacob Hopper,Richmond,jacob_hopper.png,https://www.richmondfc.com.au/players
Nathan Broad,Richmond,nathan_broad.png,https://www.richmondfc.com.au/players
Rhyan Mansell,Richmond,rhyan_mansell.png,https://www.richmondfc.com.au/players
Tom Brown,Richmond,tom_brown.png,https://www.richmondfc.com.au/players
Jayden Short,Richmond,jayden_short.png,https://www.richmondfc.com.au/players
Jack Ross,Richmond,jack_ross.png,https://www.richmondfc.com.au/players
Dion Prestia,Richmond,dion_prestia.png,https://www.richmondfc.com.au/players
Sam Banks,Richmond,sam_banks.png,https://www.richmondfc.com.au/players
Kamdyn McIntosh,Richmond,kamdyn_mcintosh.png,https://www.richmondfc.com.au/players
Noah Balta,Richmond,noah_balta.png,https://www.richmondfc.com.au/players
Hugo Ralphsmith,Richmond,hugo_ralphsmith.png,https://www.richmondfc.com.au/players
Thomson Dow,Richmond,thomson_dow.png,https://www.richmondfc.com.au/players
James Trezise,Richmond,james_trezise.png,https://www.richmondfc.com.au/players
Maurice Rioli,Richmond,maurice_rioli.png,https://www.richmondfc.com.au/players
Tyler Sonsie,Richmond,tyler_sonsie.png,https://www.richmondfc.com.au/players
Steely Green,Richmond,steely_green.png,https://www.richmondfc.com.au/players
Tom Lynch,Richmond,tom_lynch.png,https://www.richmondfc.com.au/players
Tylar Young,Richmond,tylar_young.png,https://www.richmondfc.com.au/players
Sam Lalor,Richmond,sam_lalor.png,https://www.richmondfc.com.au/players
Kane McAuliffe,Richmond,kane_mcauliffe.png,https://www.richmondfc.com.au/players
Luke Trainor,Richmond,luke_trainor.png,https://www.richmondfc.com.au/players
Jacob Koschitzke,Richmond,jacob_koschitzke.png,https://www.richmondfc.com.au/players
Jacob Blight,Richmond,jacob_blight.png,https://www.richmondfc.com.au/players
Mykelti Lefau,Richmond,mykelti_lefau.png,https://www.richmondfc.com.au/players
Taj Hotton,Richmond,taj_hotton.png,https://www.richmondfc.com.au/players
Kaleb Smith,Richmond,kaleb_smith.png,https://www.richmondfc.com.au/players
Jonty Faull,Richmond,jonty_faull.png,https://www.richmondfc.com.au/players
Thomas Sims,Richmond,thomas_sims.png,https://www.richmondfc.com.au/players
Samson Ryan,Richmond,samson_ryan.png,https://www.richmondfc.com.au/players
Josh Smillie,Richmond,josh_smillie.png,https://www.richmondfc.com.au/players
Josh Gibcus,Richmond,josh_gibcus.png,https://www.richmondfc.com.au/players
Judson Clarke,Richmond,judson_clarke.png,https://www.richmondfc.com.au/players
Jasper Alger,Richmond,jasper_alger.png,https://www.richmondfc.com.au/players
Harry Armstrong,Richmond,harry_armstrong.png,https://www.richmondfc.com.au/players
Liam Fawcett,Richmond,liam_fawcett.png,https://www.richmondfc.com.au/players
Mate Colina,Richmond,mate_colina.png,https://www.richmondfc.com.au/players
Jacob Bauer,Richmond,jacob_bauer.png,https://www.richmondfc.com.au/players
Oliver Hayes-Brown,Richmond,oliver_hayes-brown.png,https://www.richmondfc.com.au/players
Campbell Gray,Richmond,campbell_gray.png,https://www.richmondfc.com.au/players
Jack Sinclair,St Kilda,jack_sinclair.png,https://www.saints.com.au/players
Nasiah Wanganeen-Milera,St Kilda,nasiah_wanganeen-milera.png,https://www.saints.com.au/players
Rowan Marshall,St Kilda,rowan_marshall.png,https://www.saints.com.au/players
Jack Steele,St Kilda,jack_steele.png,https://www.saints.com.au/players
Callum Wilkie,St Kilda,callum_wilkie.png,https://www.saints.com.au/players
Jack Macrae,St Kilda,jack_macrae.png,https://www.saints.com.au/players
Jack Higgins,St Kilda,jack_higgins.png,https://www.saints.com.au/players
Bradley Hill,St Kilda,bradley_hill.png,https://www.saints.com.au/players
Mitch Owens,St Kilda,mitch_owens.png,https://www.saints.com.au/players
Mason Wood,St Kilda,mason_wood.png,https://www.saints.com.au/players
Cooper Sharman,St Kilda,cooper_sharman.png,https://www.saints.com.au/players
Marcus Windhager,St Kilda,marcus_windhager.png,https://www.saints.com.au/players
Darcy Wilson,St Kilda,darcy_wilson.png,https://www.saints.com.au/players
Max Hall,St Kilda,max_hall.png,https://www.saints.com.au/players
Anthony Caminiti,St Kilda,anthony_caminiti.png,https://www.saints.com.au/players
Ryan Byrnes,St Kilda,ryan_byrnes.png,https://www.saints.com.au/players
Hunter Clark,St Kilda,hunter_clark.png,https://www.saints.com.au/players
Zak Jones,St Kilda,zak_jones.png,https://www.saints.com.au/players
Liam Stocker,St Kilda,liam_stocker.png,https://www.saints.com.au/players
Hugo Garcia,St Kilda,hugo_garcia.png,https://www.saints.com.au/players
Jimmy Webster,St Kilda,jimmy_webster.png,https://www.saints.com.au/players
Liam Henry,St Kilda,liam_henry.png,https://www.saints.com.au/players
Mattaes Phillipou,St Kilda,mattaes_phillipou.png,https://www.saints.com.au/players
Dougal Howard,St Kilda,dougal_howard.png,https://www.saints.com.au/players
Jack Carroll,St Kilda,jack_carroll.png,https://www.saints.com.au/players
Dan Butler,St Kilda,dan_butler.png,https://www.saints.com.au/players
Paddy Dow,St Kilda,paddy_dow.png,https://www.saints.com.au/players
Max King,St Kilda,max_king.png,https://www.saints.com.au/players
Hugh Boxshall,St Kilda,hugh_boxshall.png,https://www.saints.com.au/players
Zaine Cordy,St Kilda,zaine_cordy.png,https://www.saints.com.au/players
Isaac Keeler,St Kilda,isaac_keeler.png,https://www.saints.com.au/players
Lance Collard,St Kilda,lance_collard.png,https://www.saints.com.au/players
Alixzander Tauru,St Kilda,alixzander_tauru.png,https://www.saints.com.au/players
Tobie Travaglia,St Kilda,tobie_travaglia.png,https://www.saints.com.au/players
Angus Hastie,St Kilda,angus_hastie.png,https://www.saints.com.au/players
Arie Schoenmaker,St Kilda,arie_schoenmaker.png,https://www.saints.com.au/players
James Barrat,St Kilda,james_barrat.png,https://www.saints.com.au/players
Alex Dodson,St Kilda,alex_dodson.png,https://www.saints.com.au/players
Harry Boyd,St Kilda,harry_boyd.png,https://www.saints.com.au/players
Patrick Said,St Kilda,patrick_said.png,https://www.saints.com.au/players
Angus McLennan,St Kilda,angus_mclennan.png,https://www.saints.com.au/players
Max Heath,St Kilda,max_heath.png,https://www.saints.com.au/players
Liam O'Connell,St Kilda,liam_oconnell.png,https://www.saints.com.au/players
Eamonn Armstrong,St Kilda,eamonn_armstrong.png,https://www.saints.com.au/players
Isaac Heeney,Sydney,isaac_heeney.png,https://www.sydneyswans.com.au/players
Chad Warner,Sydney,chad_warner.png,https://www.sydneyswans.com.au/players
Nick Blakey,Sydney,nick_blakey.png,https://www.sydneyswans.com.au/players
Brodie Grundy,Sydney,brodie_grundy.png,https://www.sydneyswans.com.au/players
James Rowbottom,Sydney,james_rowbottom.png,https://www.sydneyswans.com.au/players
Errol Gulden,Sydney,errol_gulden.png,https://www.sydneyswans.com.au/players
Jake Lloyd,Sydney,jake_lloyd.png,https://www.sydneyswans.com.au/players
Will Hayward,Sydney,will_hayward.png,https://www.sydneyswans.com.au/players
Oliver Florent,Sydney,oliver_florent.png,https://www.sydneyswans.com.au/players
Justin McInerney,Sydney,justin_mcinerney.png,https://www.sydneyswans.com.au/players
James Jordon,Sydney,james_jordon.png,https://www.sydneyswans.com.au/players
Tom McCartin,Sydney,tom_mccartin.png,https://www.sydneyswans.com.au/players
Matt Roberts,Sydney,matt_roberts.png,https://www.sydneyswans.com.au/players
Hayden McLean,Sydney,hayden_mclean.png,https://www.sydneyswans.com.au/players
Lewis Melican,Sydney,lewis_melican.png,https://www.sydneyswans.com.au/players
Tom Papley,Sydney,tom_papley.png,https://www.sydneyswans.com.au/players
Braeden Campbell,Sydney,braeden_campbell.png,https://www.sydneyswans.com.au/players
Dane Rampe,Sydney,dane_rampe.png,https://www.sydneyswans.com.au/players
Sam Wicks,Sydney,sam_wicks.png,https://www.sydneyswans.com.au/players
Callum Mills,Sydney,callum_mills.png,https://www.sydneyswans.com.au/players
Angus Sheldrick,Sydney,angus_sheldrick.png,https://www.sydneyswans.com.au/players
Logan McDonald,Sydney,logan_mcdonald.png,https://www.sydneyswans.com.au/players
Taylor Adams,Sydney,taylor_adams.png,https://www.sydneyswans.com.au/players
Joel Amartey,Sydney,joel_amartey.png,https://www.sydneyswans.com.au/players
Harry Cunningham,Sydney,harry_cunningham.png,https://www.sydneyswans.com.au/players
Riley Bice,Sydney,riley_bice.png,https://www.sydneyswans.com.au/players
Corey Warner,Sydney,corey_warner.png,https://www.sydneyswans.com.au/players
Robbie Fox,Sydney,robbie_fox.png,https://www.sydneyswans.com.au/players
Aaron Francis,Sydney,aaron_francis.png,https://www.sydneyswans.com.au/players
Joel Hamling,Sydney,joel_hamling.png,https://www.sydneyswans.com.au/players
