Team,Abbreviation,Matches,Players,Age,Experience,RatingPoints,Supercoach,DreamTeamPoints,CoachesVotes,ForwardHalf,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,DisposalsPerOppositionTackle,Inside50s,Rebound50s,Rebound50sPerOppositionInside50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ThreatRating,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreClearances,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,MarksInside50PerInside50,InterceptMarks,MarksOnLead,GoalScorers_Total,GoalScorers,Goals,Behinds,RushedBehinds,ShotsAtGoal,GoalAssists,GoalAccuracy,GoalsPerInside50,ScoringShotsPerInside50,ShotsPerInside50,ScoreLaunches,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,xScore,xScoreRating,xScorePerShot,xScoreRatingPerShot,xScorePerShot_Set,xScoreRatingPerShot_Set,xScorePerShot_General,xScoreRatingPerShot_General,PointsFromKickIn,PointsFromStoppage,PointsFromTurnover,PointsFromDefensiveHalf,PointsFromForwardHalf,PointsFromCentreBounce,ChainToScore,D50ToF50,D50ToScore,DefHalfToF50,DefHalfToScore,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,Tackles,TacklesInside50,PressureActs,PressureActsDefensiveHalf,Spoils,RuckContests,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,FreesFor,FreesAgainst,FreesDiff,KickIns,KickInsPlayOnPercentage,Bounces,OnePercenters,InterchangeCount,RatingPoints_Opposition,Supercoach_Opposition,DreamTeamPoints_Opposition,CoachesVotes_Opposition,Kicks_Opposition,Handballs_Opposition,Disposals_Opposition,DisposalEfficiency_Opposition,KickingEfficiency_Opposition,HandballEfficiency_Opposition,OppositionDisposalsPerTackle,Inside50s_Opposition,Rebound50s_Opposition,OppositionRebound50sPerInside50s,MetresGained_Opposition,MetresGainedPerDisposal_Opposition,Clangers_Opposition,DisposalsPerClanger_Opposition,Turnovers_Opposition,DisposalsPerTurnover_Opposition,ThreatRating_Opposition,RetentionRating_Opposition,ContestedPossessions_Opposition,UncontestedPossessions_Opposition,TotalPossessions_Opposition,ContestedPossessionRate_Opposition,Intercepts_Opposition,GroundBallGets_Opposition,GroundBallGetsForward50_Opposition,HardBallGets_Opposition,LooseBallGets_Opposition,PostClearanceContestedPossessions_Opposition,PostClearanceGroundBallGets_Opposition,GathersFromHitout_Opposition,CrumbingPossessions_Opposition,HandballReceives_Opposition,CentreClearances_Opposition,StoppageClearances_Opposition,TotalClearances_Opposition,FirstPossessions_Opposition,FirstPossessionToClearance_Opposition,Marks_Opposition,ContestedMarks_Opposition,MarksInside50_Opposition,MarksInside50PerInside50_Opposition,InterceptMarks_Opposition,MarksOnLead_Opposition,Goals_Opposition,Behinds_Opposition,RushedBehinds_Opposition,ShotsAtGoal_Opposition,GoalAssists_Opposition,GoalAccuracy_Opposition,GoalsPerInside50_Opposition,ScoringShotsPerInside50_Opposition,ShotsPerInside50_Opposition,ScoreLaunches_Opposition,xScore_Opposition,xScoreRating_Opposition,xScorePerShot_Opposition,xScoreRatingPerShot_Opposition,xScorePerShot_Set_Opposition,xScoreRatingPerShot_Set_Opposition,xScorePerShot_General_Opposition,xScoreRatingPerShot_General_Opposition,PointsFromKickIn_Opposition,PointsFromStoppage_Opposition,PointsFromTurnover_Opposition,PointsFromDefensiveHalf_Opposition,PointsFromForwardHalf_Opposition,PointsFromCentreBounce_Opposition,ChainToScore_Opposition,D50ToF50_Opposition,D50ToScore_Opposition,DefHalfToF50_Opposition,DefHalfToScore_Opposition,Tackles_Opposition,TacklesInside50_Opposition,PressureActs_Opposition,PressureActsDefensiveHalf_Opposition,Spoils_Opposition,Hitouts_Opposition,HitoutsWinPercentage_Opposition,HitoutsToAdvantage_Opposition,HitoutsToAdvantagePercentage_Opposition,RuckHardBallGets_Opposition,KickIns_Opposition,KickInsPlayOnPercentage_Opposition,Bounces_Opposition,OnePercenters_Opposition,InterchangeCount_Opposition,RatingPoints_Diff,Supercoach_Diff,DreamTeamPoints_Diff,CoachesVotes_Diff,Kicks_Diff,Handballs_Diff,Disposals_Diff,Inside50s_Diff,MetresGained_Diff,Clangers_Diff,Turnovers_Diff,ThreatRating_Diff,RetentionRating_Diff,ContestedPossessions_Diff,UncontestedPossessions_Diff,TotalPossessions_Diff,Intercepts_Diff,GroundBallGets_Diff,GroundBallGetsForward50_Diff,HardBallGets_Diff,LooseBallGets_Diff,PostClearanceContestedPossessions_Diff,PostClearanceGroundBallGets_Diff,GathersFromHitout_Diff,CrumbingPossessions_Diff,HandballReceives_Diff,CentreClearances_Diff,StoppageClearances_Diff,TotalClearances_Diff,FirstPossessions_Diff,Marks_Diff,ContestedMarks_Diff,MarksInside50_Diff,InterceptMarks_Diff,MarksOnLead_Diff,Goals_Diff,Behinds_Diff,ShotsAtGoal_Diff,GoalAssists_Diff,ScoreLaunches_Diff,xScore_Diff,xScoreRating_Diff,xScorePerShot_Diff,PointsFromKickIn_Diff,PointsFromStoppage_Diff,PointsFromTurnover_Diff,PointsFromDefensiveHalf_Diff,PointsFromForwardHalf_Diff,PointsFromCentreBounce_Diff,Tackles_Diff,TacklesInside50_Diff,PressureActs_Diff,PressureActsDefensiveHalf_Diff,Spoils_Diff,Hitouts_Diff,HitoutsToAdvantage_Diff,RuckHardBallGets_Diff,Bounces_Diff,OnePercenters_Diff,InterchangeCount_Diff
Richmond,Rich,22,40.0,26.353,109.751,200.432,1599.091,1473.136,12.182,51.788,204.091,153.045,357.136,72.712,67.194,80.071,57.146,6.721,51.364,38.0,75.451,5788.227,16.207,61.455,5.811,69.682,5.125,-0.466,0.213,129.636,222.182,351.818,36.848,71.636,89.0,14.136,27.773,61.227,87.0,62.864,6.682,23.273,118.455,11.455,18.591,30.045,34.545,74.605,90.136,9.727,12.227,23.805,16.727,7.136,30.0,6.727,11.5,10.227,1.909,24.0,8.136,47.917,22.389,42.301,46.726,21.455,17.0,29.679,78.706,-1.388,3.279,-0.058,3.459,-0.01,3.058,-0.117,1.318,22.682,55.227,30.409,40.909,7.909,19.545,21.905,8.224,31.023,11.975,15.045,26.888,56.227,9.591,299.045,134.773,29.864,79.182,27.909,35.247,7.318,26.221,3.864,17.091,21.0,-3.909,10.364,77.632,7.455,47.455,70.864,204.941,1701.091,1580.727,17.818,223.682,154.727,378.409,73.297,66.755,82.756,6.73,50.364,39.0,75.929,5723.409,15.125,56.682,6.676,71.545,5.289,0.596,1.277,137.318,237.091,374.409,36.676,69.909,91.773,15.227,29.318,62.455,89.273,62.591,10.5,23.091,124.818,12.091,24.455,36.545,37.545,80.993,101.455,9.955,12.182,24.188,15.591,5.909,11.727,10.545,2.045,24.5,8.227,47.866,23.285,44.224,48.646,22.182,79.597,-0.733,3.249,-0.03,3.478,0.068,2.921,-0.169,5.091,30.818,45.0,31.091,37.227,12.591,19.372,20.694,9.843,28.316,11.997,53.136,8.227,283.5,136.182,31.227,34.727,43.782,11.591,33.377,2.364,10.045,87.783,4.818,47.5,71.318,-4.509,-102.0,-107.591,-5.636,-19.591,-1.682,-21.273,1.0,64.818,4.773,-1.864,-1.062,-1.064,-7.682,-14.909,-22.591,1.727,-2.773,-1.091,-1.545,-1.227,-2.273,0.273,-3.818,0.182,-6.364,-0.636,-5.864,-6.5,-3.0,-11.318,-0.227,0.045,1.136,1.227,-0.227,-0.318,-0.5,-0.091,-0.727,-0.89,-0.655,0.031,-3.773,-8.136,10.227,-0.682,3.682,-4.682,3.091,1.364,15.545,-1.409,-1.364,-6.818,-4.273,1.5,2.636,-0.045,-0.455
Carlton,Carl,22,39.0,25.595,96.885,199.164,1593.727,1488.545,12.0,49.821,219.818,128.955,348.773,71.719,64.537,83.962,63.026,5.663,50.318,40.364,74.497,5762.318,16.522,57.227,6.095,67.0,5.206,0.946,1.282,131.273,209.5,340.773,38.522,68.773,85.591,14.773,30.5,55.045,84.682,56.773,9.409,21.864,105.318,11.091,22.955,34.045,36.682,76.332,95.364,12.0,11.727,23.306,17.636,9.364,33.0,7.136,11.364,11.182,2.045,24.682,8.318,46.041,22.584,44.806,49.051,22.364,17.818,25.255,81.983,-4.664,3.322,-0.189,3.708,-0.249,2.858,-0.118,3.909,29.5,45.955,29.5,38.273,11.591,20.008,22.661,9.132,29.598,11.8,20.682,23.516,53.409,8.091,271.864,128.182,34.5,86.136,32.045,37.203,10.364,32.34,2.136,20.318,19.409,0.909,11.0,83.471,7.818,49.318,73.545,210.2,1705.818,1575.955,18.0,225.273,140.136,365.409,73.964,68.301,83.068,6.842,54.182,38.545,76.603,5987.045,16.385,60.364,6.053,68.727,5.317,2.084,0.965,138.364,220.818,359.182,38.522,67.045,89.727,15.727,31.273,58.455,88.273,61.0,11.591,25.0,113.182,13.818,24.0,37.818,41.182,77.483,97.182,11.273,12.909,23.826,14.5,11.227,13.091,11.091,2.773,25.955,9.727,50.438,24.161,44.631,47.903,23.864,84.48,2.384,3.249,0.092,3.511,0.272,2.933,-0.126,2.5,33.955,53.182,35.045,42.455,12.136,20.977,23.421,9.436,31.678,13.535,61.591,10.273,274.682,134.636,31.727,36.545,42.495,12.909,35.323,2.773,11.091,86.066,5.727,47.636,72.227,-11.036,-112.091,-87.409,-6.0,-5.455,-11.182,-16.636,-3.864,-224.727,-3.136,-1.727,-1.138,0.317,-7.091,-11.318,-18.409,1.727,-4.136,-0.955,-0.773,-3.409,-3.591,-4.227,-2.182,-3.136,-7.864,-2.727,-1.045,-3.773,-4.5,-1.818,0.727,-1.182,3.136,-1.864,-1.727,0.091,-1.273,-1.409,-1.5,-2.497,-7.048,0.072,1.409,-4.455,-7.227,-5.545,-4.182,-0.545,-8.182,-2.182,-2.818,-6.455,2.773,-4.5,-2.545,-0.636,2.091,1.682,1.318
Western Bulldogs,WB,26,41.0,25.554,93.207,216.2,1703.385,1536.615,19.5,53.666,214.346,160.731,375.077,74.262,66.122,85.116,57.147,6.634,54.769,36.385,76.973,5938.308,15.832,53.615,6.996,68.654,5.463,-1.253,0.398,143.346,228.885,372.231,38.51,68.885,99.269,18.962,37.577,61.692,92.538,65.269,8.231,26.154,132.692,12.692,27.077,39.769,39.846,82.529,84.962,11.692,12.923,23.596,13.885,6.346,32.0,8.154,13.038,11.769,2.615,27.154,9.231,48.017,23.806,45.295,49.579,24.538,16.346,24.941,90.151,-2.767,3.32,-0.102,3.694,-0.128,2.867,-0.07,2.154,33.5,54.346,29.769,48.192,12.038,21.14,21.031,7.938,30.747,11.24,14.462,30.319,58.115,11.615,282.077,125.923,32.846,89.692,28.192,31.432,8.846,31.378,1.385,19.846,16.885,2.962,9.692,93.651,7.654,53.577,72.538,191.477,1596.692,1513.808,10.5,217.538,136.385,353.923,73.125,68.193,80.993,6.09,47.269,40.962,74.789,5613.462,15.861,58.808,6.018,68.654,5.155,-0.276,-0.549,135.231,213.423,348.654,38.787,68.654,87.0,13.846,29.808,57.231,87.346,60.385,11.538,25.885,107.538,11.154,23.462,34.615,40.038,74.063,97.692,13.269,10.538,22.295,16.385,6.885,9.885,9.923,1.385,21.962,7.308,45.009,20.911,41.904,46.461,19.654,69.788,-1.942,3.178,-0.088,3.412,-0.056,2.902,-0.127,2.462,26.731,40.038,27.0,31.038,11.192,17.512,18.223,8.524,25.373,10.267,56.538,8.462,315.808,155.577,35.538,43.769,48.862,12.654,28.91,4.154,11.5,80.268,3.538,50.692,72.385,24.723,106.692,22.808,9.0,-3.192,24.346,21.154,7.5,324.846,-5.192,0.0,-0.977,0.946,8.115,15.462,23.577,0.231,12.269,5.115,7.769,4.462,5.192,4.885,-3.308,0.269,25.154,1.538,3.615,5.154,-0.192,-12.731,-1.577,2.385,-2.5,-0.538,3.154,1.846,5.192,1.923,4.885,20.363,-0.825,0.142,-0.308,6.769,14.308,2.769,17.154,0.846,1.577,3.154,-33.731,-29.654,-2.692,-15.577,-3.808,-2.769,4.115,2.885,0.154
Collingwood,Coll,22,39.0,25.777,97.775,195.4,1623.409,1588.727,11.364,48.576,223.045,155.818,378.864,74.061,67.373,83.635,58.872,7.07,46.591,40.136,75.859,5413.857,14.243,59.5,6.367,69.727,5.434,-1.794,1.635,131.182,243.136,374.318,35.046,69.182,85.091,12.364,28.955,56.136,86.818,59.636,11.227,22.364,126.318,11.682,20.727,32.409,35.636,75.765,107.273,12.045,10.955,23.512,15.682,10.636,29.0,6.773,10.227,9.409,1.864,21.318,7.182,47.974,21.951,42.146,45.756,19.455,16.045,23.513,70.344,-1.435,3.3,-0.067,3.545,0.138,2.955,-0.355,2.727,24.864,43.182,27.591,34.227,8.955,17.862,20.591,7.237,28.336,10.311,15.318,26.409,54.136,9.091,294.5,147.727,29.5,78.591,38.227,48.641,12.136,31.748,2.591,17.682,18.409,-0.727,9.273,78.431,3.818,44.045,72.227,210.555,1676.545,1590.273,18.636,226.136,154.136,380.273,75.771,69.628,84.783,7.024,52.909,35.727,76.683,5586.714,14.741,53.091,7.163,69.136,5.5,-2.544,1.713,131.273,243.727,375.0,35.006,69.727,87.409,15.591,32.455,54.955,87.227,59.045,7.455,22.455,126.727,12.136,21.591,33.727,35.591,78.544,106.182,13.0,12.091,22.852,17.636,7.318,12.227,9.273,1.727,23.909,9.091,51.141,23.11,40.636,45.189,21.318,79.83,1.079,3.339,0.045,3.652,0.207,2.968,-0.147,2.091,27.909,52.636,28.955,42.682,11.0,19.315,25.758,8.976,31.404,11.385,53.591,10.909,286.455,124.227,31.091,24.409,31.04,7.955,32.588,2.591,9.182,87.624,3.955,46.364,72.136,-15.155,-53.136,-1.545,-7.273,-3.091,1.682,-1.409,-6.318,-172.857,6.409,0.591,0.75,-0.078,-0.091,-0.591,-0.682,-0.545,-2.318,-3.227,-3.5,1.182,-0.409,0.591,3.773,-0.091,-0.409,-0.455,-0.864,-1.318,0.045,1.091,-0.955,-1.136,-1.955,3.318,-2.0,0.136,-2.591,-1.909,-1.864,-9.486,-2.514,-0.039,0.636,-3.045,-9.455,-1.364,-8.455,-2.045,0.545,-1.818,8.045,23.5,-1.591,13.818,4.182,0.0,-0.136,-2.318,0.091
Fremantle,Frem,22,39.0,24.787,78.494,190.405,1584.0,1451.227,13.045,49.796,205.5,150.227,355.727,72.936,65.693,82.844,57.769,6.271,51.045,37.955,74.62,5563.818,15.641,56.136,6.337,66.455,5.353,-0.93,0.597,133.864,219.864,353.727,37.844,65.409,89.227,13.5,32.182,57.045,85.318,60.727,11.091,23.455,121.273,11.636,24.5,36.136,39.182,77.262,90.0,10.682,11.364,22.262,13.818,9.045,26.0,6.773,9.955,12.0,2.0,23.773,7.409,41.874,19.501,43.01,46.572,21.864,17.727,24.615,76.274,-6.547,3.208,-0.275,3.493,-0.231,2.885,-0.326,3.682,30.091,37.955,25.818,33.773,12.136,19.934,22.642,9.574,30.32,11.699,16.091,28.531,48.909,7.182,283.091,132.0,33.455,80.773,36.5,45.189,12.136,33.25,3.455,17.909,18.5,-0.591,10.455,75.217,4.955,47.909,73.091,202.905,1716.909,1596.318,16.955,225.864,150.864,376.727,74.445,67.68,84.574,7.703,50.864,40.5,79.341,5776.091,15.332,55.5,6.788,65.318,5.768,1.403,1.973,130.227,239.409,369.636,35.231,66.591,86.682,15.545,30.455,56.182,87.773,61.136,8.273,24.0,124.227,11.682,20.773,32.455,34.409,76.222,104.682,12.409,13.364,26.273,16.5,8.5,12.045,10.682,1.409,25.591,8.364,47.069,23.682,44.683,50.313,22.409,85.763,-4.218,3.351,-0.165,3.611,-0.257,3.012,-0.045,4.455,26.773,51.727,29.182,43.455,10.318,20.688,22.52,9.04,30.775,11.462,56.727,11.682,282.227,128.091,34.318,29.727,36.68,9.136,30.734,2.364,11.818,80.0,4.864,50.227,72.273,-12.5,-132.909,-145.091,-3.909,-20.364,-0.636,-21.0,0.182,-212.273,0.636,1.136,-2.332,-1.376,3.636,-19.545,-15.909,-1.182,2.545,-2.045,1.727,0.864,-2.455,-0.409,2.818,-0.545,-2.955,-0.045,3.727,3.682,4.773,-14.682,-1.727,-2.0,-2.682,0.545,-2.091,1.318,-1.818,-0.955,-0.545,-9.489,-2.329,-0.143,-0.773,3.318,-13.773,-3.364,-9.682,1.818,-7.818,-4.5,0.864,3.909,-0.864,6.773,3.0,1.091,0.091,-2.318,0.818
Melbourne,Melb,25,34.0,24.925,91.918,214.348,1713.44,1566.04,22.2,54.091,219.36,149.16,368.52,70.813,64.187,80.558,59.525,5.846,56.28,39.44,79.838,6083.4,16.508,59.76,6.167,69.88,5.274,1.224,0.997,148.56,214.4,362.96,40.93,77.08,99.68,18.52,37.2,62.56,97.72,69.96,12.64,28.12,116.44,12.0,25.32,37.32,40.84,75.906,89.36,12.36,12.68,22.53,19.32,9.0,23.0,7.8,12.92,12.32,2.64,28.36,7.68,45.557,22.957,44.847,50.391,25.0,16.0,22.75,87.348,-0.148,3.08,-0.005,3.304,-0.176,2.829,0.185,2.36,33.72,53.76,29.4,45.8,14.64,20.849,23.008,9.671,30.418,11.878,18.76,23.241,62.16,12.4,298.28,136.72,32.48,87.4,44.12,50.481,13.76,31.188,3.52,19.08,19.2,-0.12,7.64,96.859,4.04,46.92,73.44,190.332,1586.28,1487.64,7.8,211.8,147.2,359.0,70.741,63.173,81.63,5.775,49.4,42.44,75.409,5696.76,15.868,61.72,5.817,76.96,4.665,-4.608,-3.098,136.64,214.0,350.64,38.969,70.0,94.68,15.24,35.6,59.16,88.2,62.96,7.76,23.04,117.28,12.04,24.6,36.64,38.48,78.067,84.52,9.48,7.88,15.951,13.8,5.64,9.44,7.8,2.08,19.64,6.12,48.065,19.109,34.899,39.757,16.92,61.91,0.45,3.152,0.023,3.396,0.068,2.917,-0.021,3.16,23.76,37.52,23.56,33.76,7.12,14.576,18.83,6.399,26.715,8.599,63.04,11.72,304.84,146.4,39.12,27.8,31.779,8.48,30.504,1.92,12.12,83.828,5.96,56.08,70.28,24.016,127.16,78.4,14.4,7.56,1.96,9.52,6.88,386.64,-1.96,-7.08,5.831,4.096,11.92,0.4,12.32,7.08,5.0,3.28,1.6,3.4,9.52,7.0,4.88,5.08,-0.84,-0.04,0.72,0.68,2.36,4.84,2.88,4.8,5.52,3.36,3.48,4.52,8.72,1.56,8.08,25.438,-0.598,-0.072,-0.8,9.96,16.24,5.84,12.04,7.52,-0.88,0.68,-6.56,-9.68,-6.64,16.32,5.28,1.6,-1.92,-9.16,3.16
Adelaide,Adel,22,37.0,24.444,71.047,191.918,1563.273,1445.545,11.909,48.59,206.591,147.091,353.682,72.407,64.84,83.035,58.412,5.297,49.864,41.409,74.918,5763.6,16.247,57.136,6.19,72.409,4.884,0.028,-2.853,139.273,207.091,346.364,40.21,69.318,95.227,15.545,38.455,56.727,91.5,63.5,8.773,23.955,119.182,12.0,22.909,34.909,39.5,74.453,79.864,11.864,10.0,20.055,14.909,5.318,24.0,6.591,10.455,10.727,1.773,24.045,7.091,43.478,20.966,42.479,48.222,20.955,20.636,27.974,75.733,-4.052,3.15,-0.168,3.438,-0.009,2.842,-0.338,2.727,28.091,42.636,28.364,35.5,9.591,18.511,20.649,8.865,27.716,11.336,20.727,26.535,56.591,9.091,289.864,144.409,32.773,86.591,34.045,39.318,9.591,28.171,2.091,21.136,20.409,0.727,11.091,73.361,3.5,46.591,72.409,210.0,1736.045,1592.136,18.091,223.091,142.864,365.955,72.774,67.135,81.578,6.467,55.273,38.636,77.484,6047.7,16.465,55.727,6.567,69.136,5.293,-0.778,1.616,140.545,218.227,358.773,39.174,72.591,95.136,17.591,36.091,59.0,94.227,65.091,8.545,24.955,113.455,11.227,24.364,35.591,36.591,77.019,96.318,12.818,12.682,22.944,17.636,10.318,13.045,11.318,2.091,27.0,9.136,48.316,23.602,44.079,48.849,23.955,87.229,0.271,3.231,0.01,3.474,-0.035,2.957,0.061,3.318,31.318,54.955,27.955,49.273,12.364,20.531,20.46,7.71,30.125,11.229,66.773,11.909,296.636,138.909,33.409,36.5,42.174,9.591,26.276,1.818,10.364,85.965,6.955,49.455,72.091,-18.082,-172.773,-146.591,-6.182,-16.5,4.227,-12.273,-5.409,-284.1,1.409,3.273,0.806,-4.47,-1.273,-11.136,-12.409,-3.273,0.091,-2.045,2.364,-2.273,-2.727,-1.591,0.227,-1.0,5.727,0.773,-1.455,-0.682,2.909,-16.455,-0.955,-2.682,-2.727,-5.0,-2.591,-0.591,-2.955,-2.045,-3.0,-11.496,-4.323,-0.081,-0.591,-3.227,-12.318,0.409,-13.773,-2.773,-10.182,-2.818,-6.773,5.5,-0.636,-2.455,0.0,0.273,-3.455,-2.864,0.318
Geelong,Geel,25,35.0,27.679,141.339,201.34,1759.96,1595.84,17.52,51.881,223.96,157.48,381.44,74.696,68.977,82.83,58.714,6.2,52.44,36.2,77.483,5582.917,14.732,53.08,7.186,63.36,6.02,1.08,0.747,137.44,239.96,377.4,36.418,63.28,92.56,15.92,31.92,60.64,85.68,60.12,8.96,22.2,127.68,11.32,27.8,39.12,41.12,78.21,101.32,10.8,12.6,24.027,13.76,8.4,29.0,7.32,11.8,10.52,2.0,24.56,8.84,48.046,22.502,42.563,46.834,22.04,20.24,29.447,79.935,-0.615,3.255,-0.025,3.398,0.146,3.061,-0.257,4.48,32.08,44.76,33.16,38.48,9.68,19.928,21.792,8.195,31.022,12.647,14.92,26.81,56.4,9.6,272.28,121.36,31.44,90.56,34.92,38.56,9.76,27.95,3.4,19.8,18.28,1.52,10.24,82.422,4.4,48.16,73.2,182.312,1540.12,1421.0,12.48,199.72,131.56,331.28,70.997,64.05,81.545,5.874,46.72,39.96,76.201,5438.208,16.395,56.72,5.841,63.08,5.252,-0.342,-1.342,127.12,197.4,324.52,39.172,63.6,85.48,13.48,30.36,55.12,78.96,54.92,9.24,20.28,103.72,10.4,24.48,34.88,40.2,74.527,83.92,9.68,9.12,19.521,14.68,5.28,9.84,10.36,2.48,21.8,6.0,45.138,21.062,43.236,46.661,20.0,68.58,-1.66,3.14,-0.076,3.397,-0.129,2.877,-0.022,2.16,30.52,36.72,27.6,33.12,8.68,18.766,19.487,8.428,28.347,11.79,61.52,9.84,312.12,154.0,31.12,35.08,38.822,10.0,28.506,2.32,10.36,80.309,3.6,46.72,71.72,19.028,219.84,174.84,5.04,24.24,25.92,50.16,5.72,144.708,-3.64,0.28,1.422,2.09,10.32,42.56,52.88,-0.32,7.08,2.44,1.56,5.52,6.72,5.2,-0.28,1.92,23.96,0.92,3.32,4.24,0.92,17.4,1.12,3.48,-0.92,3.12,1.96,0.16,2.76,2.84,2.04,11.355,1.045,0.115,2.32,1.56,8.04,5.56,5.36,1.0,-5.12,-0.24,-39.84,-32.64,0.32,-0.16,-0.24,1.08,0.8,1.44,1.48
Essendon,Ess,23,37.0,24.817,75.673,204.339,1664.087,1528.174,15.957,50.449,210.913,155.783,366.696,75.006,68.934,83.226,57.517,7.431,52.609,38.043,75.107,5747.545,15.824,55.522,6.605,65.696,5.582,0.35,0.793,129.652,231.609,361.261,35.889,66.826,87.0,15.261,30.391,56.565,86.13,59.913,8.522,23.478,125.826,13.174,21.261,34.435,34.348,79.367,92.391,11.174,11.913,22.645,15.913,5.217,29.0,7.478,12.652,10.565,1.87,25.348,8.783,49.914,24.05,44.132,48.182,23.043,17.435,26.683,82.267,2.342,3.246,0.092,3.536,0.156,2.897,0.016,4.522,35.478,46.478,33.261,40.217,13.0,21.208,21.734,9.245,31.242,12.787,17.217,25.0,57.696,10.043,284.783,133.261,29.217,80.565,30.217,37.507,9.261,30.647,1.217,18.217,19.043,-0.826,9.739,89.286,7.391,46.826,70.87,199.748,1635.783,1524.913,14.043,218.652,149.13,367.783,73.236,66.932,82.478,6.375,50.652,39.0,74.132,5684.364,15.376,58.304,6.308,66.739,5.511,0.209,2.762,134.783,228.87,363.652,37.064,65.826,87.87,14.348,34.391,53.478,87.217,59.0,10.826,22.348,119.174,12.652,22.043,34.696,39.087,75.64,98.0,11.391,11.783,23.262,15.087,7.348,11.913,10.043,1.783,24.087,8.391,49.458,23.519,43.348,47.554,21.696,80.773,-1.034,3.353,-0.043,3.588,0.016,3.053,-0.118,4.826,27.609,49.087,31.87,39.478,10.174,19.984,25.881,10.793,31.839,12.91,49.348,8.652,277.957,131.913,33.435,35.043,43.568,11.652,33.251,2.739,10.435,77.917,4.957,48.348,71.609,4.591,28.304,3.261,1.913,-7.739,6.652,-1.087,1.957,63.182,-2.783,-1.043,0.141,-1.969,-5.13,2.739,-2.391,1.0,-0.87,0.913,-4.0,3.087,-1.087,0.913,-2.304,1.13,6.652,0.522,-0.783,-0.261,-4.739,-5.609,-0.217,0.13,0.826,-2.13,0.739,0.522,1.261,0.391,1.348,1.494,3.376,-0.108,-0.304,7.87,-2.609,1.391,0.739,2.826,8.348,1.391,6.826,1.348,-4.217,-4.826,-2.391,-1.522,2.435,-1.522,-0.739
Hawthorn,Haw,22,38.0,25.639,98.107,207.986,1646.364,1561.909,11.773,47.336,211.591,167.636,379.227,74.577,66.617,84.626,55.795,6.69,48.727,40.773,74.937,5559.318,14.66,54.545,6.953,71.773,5.284,-1.937,-0.964,133.5,241.5,375.0,35.6,69.909,87.955,14.909,32.0,55.955,88.273,60.545,10.227,22.136,138.682,11.0,23.455,34.455,37.5,76.0,93.318,11.682,9.864,20.243,17.773,7.591,28.0,7.636,10.864,8.864,2.273,21.364,7.364,50.851,22.295,40.485,43.843,19.5,16.455,22.099,70.684,1.089,3.302,0.051,3.547,0.101,3.031,-0.004,3.045,22.455,48.545,27.455,38.773,7.818,17.434,21.83,8.931,29.229,10.953,14.273,23.885,60.273,10.545,287.045,134.864,34.364,84.818,36.227,42.712,10.818,29.862,1.773,18.455,18.545,-0.091,9.818,68.056,5.773,51.818,71.091,216.959,1653.818,1564.591,18.227,219.409,151.136,370.545,73.454,66.853,83.038,6.148,54.409,37.045,76.026,5779.909,15.598,56.591,6.548,69.818,5.307,0.584,0.813,140.364,227.136,367.5,38.194,71.864,92.409,15.455,34.136,58.318,92.727,63.545,11.0,24.5,121.864,13.409,23.136,36.545,38.545,78.302,98.318,13.727,12.409,22.807,16.455,8.182,12.818,10.0,1.909,25.455,8.818,50.357,23.559,41.938,46.784,22.727,85.211,-0.211,3.348,-0.008,3.634,-0.14,2.982,0.16,4.045,32.273,50.591,35.591,39.5,11.818,19.755,21.002,9.558,30.904,13.378,56.682,9.773,299.5,129.955,34.136,34.227,40.332,12.045,35.193,2.136,8.682,81.152,7.409,50.409,72.045,-8.973,-7.455,-2.682,-6.455,-7.818,16.5,8.682,-5.682,-220.591,-2.045,1.955,-2.521,-1.777,-6.864,14.364,7.5,-1.955,-4.455,-0.545,-2.136,-2.364,-4.455,-3.0,-0.773,-2.364,16.818,-2.409,0.318,-2.091,-1.045,-5.0,-2.045,-2.545,1.318,-0.591,-1.955,-1.136,-4.091,-1.455,-3.227,-14.527,1.3,-0.046,-1.0,-9.818,-2.045,-8.136,-0.727,-4.0,3.591,0.773,-12.455,4.909,0.227,2.0,-1.227,-0.364,-1.636,1.409,-0.955
