Team,Abbreviation,Matches,Players,Age,Experience,RatingPoints,Supercoach,DreamTeamPoints,CoachesVotes,ForwardHalf,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,KickPercentage,DisposalsPerOppositionTackle,Inside50s,Rebound50s,Rebound50sPerOppositionInside50s,MetresGained,MetresGainedPerDisposal,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,ThreatRating,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,CentreClearances,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,MarksInside50PerInside50,InterceptMarks,MarksOnLead,GoalScorers_Total,GoalScorers,Goals,Behinds,RushedBehinds,ShotsAtGoal,GoalAssists,GoalAccuracy,GoalsPerInside50,ScoringShotsPerInside50,ShotsPerInside50,ScoreLaunches,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,xScore,xScoreRating,xScorePerShot,xScoreRatingPerShot,xScorePerShot_Set,xScoreRatingPerShot_Set,xScorePerShot_General,xScoreRatingPerShot_General,PointsFromKickIn,PointsFromStoppage,PointsFromTurnover,PointsFromDefensiveHalf,PointsFromForwardHalf,PointsFromCentreBounce,ChainToScore,D50ToF50,D50ToScore,DefHalfToF50,DefHalfToScore,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,Tackles,TacklesInside50,PressureActs,PressureActsDefensiveHalf,Spoils,RuckContests,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,FreesFor,FreesAgainst,FreesDiff,KickIns,KickInsPlayOnPercentage,Bounces,OnePercenters,InterchangeCount,RatingPoints_Opposition,Supercoach_Opposition,DreamTeamPoints_Opposition,CoachesVotes_Opposition,Kicks_Opposition,Handballs_Opposition,Disposals_Opposition,DisposalEfficiency_Opposition,KickingEfficiency_Opposition,HandballEfficiency_Opposition,OppositionDisposalsPerTackle,Inside50s_Opposition,Rebound50s_Opposition,OppositionRebound50sPerInside50s,MetresGained_Opposition,MetresGainedPerDisposal_Opposition,Clangers_Opposition,DisposalsPerClanger_Opposition,Turnovers_Opposition,DisposalsPerTurnover_Opposition,ThreatRating_Opposition,RetentionRating_Opposition,ContestedPossessions_Opposition,UncontestedPossessions_Opposition,TotalPossessions_Opposition,ContestedPossessionRate_Opposition,Intercepts_Opposition,GroundBallGets_Opposition,GroundBallGetsForward50_Opposition,HardBallGets_Opposition,LooseBallGets_Opposition,PostClearanceContestedPossessions_Opposition,PostClearanceGroundBallGets_Opposition,GathersFromHitout_Opposition,CrumbingPossessions_Opposition,HandballReceives_Opposition,CentreClearances_Opposition,StoppageClearances_Opposition,TotalClearances_Opposition,FirstPossessions_Opposition,FirstPossessionToClearance_Opposition,Marks_Opposition,ContestedMarks_Opposition,MarksInside50_Opposition,MarksInside50PerInside50_Opposition,InterceptMarks_Opposition,MarksOnLead_Opposition,Goals_Opposition,Behinds_Opposition,RushedBehinds_Opposition,ShotsAtGoal_Opposition,GoalAssists_Opposition,GoalAccuracy_Opposition,GoalsPerInside50_Opposition,ScoringShotsPerInside50_Opposition,ShotsPerInside50_Opposition,ScoreLaunches_Opposition,xScore_Opposition,xScoreRating_Opposition,xScorePerShot_Opposition,xScoreRatingPerShot_Opposition,xScorePerShot_Set_Opposition,xScoreRatingPerShot_Set_Opposition,xScorePerShot_General_Opposition,xScoreRatingPerShot_General_Opposition,PointsFromKickIn_Opposition,PointsFromStoppage_Opposition,PointsFromTurnover_Opposition,PointsFromDefensiveHalf_Opposition,PointsFromForwardHalf_Opposition,PointsFromCentreBounce_Opposition,ChainToScore_Opposition,D50ToF50_Opposition,D50ToScore_Opposition,DefHalfToF50_Opposition,DefHalfToScore_Opposition,Tackles_Opposition,TacklesInside50_Opposition,PressureActs_Opposition,PressureActsDefensiveHalf_Opposition,Spoils_Opposition,Hitouts_Opposition,HitoutsWinPercentage_Opposition,HitoutsToAdvantage_Opposition,HitoutsToAdvantagePercentage_Opposition,RuckHardBallGets_Opposition,KickIns_Opposition,KickInsPlayOnPercentage_Opposition,Bounces_Opposition,OnePercenters_Opposition,InterchangeCount_Opposition,RatingPoints_Diff,Supercoach_Diff,DreamTeamPoints_Diff,CoachesVotes_Diff,Kicks_Diff,Handballs_Diff,Disposals_Diff,Inside50s_Diff,MetresGained_Diff,Clangers_Diff,Turnovers_Diff,ThreatRating_Diff,RetentionRating_Diff,ContestedPossessions_Diff,UncontestedPossessions_Diff,TotalPossessions_Diff,Intercepts_Diff,GroundBallGets_Diff,GroundBallGetsForward50_Diff,HardBallGets_Diff,LooseBallGets_Diff,PostClearanceContestedPossessions_Diff,PostClearanceGroundBallGets_Diff,GathersFromHitout_Diff,CrumbingPossessions_Diff,HandballReceives_Diff,CentreClearances_Diff,StoppageClearances_Diff,TotalClearances_Diff,FirstPossessions_Diff,Marks_Diff,ContestedMarks_Diff,MarksInside50_Diff,InterceptMarks_Diff,MarksOnLead_Diff,Goals_Diff,Behinds_Diff,ShotsAtGoal_Diff,GoalAssists_Diff,ScoreLaunches_Diff,xScore_Diff,xScoreRating_Diff,xScorePerShot_Diff,PointsFromKickIn_Diff,PointsFromStoppage_Diff,PointsFromTurnover_Diff,PointsFromDefensiveHalf_Diff,PointsFromForwardHalf_Diff,PointsFromCentreBounce_Diff,Tackles_Diff,TacklesInside50_Diff,PressureActs_Diff,PressureActsDefensiveHalf_Diff,Spoils_Diff,Hitouts_Diff,HitoutsToAdvantage_Diff,RuckHardBallGets_Diff,Bounces_Diff,OnePercenters_Diff,InterchangeCount_Diff
Richmond,Rich,23,36.0,26.742,119.518,210.874,1611.174,1494.565,14.0,49.396,212.87,142.87,355.739,70.79,63.297,81.954,59.839,6.029,52.739,43.87,76.788,6128.783,17.228,65.391,5.44,72.783,4.888,-1.003,-1.488,135.783,211.391,347.174,39.111,72.913,92.435,15.522,24.957,67.348,87.783,63.217,11.217,24.913,112.87,11.087,24.652,35.739,40.0,73.152,84.696,11.087,13.261,25.144,18.174,5.739,30.0,7.913,11.522,11.565,2.565,25.826,7.913,44.613,21.847,43.776,48.969,22.913,14.522,28.443,80.801,-2.671,3.129,-0.103,3.429,-0.212,2.781,0.023,1.957,31.913,46.826,28.87,43.565,8.261,19.554,20.985,8.786,30.292,11.51,14.783,22.941,58.652,10.565,299.739,146.652,36.0,93.304,42.13,45.154,12.826,30.444,2.696,15.522,18.13,-2.609,11.13,82.422,7.826,51.957,70.87,216.996,1688.087,1569.696,16.0,223.652,146.391,370.043,72.224,64.833,83.516,6.309,57.13,40.478,76.752,6212.522,16.789,60.739,6.092,72.913,5.075,0.047,-1.022,137.609,225.435,363.043,37.904,72.913,94.783,15.87,26.609,68.217,87.957,63.13,8.696,25.174,119.261,13.13,24.652,37.783,40.478,76.584,93.913,10.565,11.87,20.776,16.435,6.391,12.478,11.348,2.739,26.957,8.13,46.29,21.842,41.705,47.184,23.696,86.459,-3.242,3.207,-0.12,3.551,-0.005,2.821,-0.25,3.087,32.174,50.957,30.13,44.0,12.087,19.761,22.048,9.718,31.028,11.833,59.0,10.826,298.913,138.391,33.13,33.174,35.604,9.609,28.965,3.043,11.435,85.171,7.783,49.739,69.652,-6.122,-76.913,-75.13,-2.0,-10.783,-3.522,-14.304,-4.391,-83.739,4.652,-0.13,-1.05,-0.466,-1.826,-14.043,-15.87,0.0,-2.348,-0.348,-1.652,-0.87,-0.174,0.087,2.522,-0.261,-6.391,-2.043,0.0,-2.043,-0.478,-9.217,0.522,1.391,1.739,-0.652,-0.957,0.217,-1.13,-0.217,-0.783,-5.658,0.571,-0.079,-1.13,-0.261,-4.13,-1.261,-0.435,-3.826,-0.348,-0.261,0.826,8.261,2.87,8.957,3.217,-0.348,0.043,2.217,1.217
Carlton,Carl,26,37.0,25.791,88.794,210.527,1701.769,1584.846,16.385,50.698,221.731,154.808,376.538,73.238,65.863,83.801,58.887,6.081,53.462,40.769,78.46,6036.462,16.031,58.192,6.471,70.692,5.326,-0.661,-1.09,142.423,227.846,370.269,38.465,72.308,94.731,15.308,31.115,63.654,90.115,61.923,10.346,23.885,126.885,11.154,26.615,37.769,42.0,73.993,94.0,13.115,11.423,21.367,19.115,7.308,27.0,7.115,11.769,11.385,2.731,25.0,8.538,47.077,22.014,43.309,46.763,22.962,15.654,28.747,79.936,-0.898,3.197,-0.036,3.487,0.087,2.813,-0.2,3.654,35.231,43.115,32.615,37.346,12.038,19.396,20.616,8.777,29.204,12.193,12.731,24.169,61.769,10.385,302.154,138.462,33.423,93.385,35.154,37.644,11.0,31.291,3.577,19.385,17.692,1.692,10.692,80.216,5.346,47.115,71.038,200.808,1599.0,1513.346,13.615,212.115,146.692,358.808,72.376,65.621,82.145,5.809,51.962,40.923,76.547,5901.615,16.448,60.923,5.89,72.192,4.97,-0.758,-1.266,133.346,217.423,350.769,38.015,70.769,90.154,14.385,27.462,62.692,85.346,61.346,9.846,26.308,117.462,10.885,25.115,36.0,39.231,72.941,89.115,10.269,11.462,22.058,17.231,5.038,10.462,10.885,2.654,22.808,8.077,45.868,20.133,41.081,43.893,21.077,75.128,-4.128,3.294,-0.181,3.623,-0.089,2.892,-0.293,3.5,25.308,44.846,32.423,31.769,9.462,18.245,19.421,8.052,29.097,12.636,61.923,10.0,308.923,144.423,33.923,38.038,40.8,11.077,29.12,2.808,11.231,88.699,4.615,48.846,71.038,9.719,102.769,71.5,2.769,9.615,8.115,17.731,1.5,134.846,-2.731,-1.5,0.097,0.176,9.077,10.423,19.5,1.538,4.577,0.923,3.654,0.962,4.769,0.577,0.5,-2.423,9.423,0.269,1.5,1.769,2.769,4.885,2.846,-0.038,1.885,2.269,1.308,0.5,2.192,0.462,1.885,4.808,3.23,-0.097,0.154,9.923,-1.731,0.192,5.577,2.577,-0.154,0.385,-6.769,-5.962,-0.5,-2.885,-0.077,0.769,0.731,-1.731,0.0
Collingwood,Coll,26,37.0,27.221,125.055,213.8,1709.0,1561.269,19.808,50.6,213.538,150.654,364.192,73.049,66.913,81.746,58.633,6.495,52.692,38.692,77.804,5915.5,16.243,58.962,6.177,66.692,5.461,-0.087,0.175,132.385,221.538,353.923,37.405,68.538,88.885,13.346,23.846,65.038,83.385,58.154,9.538,22.654,118.5,11.577,25.346,36.923,40.692,74.669,89.962,10.615,12.808,24.307,17.269,7.5,25.0,8.577,13.308,10.538,2.769,25.346,9.731,52.504,25.255,45.255,48.102,23.615,10.192,26.038,83.262,4.354,3.285,0.172,3.521,0.253,2.991,0.071,3.231,35.769,51.385,39.692,37.115,13.577,20.771,21.549,9.841,31.835,13.945,10.731,24.373,64.115,9.5,298.462,140.923,31.692,93.038,38.115,40.967,10.615,27.851,1.615,18.154,17.038,1.115,10.615,93.116,6.769,48.538,69.115,194.285,1591.192,1499.692,10.769,211.231,146.654,357.885,72.52,66.679,80.934,5.582,49.731,38.615,73.285,5647.308,15.78,59.731,5.992,68.192,5.248,-0.095,-0.352,131.808,217.5,349.308,37.734,66.846,90.654,13.923,26.846,63.846,83.231,60.115,9.577,24.5,115.154,11.731,25.0,36.731,40.154,75.383,92.615,10.269,11.231,22.583,15.231,3.692,10.269,10.808,1.885,23.154,7.423,44.352,20.65,42.382,46.558,20.731,73.886,-3.348,3.191,-0.145,3.481,-0.055,2.853,-0.249,3.577,28.231,40.615,27.962,34.0,10.462,18.548,19.567,8.358,29.418,11.298,56.077,8.962,296.5,138.5,32.269,37.423,40.257,10.654,28.469,3.269,10.423,82.288,3.692,45.192,69.192,19.515,117.808,61.577,9.038,2.308,4.0,6.308,2.962,268.192,-0.769,-1.5,0.007,0.528,0.577,4.038,4.615,1.692,-1.769,-0.577,-3.0,1.192,0.154,-1.962,-0.038,-1.846,3.346,-0.154,0.346,0.192,0.538,-2.654,0.346,1.577,2.038,3.808,3.038,-0.269,2.192,2.308,2.885,9.376,7.701,0.094,-0.346,7.538,10.769,11.731,3.115,3.115,8.038,0.538,1.962,2.423,-0.577,0.692,-0.038,-1.654,3.077,3.346,-0.077
Geelong,Geel,23,38.0,27.36,133.764,205.261,1642.348,1510.87,14.348,50.692,210.739,134.739,345.478,70.816,64.947,79.994,60.999,5.347,53.217,36.478,74.644,5850.435,16.934,58.348,5.921,67.522,5.117,1.428,0.888,132.739,202.435,335.174,39.603,68.652,92.478,13.87,26.913,65.565,84.565,60.565,8.13,22.217,104.087,11.783,23.739,35.522,39.043,73.051,91.391,11.348,14.478,27.206,17.87,7.522,25.0,7.826,13.304,10.957,2.435,26.522,9.826,50.164,25.0,45.588,49.837,23.783,12.261,30.142,85.7,2.647,3.231,0.1,3.403,0.172,2.978,-0.007,3.696,34.217,52.87,33.739,46.957,10.087,21.089,20.235,9.294,29.954,13.163,10.652,24.49,60.957,9.304,296.522,138.435,29.043,96.565,38.043,39.397,8.783,23.086,2.261,16.957,17.435,-0.478,10.435,88.333,5.087,41.391,72.174,197.109,1657.478,1550.13,15.652,214.435,143.957,358.391,71.37,64.376,81.788,5.879,48.87,39.217,73.693,5749.043,16.041,60.087,5.965,68.652,5.22,0.485,-0.477,132.783,218.087,350.87,37.844,67.87,90.87,14.174,27.696,63.174,81.478,59.174,10.217,21.478,114.348,11.478,26.565,38.043,42.174,73.608,92.261,9.565,12.87,26.335,16.174,5.217,11.652,10.739,2.522,24.609,8.87,47.35,23.843,45.819,50.356,22.261,80.763,-2.632,3.282,-0.107,3.552,-0.122,2.94,-0.088,3.0,31.826,45.826,28.174,40.739,11.739,19.527,18.845,7.432,27.525,10.679,64.609,11.522,289.348,142.652,31.913,39.0,40.405,10.957,28.094,2.435,10.652,88.163,5.087,45.609,70.13,8.152,-15.13,-39.261,-1.304,-3.696,-9.217,-12.913,4.348,101.391,-1.739,-1.13,0.943,1.366,-0.043,-15.652,-15.696,0.783,1.609,-0.304,-0.783,2.391,3.087,1.391,-2.087,0.739,-10.261,0.304,-2.826,-2.522,-3.13,-0.87,1.783,1.609,1.696,2.304,1.652,0.217,1.913,0.957,1.522,4.937,5.28,-0.051,0.696,2.391,7.043,5.565,6.217,-1.652,-3.652,-2.217,7.174,-4.217,-2.87,-0.957,-2.174,-0.174,0.0,-4.217,2.043
North Melbourne,NM,23,43.0,25.055,92.737,193.57,1553.217,1475.478,7.87,43.861,200.087,155.13,355.217,74.284,66.601,84.193,56.328,5.592,46.826,42.391,72.599,5479.565,15.426,57.957,6.129,68.304,5.201,-2.491,-3.266,128.957,219.913,348.87,36.964,63.13,87.13,12.304,25.739,61.391,78.565,56.739,11.348,22.696,127.391,11.826,24.304,36.13,40.261,75.054,86.87,9.826,9.261,19.777,16.0,6.522,31.0,6.217,10.565,8.652,2.174,20.652,8.0,51.158,22.563,41.04,44.104,19.0,12.957,23.826,70.081,-0.211,3.393,-0.01,3.74,-0.012,3.008,-0.008,3.783,28.391,39.87,26.87,37.435,7.739,17.403,18.787,7.436,26.802,9.741,11.0,28.063,58.478,9.13,304.0,163.435,33.609,94.217,40.783,43.286,11.87,29.104,3.043,16.652,19.043,-2.391,12.087,89.568,5.783,45.348,68.739,226.2,1747.174,1648.522,22.13,223.0,158.217,381.217,74.065,67.947,82.688,6.519,58.391,35.565,75.952,5956.739,15.626,55.522,6.866,62.957,6.055,3.926,3.249,138.261,240.174,378.435,36.535,68.435,94.087,19.565,28.261,65.739,87.043,61.87,9.957,26.304,127.13,12.87,23.87,36.739,40.435,75.484,101.783,10.652,15.304,26.21,16.391,7.174,14.696,12.609,2.913,29.391,10.174,50.0,25.168,46.761,50.335,26.913,96.713,1.157,3.291,0.039,3.544,-0.095,2.945,0.223,3.913,35.826,61.043,40.087,48.739,11.957,24.034,26.159,12.5,36.217,15.915,63.522,12.957,301.565,128.478,28.696,36.565,38.845,10.652,29.132,2.391,8.565,82.234,5.0,44.043,70.609,-32.63,-193.957,-173.043,-14.261,-22.913,-3.087,-26.0,-11.565,-477.174,2.435,5.348,-6.417,-6.515,-9.304,-20.261,-29.565,-5.304,-6.957,-7.261,-2.522,-4.348,-8.478,-5.13,1.391,-3.609,0.261,-1.043,0.435,-0.609,-0.174,-14.913,-0.826,-6.043,-0.391,-0.652,-4.13,-3.957,-8.739,-2.174,-7.913,-26.632,-1.368,0.103,-0.13,-7.435,-21.174,-13.217,-11.304,-4.217,-5.043,-3.826,2.435,34.957,4.913,4.217,1.217,0.652,0.783,1.304,-1.87
West Coast,WC,23,40.0,25.174,93.896,175.209,1505.348,1456.0,6.217,44.119,196.696,149.478,346.174,74.152,67.971,82.286,56.82,5.465,43.391,40.957,69.572,5219.783,15.078,55.783,6.206,63.435,5.457,-2.11,-2.256,121.13,217.957,339.087,35.723,59.174,86.652,13.217,27.0,59.522,72.652,53.174,7.087,21.261,120.261,10.609,23.87,34.478,37.087,74.443,89.565,7.609,8.565,19.739,13.826,5.13,28.0,5.87,8.87,8.435,1.957,19.696,6.261,45.033,20.441,39.88,45.391,17.043,10.652,23.265,61.149,-1.454,3.112,-0.074,3.454,0.115,2.727,-0.286,4.174,25.0,32.478,24.391,27.609,9.652,16.293,17.665,7.541,25.345,9.915,12.087,28.058,60.739,10.391,307.913,159.522,29.652,98.913,33.217,33.582,7.826,23.56,2.174,17.174,18.435,-1.261,13.478,87.742,5.348,39.652,69.348,233.461,1794.957,1639.391,23.783,216.478,163.13,379.609,74.035,67.162,83.156,6.25,58.87,33.957,78.257,6127.435,16.141,52.913,7.174,59.043,6.429,5.019,3.5,139.348,234.174,373.522,37.306,63.652,91.174,17.913,30.826,60.348,82.13,57.391,12.261,23.348,132.478,13.261,27.826,41.087,46.87,74.583,93.957,11.913,16.696,28.36,15.609,8.348,17.087,13.739,2.609,33.217,12.652,51.44,29.025,52.363,56.425,30.391,111.91,1.742,3.369,0.052,3.686,0.002,2.985,0.114,2.87,56.043,57.348,40.652,57.609,18.0,27.351,26.065,13.317,36.147,17.354,63.348,12.087,288.913,128.609,30.652,47.739,48.221,13.478,28.233,4.217,8.261,86.316,8.783,43.913,71.087,-58.252,-289.609,-183.391,-17.565,-19.783,-13.652,-33.435,-15.478,-907.652,2.87,4.391,-7.129,-5.756,-18.217,-16.217,-34.435,-4.478,-4.522,-4.696,-3.826,-0.826,-9.478,-4.217,-5.174,-2.087,-12.217,-2.652,-3.957,-6.609,-9.783,-4.391,-4.304,-8.13,-1.783,-3.217,-8.217,-5.304,-13.522,-6.391,-13.348,-50.76,-3.196,-0.257,1.304,-31.043,-24.87,-16.261,-30.0,-8.348,-2.609,-1.696,19.0,30.913,-1.0,-14.522,-5.652,-2.043,-3.435,-4.261,-1.739
Port Adelaide,Port,25,37.0,25.601,98.923,208.824,1643.52,1444.72,17.4,53.507,206.8,129.2,336.0,71.238,65.88,79.814,61.548,5.862,56.72,38.08,73.97,5996.04,17.845,58.56,5.738,67.88,4.95,0.673,-0.639,135.24,193.64,328.88,41.121,69.24,93.6,16.68,27.0,66.6,86.56,61.44,7.72,24.0,100.6,13.16,25.16,38.32,39.48,78.926,82.92,10.84,13.12,23.131,15.96,5.64,28.0,8.44,13.2,12.56,2.4,28.96,9.28,45.58,23.272,45.416,51.058,25.52,18.8,26.17,91.576,-2.216,3.162,-0.077,3.456,-0.246,2.826,0.118,2.76,38.92,50.08,26.4,52.0,13.36,22.277,23.384,9.052,30.745,11.687,14.24,31.742,60.72,12.08,294.84,134.84,34.6,91.4,29.6,32.385,8.28,27.973,2.56,18.2,20.96,-2.76,9.6,88.333,5.2,49.88,68.8,204.98,1656.52,1466.2,12.6,205.04,147.32,352.36,71.904,65.529,80.777,5.803,51.48,43.04,75.882,5854.08,16.614,56.44,6.243,69.08,5.101,-0.01,-1.801,139.68,202.36,342.04,40.837,68.04,92.48,14.76,24.88,67.48,88.72,62.68,11.0,23.68,115.0,12.2,24.96,37.16,42.24,73.58,78.68,10.56,11.44,22.222,14.48,6.76,12.48,10.0,1.76,24.56,8.92,50.814,24.242,43.667,47.708,22.28,78.463,4.657,3.2,0.19,3.44,0.247,2.882,0.114,4.56,34.64,45.68,34.6,39.8,10.48,19.293,20.198,9.296,27.836,12.068,57.32,8.0,274.04,144.12,33.0,41.4,45.157,11.96,28.889,3.04,12.44,90.354,5.2,47.24,68.72,3.844,-13.0,-21.48,4.8,1.76,-18.12,-16.36,5.24,141.96,2.12,-1.2,0.682,1.162,-4.44,-8.72,-13.16,1.2,1.12,1.92,2.12,-0.88,-2.16,-1.24,-3.28,0.32,-14.4,0.96,0.2,1.16,-2.76,4.24,0.28,1.68,1.48,-1.12,0.72,2.56,4.4,0.36,3.24,13.112,-6.872,-0.038,-1.8,4.28,4.4,-8.2,12.2,2.88,3.4,4.08,20.8,-9.28,1.6,-11.8,-3.68,-0.48,0.0,2.64,0.08
Brisbane,Bris,26,35.0,26.152,117.378,211.342,1668.769,1523.538,19.962,52.535,222.923,118.0,340.923,71.525,66.787,80.476,65.388,5.485,56.692,36.5,75.497,5849.038,17.156,55.731,6.117,66.192,5.15,1.107,0.041,135.692,198.885,334.577,40.556,66.769,89.923,16.731,27.654,62.308,81.231,56.346,9.077,23.115,91.269,13.269,28.962,42.231,43.154,77.451,98.923,11.462,13.654,24.084,16.577,7.115,29.0,8.0,13.808,12.077,2.577,27.885,9.692,49.517,24.355,45.658,49.186,25.654,13.269,28.406,91.2,1.146,3.271,0.041,3.546,0.044,2.962,0.038,3.231,38.0,53.692,33.115,51.923,9.885,22.031,22.481,10.213,31.576,13.132,12.808,20.42,55.538,11.192,287.115,130.231,35.5,100.769,38.0,37.71,10.538,27.733,4.923,19.0,16.577,2.423,9.192,72.803,2.923,49.077,70.115,197.977,1630.885,1508.0,10.615,207.0,148.654,355.654,73.18,66.537,82.432,6.404,48.346,41.962,74.016,5715.923,16.072,58.692,6.06,66.423,5.354,-1.47,-2.232,131.308,216.231,347.538,37.782,66.308,88.5,15.038,26.423,62.077,79.462,56.423,11.231,22.385,118.692,11.038,24.692,35.731,41.5,70.528,87.769,10.192,10.615,21.957,17.038,6.308,11.231,9.5,2.077,22.577,7.577,49.744,23.23,42.88,46.698,20.423,72.201,2.607,3.198,0.115,3.522,0.22,2.808,-0.011,4.5,31.154,41.231,29.385,36.5,11.0,18.16,19.982,8.781,27.122,10.897,62.154,10.077,268.423,138.269,30.192,43.038,42.726,11.962,27.793,3.269,11.962,88.746,5.962,42.538,71.192,13.365,37.885,15.538,9.346,15.923,-30.654,-14.731,8.346,133.115,-2.962,-0.231,2.577,2.273,4.385,-17.346,-12.962,0.462,1.423,1.692,1.231,0.231,1.769,-0.077,-2.154,0.731,-27.423,2.231,4.269,6.5,1.654,11.154,1.269,3.038,-0.462,0.808,2.577,2.577,5.308,2.115,5.231,19.0,-1.461,0.073,-1.269,6.846,12.462,3.731,15.423,-1.115,-6.615,1.115,18.692,-8.038,5.308,-5.038,-1.423,1.654,-3.038,6.538,-1.077
Western Bulldogs,WB,23,37.0,26.452,109.13,211.587,1677.087,1569.13,16.609,52.202,214.565,156.261,370.826,72.752,64.944,83.472,57.861,5.488,54.043,37.565,75.989,5870.87,15.832,53.652,6.912,66.957,5.538,-0.167,-0.918,140.261,229.304,369.565,37.953,66.739,95.826,16.391,30.13,65.739,84.739,60.565,11.435,24.652,127.391,11.652,30.0,41.652,44.435,78.767,87.87,9.652,12.0,22.204,16.609,5.913,27.0,7.957,12.0,11.435,2.087,25.261,8.652,47.504,22.204,43.363,46.742,23.217,13.304,23.529,81.11,0.238,3.211,0.009,3.554,-0.031,2.756,0.064,4.696,29.739,49.0,28.261,45.913,9.261,20.038,19.284,7.746,28.879,11.414,12.652,25.773,65.435,11.043,302.783,135.435,35.304,102.739,39.565,38.51,12.348,31.209,1.826,16.478,16.609,-0.13,9.739,86.161,5.043,53.957,69.087,205.17,1623.217,1579.391,13.391,218.043,143.522,361.565,72.896,65.823,83.641,5.526,49.435,41.13,76.106,5811.174,16.072,57.0,6.343,66.609,5.428,-0.363,-2.43,133.652,220.435,354.087,37.746,66.957,91.609,14.522,27.174,64.435,83.13,61.087,11.609,23.783,116.478,10.783,26.0,36.783,41.957,74.301,92.87,8.913,11.565,23.395,16.609,6.739,11.13,10.0,2.043,23.783,8.087,46.801,22.515,42.744,48.109,20.913,75.588,-0.849,3.178,-0.036,3.47,-0.077,2.842,0.012,3.826,27.957,45.0,31.913,36.565,8.304,18.615,19.641,8.448,28.826,11.638,67.565,12.087,322.87,158.348,35.174,47.435,46.131,12.261,25.848,2.696,11.174,85.214,5.0,49.13,69.174,6.417,53.87,-10.261,3.217,-3.478,12.739,9.261,4.609,59.696,-3.348,0.348,0.196,1.511,6.609,8.87,15.478,-0.217,4.217,1.87,2.957,1.304,1.609,-0.522,-0.174,0.87,10.913,0.87,4.0,4.87,2.478,-5.0,0.739,0.435,0.0,-0.826,0.87,1.435,1.478,0.565,2.304,5.521,1.087,0.033,0.87,1.783,4.0,-3.652,9.348,0.957,-2.13,-1.043,-20.087,-22.913,0.13,-7.87,0.087,-0.87,0.043,4.826,-0.087
Melbourne,Melb,25,34.0,26.072,116.468,215.792,1690.88,1540.08,18.0,53.858,214.32,153.0,367.32,70.761,63.457,80.993,58.347,5.979,58.4,38.48,77.706,6079.24,16.55,58.6,6.268,74.8,4.911,-0.255,-1.024,146.36,215.84,362.2,40.409,77.76,99.4,18.24,28.24,71.12,95.76,70.28,11.12,28.24,120.04,12.12,25.68,37.8,41.72,75.839,83.64,10.6,12.84,21.986,18.16,6.08,26.0,8.12,12.84,11.08,2.2,26.72,8.84,48.054,21.986,40.959,45.753,23.64,12.88,22.671,83.41,2.51,3.122,0.094,3.391,0.194,2.789,-0.03,2.36,34.52,51.24,33.8,43.4,10.92,19.232,19.84,8.526,30.192,12.154,15.84,19.444,61.2,12.16,300.16,131.96,31.4,90.56,40.84,45.097,12.2,29.873,4.44,18.44,16.64,1.8,9.2,86.522,2.56,47.04,70.56,197.772,1608.64,1494.2,12.0,213.44,143.0,356.44,71.417,64.505,81.734,5.824,49.52,44.64,76.438,5780.48,16.217,63.88,5.58,77.52,4.598,-0.538,-2.165,135.96,211.88,347.84,39.087,75.08,95.64,13.84,26.08,69.52,90.12,66.56,8.96,24.84,113.44,11.56,24.2,35.76,38.16,76.415,86.96,9.4,10.2,20.598,16.84,4.56,10.4,9.32,1.68,22.12,7.12,47.016,21.002,39.822,44.669,19.36,69.855,0.185,3.158,0.008,3.368,0.025,2.894,-0.013,2.24,28.4,41.08,24.76,37.92,9.04,16.291,16.367,6.751,24.434,9.135,61.44,10.36,314.12,156.2,38.24,29.88,32.966,9.76,32.664,2.28,10.72,87.687,4.56,53.76,69.36,18.02,82.24,45.88,6.0,0.88,10.0,10.88,8.88,298.76,-5.28,-2.72,0.283,1.141,10.4,3.96,14.36,2.68,3.76,4.4,2.16,1.6,5.64,3.72,2.16,3.4,6.6,0.56,1.48,2.04,3.56,-3.32,1.2,2.64,1.32,1.52,2.44,1.76,4.6,1.72,4.28,13.555,2.325,-0.036,0.12,6.12,10.16,9.04,5.48,1.88,-0.24,1.8,-13.96,-24.24,-6.84,10.96,2.44,2.16,-2.0,-6.72,1.2
