Team,Jumper_No,Player,DOB,Height,Position,Games,Age,Origin
Port Adelaide,41,Balyn O'Brien,2007-01-26,187.0,Defender,0,19yr 2mth,Norwood
Port Adelaide,2,Sam Powell-Pepper,1998-01-08,187.0,Forward,158,28yr 3mth,East Perth
Port Adelaide,32,Harrison Ramm,2006-12-05,202.0,Defender,1,19yr 4mth,Glenelg
Port Adelaide,27,Esava Ratugolea,1998-07-24,197.0,Defender,114,27yr 8mth,Murray Bushrangers
Port Adelaide,35,Joe Richards,1999-11-23,177.0,Forward,37,26yr 4mth,Wangaratta
Port Adelaide,1,Connor Rozee,2000-01-22,185.0,DefenderMidfield,152,26yr 2mth,North Adelaide
Port Adelaide,8,Josh Sinn,2003-01-07,187.0,Defender,30,23yr 3mth,Sandringham Dragons
Port Adelaide,13,Ivan Soldo,1996-04-14,204.0,ForwardRuck,66,30yr,Daramalan College
Port Adelaide,24,Jordon Sweet,1998-02-02,206.0,Ruck,52,28yr 2mth,North Adelaide
Port Adelaide,38,Dante Visentini,2003-02-13,202.0,Ruck,16,23yr 2mth,Sandringham Dragons
Port Adelaide,45,Xavier Walsh,2005-09-06,195.0,Forward,0,20yr 7mth,East Perth
Port Adelaide,37,Jack Watkins,2000-01-01,,MidfieldForward,5,26yr 3mth,Port Adelaide
Port Adelaide,15,Jacob Wehr,1998-07-05,185.0,DefenderMidfield,45,27yr 9mth,Woodville-west Torrens
Port Adelaide,17,Jack Whitlock,2006-05-16,200.0,Forward,10,19yr 11mth,Murray Bushrangers
Port Adelaide,16,Oliver Wines,1994-10-07,187.0,Midfield,276,31yr 6mth,Bendigo Pioneers
Port Adelaide,39,Mitch Zadow,2004-03-11,180.0,Forward,1,22yr 1mth,East Fremantle
Port Adelaide,25,Brandon Zerk-Thatcher,1998-08-25,195.0,Defender,90,27yr 7mth,Sturt
Richmond,29,Jasper Alger,2006-12-17,183.0,Forward,5,19yr 4mth,Oakleigh Chargers
Richmond,34,Harry Armstrong,2006-06-14,195.0,Forward,11,19yr 10mth,Sandringham Dragons
Richmond,21,Noah Balta,1999-10-23,194.0,DefenderForward,122,26yr 5mth,Calder Cannons
Richmond,6,Sam Banks,2003-04-02,187.0,DefenderMidfield,49,23yr,Tasmania Devils
Richmond,35,Nathan Broad,1993-04-15,192.0,Defender,175,33yr,Swan Districts
Richmond,30,Tom Brown,2003-07-30,193.0,Defender,46,22yr 8mth,Murray Bushrangers
Richmond,44,Seth Campbell,2004-12-29,182.0,Forward,49,21yr 3mth,Tasmania Devils
Richmond,23,Judson Clarke,2003-10-17,180.0,Forward,17,22yr 6mth,Dandenong Stingrays
Richmond,22,Sam Cumming,2007-07-27,184.0,Midfield,0,18yr 8mth,North Adelaide
Richmond,8,Jonty Faull,2006-02-01,195.0,Forward,21,20yr 2mth,Greater Western Victoria Rebels
Richmond,43,Liam Fawcett,2005-04-22,197.0,Forward,4,20yr 11mth,Central District
Richmond,18,Josh Gibcus,2003-04-04,196.0,Defender,22,23yr,GWV Rebels
Richmond,50,Campbell Gray,2003-08-01,195.0,DefenderRuck,8,22yr 8mth,Essendon VFL
Richmond,48,Steely Green,2004-01-09,179.0,Forward,31,22yr 3mth,South Fremantle
Richmond,24,Samuel Grlj,2007-07-26,182.0,DefenderMidfield,6,18yr 8mth,Oakleigh Chargers
Richmond,47,Oliver Hayes-Brown,2000-04-28,208.0,Ruck,1,25yr 11mth,Perth Wildcats
Richmond,2,Jacob Hopper,1997-02-06,187.0,Midfield,170,29yr 2mth,North Ballarat Rebels
Richmond,10,Taj Hotton,2006-06-17,182.0,Forward,7,19yr 10mth,Sandringham Dragons
Richmond,4,Sam Lalor,2006-08-30,188.0,MidfieldForward,17,19yr 7mth,Greater Western Victoria Rebels
Richmond,42,Mykelti Lefau,1998-06-22,195.0,Forward,16,27yr 9mth,Rugby League
Richmond,19,Tom Lynch,1992-10-31,199.0,Forward,238,33yr 5mth,Dandenong Stingrays
Richmond,7,Rhyan Mansell,2000-06-04,180.0,Forward,74,25yr 10mth,Woodville West-Torrens
Richmond,28,Kane McAuliffe,2005-03-01,187.0,Midfield,17,21yr 1mth,North Adelaide
Richmond,12,Ben Miller,1999-08-31,198.0,Defender,75,26yr 7mth,Subiaco
Richmond,25,Toby Nankervis,1994-08-12,199.0,Ruck,181,31yr 8mth,North Launceston
Richmond,26,Zane Peucker,2007-12-04,180.0,MidfieldForward,0,18yr 4mth,Woodville-West Torrens
Richmond,3,Dion Prestia,1992-10-12,175.0,MidfieldForward,242,33yr 6mth,Calder Cannons
Richmond,13,Hugo Ralphsmith,2001-11-09,187.0,Midfield,66,24yr 5mth,Sandringham Dragons
Richmond,33,Patrick Retschko,2006-02-28,186.0,Midfield,1,20yr 1mth,Oakleigh Chargers
Richmond,17,Maurice Rioli,2002-09-01,179.0,Forward,55,23yr 7mth,Oakleigh
Richmond,27,Noah Roberts-Thomson,2007-03-29,181.0,Midfield,0,19yr,Sturt
Richmond,5,Jack Ross,2000-09-03,187.0,MidfieldForward,99,25yr 7mth,Oakleigh Chargers
Richmond,32,Samson Ryan,2000-12-09,206.0,Ruck,27,25yr 4mth,Lions Academy
Richmond,15,Jayden Short,1996-01-24,178.0,Defender,196,30yr 2mth,Northern Knights
Richmond,38,Thomas Sims,2006-05-12,199.0,Forward,11,19yr 11mth,Northern Knights
Richmond,16,Josh Smillie,2006-05-17,195.0,Midfield,0,19yr 11mth,Eastern Ranges
Richmond,49,Kaleb Smith,2004-11-20,181.0,Defender,12,21yr 4mth,East Fremantle
Richmond,40,Tyler Sonsie,2003-01-27,181.0,MidfieldForward,45,23yr 2mth,Eastern Ranges
Richmond,14,Tim Taranto,1998-01-28,188.0,Midfield,179,28yr 2mth,Sandringham Dragons
Richmond,11,Luke Trainor,2006-04-10,193.0,Defender,24,20yr,Sandringham Dragons
Richmond,36,James Trezise,2002-06-15,188.0,Midfield,26,23yr 10mth,Richmond
Richmond,1,Nick Vlastuin,1994-04-19,187.0,Defender,260,32yr,Northern Knights
St Kilda,46,Eamonn Armstrong,2006-07-26,191.0,Defender,0,19yr 8mth,Meath GAA
St Kilda,36,Charlie Banfield,2007-07-18,192.0,MidfieldForward,0,18yr 9mth,Claremont
St Kilda,28,James Barrat,2006-11-23,194.0,DefenderForward,0,19yr 4mth,Bendigo Pioneers
St Kilda,38,Hugh Boxshall,2006-07-11,188.0,Midfield,16,19yr 9mth,Claremont
St Kilda,16,Daniel Butler,1996-06-03,182.0,Forward,154,29yr 10mth,North Ballarat Rebels
St Kilda,13,Ryan Byrnes,2001-05-03,181.0,Defender,80,24yr 11mth,Sandringham Dragons
St Kilda,47,Anthony Caminiti,2003-12-09,196.0,Defender,59,22yr 4mth,Northern Knights
St Kilda,18,Jack Carroll,2002-12-20,188.0,DefenderMidfield,30,23yr 3mth,East Fremantle
St Kilda,11,Hunter Clark,1999-03-26,186.0,Midfield,113,27yr,Dandenong Stingrays
St Kilda,4,Lance Collard,2005-03-26,185.0,Forward,15,21yr,Subiaco
St Kilda,21,Tom De Koning,1999-07-16,201.0,Ruck,106,26yr 9mth,Dandenong Stingrays
St Kilda,30,Alex Dodson,2006-06-15,203.0,Forward,1,19yr 10mth,Sturt
St Kilda,15,Paddy Dow,1999-10-16,184.0,Midfield,83,26yr 6mth,Bendigo Pioneers
St Kilda,37,Kye Fincher,2007-11-18,186.0,DefenderMidfield,0,18yr 5mth,Sandringham Dragons
St Kilda,9,Sam Flanders,2001-07-24,183.0,MidfieldForward,95,24yr 8mth,Gippsland Power
St Kilda,34,Hugo Garcia,2005-05-22,185.0,Midfield,32,20yr 10mth,Calder Cannons
St Kilda,40,Max Hall,2002-04-15,183.0,Forward,29,24yr,Box Hill
St Kilda,24,Angus Hastie,2005-09-19,190.0,Defender,14,20yr 7mth,Geelong Falcons
St Kilda,23,Liam Henry,2001-08-28,180.0,Forward,61,24yr 7mth,Claremont
St Kilda,1,Jack Higgins,1999-03-19,178.0,Forward,151,27yr 1mth,Oakleigh Chargers
St Kilda,8,Bradley Hill,1993-07-09,182.0,MidfieldForward,283,32yr 9mth,West Perth
St Kilda,20,Dougal Howard,1996-03-25,199.0,Defender,139,30yr,Murray Bushrangers
St Kilda,17,Isaac Keeler,2004-04-23,198.0,Forward,12,21yr 11mth,North Adelaide
St Kilda,12,Max King,2000-07-07,202.0,Forward,83,25yr 9mth,Sandringham Dragons
St Kilda,6,Jackson Macrae,1994-08-03,192.0,Midfield,272,31yr 8mth,Oakleigh Chargers
St Kilda,19,Rowan Marshall,1995-11-24,201.0,ForwardRuck,161,30yr 4mth,North Ballarat
St Kilda,42,Kobe McDonald,2007-12-08,193.0,Defender,0,18yr 4mth,Mayo GAA
St Kilda,45,Liam O'Connell,2003-03-04,189.0,Defender,7,23yr 1mth,Ireland
St Kilda,10,Mitchito Owens,2003-09-24,191.0,Forward,78,22yr 6mth,Sandringham Dragons
St Kilda,25,Mattaes Phillipou,2004-12-27,190.0,MidfieldForward,50,21yr 3mth,Eagles
St Kilda,31,Liam Ryan,1996-10-02,181.0,Forward,131,29yr 6mth,Subiaco
St Kilda,33,Patrick Said,2006-04-24,180.0,MidfieldForward,0,19yr 11mth,Calder Cannons
St Kilda,43,Cooper Sharman,2000-07-25,193.0,Forward,76,25yr 8mth,Woodville-West Torrens
St Kilda,3,Jack Silvagni,1997-12-17,194.0,Defender,134,28yr 4mth,Oakleigh Chargers
St Kilda,35,Jack Sinclair,1995-02-12,181.0,Defender,216,31yr 2mth,Oakleigh Chargers
St Kilda,14,Liam Stocker,2000-01-23,184.0,Defender,87,26yr 2mth,Sandringham Dragons
St Kilda,26,Alix Tauru,2006-11-16,193.0,DefenderForward,15,19yr 5mth,Gippsland Power
St Kilda,5,Tobie Travaglia,2006-10-26,187.0,DefenderMidfield,12,19yr 5mth,Bendigo Pioneers
St Kilda,7,Nasiah Wanganeen-Milera,2003-02-22,187.0,DefenderMidfield,92,23yr 1mth,Glenelg
St Kilda,44,Callum Wilkie,1996-03-10,191.0,Defender,161,30yr 1mth,North Adelaide
St Kilda,22,Darcy Wilson,2005-08-18,185.0,MidfieldForward,47,20yr 8mth,Murray Bushrangers
St Kilda,2,Marcus Windhager,2003-05-16,185.0,DefenderMidfield,81,22yr 11mth,Sandringham Dragons
St Kilda,32,Mason Wood,1993-09-13,192.0,MidfieldForward,162,32yr 7mth,Geelong Falcons
Sydney,3,Taylor Adams,1993-09-20,181.0,Forward,229,32yr 6mth,Geelong Falcons
Sydney,36,Joel Amartey,1999-09-02,195.0,Forward,67,26yr 7mth,Sandringham Dragons
Sydney,20,Riak Andrew,2005-02-17,193.0,Defender,0,21yr 2mth,Dandenong Stingrays
Sydney,26,Riley Bice,2000-09-26,185.0,Defender,22,25yr 6mth,Werribee
Sydney,22,Nick Blakey,2000-02-27,196.0,Defender,157,26yr 1mth,UNSW
Sydney,23,Ned Bowman,2006-09-12,186.0,Forward,0,19yr 7mth,Norwood
Sydney,16,Braeden Campbell,2002-02-04,181.0,Forward,94,24yr 2mth,Sydney Academy
Sydney,42,Noah Chamberlain,2007-03-21,191.0,Forward,0,19yr,St Ives Saints
Sydney,33,Caiden Cleary,2005-03-05,182.0,Forward,18,21yr 1mth,Sydney University
Sydney,25,Billy Cootee,2002-12-18,179.0,Midfield,0,23yr 4mth,Norwood
Sydney,7,Harry Cunningham,1993-12-06,181.0,Defender,222,32yr 4mth,Turvey Park
Sydney,35,Charlie Curnow,1997-02-03,194.0,Forward,155,29yr 2mth,Geelong Falcons
Sydney,9,Jesse Dattoli,2006-07-07,179.0,Forward,3,19yr 9mth,Northern Knights
Sydney,28,Will Edwards,2003-05-08,197.0,Defender,0,22yr 11mth,Sydney
Sydney,45,Will Green,2005-09-08,204.0,Ruck,0,20yr 7mth,Northern Knights
Sydney,4,Brodie Grundy,1994-04-15,202.0,Ruck,248,32yr,Sturt
Sydney,21,Errol Gulden,2002-07-18,175.0,Midfield,105,23yr 9mth,Sydney Academy
Sydney,29,Joel Hamling,1993-04-09,194.0,Defender,107,33yr,Claremont
Sydney,40,Tom Hanily,2005-05-31,179.0,Forward,8,20yr 10mth,Gippsland Power
Sydney,5,Isaac Heeney,1996-05-05,185.0,Midfield,229,29yr 11mth,Cardiff
Sydney,39,Liam Hetherton,2007-05-02,198.0,Forward,0,18yr 11mth,Murray Bushrangers
Sydney,17,James Jordon,2000-12-20,187.0,MidfieldForward,120,25yr 3mth,Oakleigh Chargers
Sydney,31,Max King,2007-01-09,192.0,Forward,0,19yr 3mth,Sydney Swans Academy
Sydney,32,Harry Kyle,2007-07-16,188.0,DefenderMidfield,0,18yr 9mth,Sydney Swans Academy
Sydney,19,Peter Ladhams,1998-01-14,204.0,ForwardRuck,63,28yr 3mth,Norwood
Sydney,44,Jake Lloyd,1993-09-20,182.0,MidfieldForward,277,32yr 6mth,North Ballarat Rebels
Sydney,30,Tom McCartin,1999-12-30,194.0,Defender,158,26yr 3mth,Geelong Falcons
Sydney,6,Logan McDonald,2002-04-04,195.0,Forward,76,24yr,Perth Fc
Sydney,27,Justin McInerney,2000-08-18,189.0,MidfieldForward,115,25yr 8mth,Northern Knights
Sydney,2,Hayden McLean,1999-01-20,197.0,Forward,98,27yr 2mth,Sandringham
Sydney,43,Lewis Melican,1996-11-04,194.0,Defender,105,29yr 5mth,Geelong Falcons
Sydney,14,Callum Mills,1997-04-02,188.0,Defender,180,29yr,North Shore
Sydney,11,Tom Papley,1996-07-13,177.0,Forward,202,29yr 9mth,Gippsland Power
Sydney,18,Jevan Phillipou,2007-03-30,183.0,Midfield,0,19yr,Woodville-West Torrens
Sydney,24,Dane Rampe,1990-06-02,187.0,Defender,277,35yr 10mth,Williamstown
Sydney,34,Matthew Roberts,2003-07-31,184.0,DefenderMidfield,54,22yr 8mth,South Adelaide
Sydney,10,Malcolm Rosas,2001-06-27,180.0,Forward,54,24yr 9mth,NT Thunder
Sydney,8,James Rowbottom,2000-09-19,186.0,Midfield,146,25yr 7mth,Oakleigh Chargers
Sydney,13,Jai Serong,2003-02-16,193.0,DefenderMidfield,16,23yr 2mth,Gippsland Power
Sydney,12,Angus Sheldrick,2003-11-07,178.0,Midfield,34,22yr 5mth,Claremont
Sydney,41,Patrick Snell,2005-07-18,194.0,DefenderForward,0,20yr 9mth,Wilston Grange
Sydney,1,Chad Warner,2001-05-19,185.0,MidfieldForward,114,24yr 11mth,East Fremantle
Sydney,37,Corey Warner,2003-10-07,182.0,MidfieldForward,27,22yr 6mth,East Fremantle
Sydney,15,Sam Wicks,1999-09-14,181.0,Defender,93,26yr 7mth,Swans Academy
West Coast,26,Bo Allan,2006-02-16,191.0,DefenderMidfield,12,20yr 2mth,Peel Thunder
West Coast,12,Sam Allen,2007-01-13,184.0,MidfieldForward,0,19yr 3mth,Oakleigh Chargers
West Coast,3,Liam Baker,1998-01-27,173.0,Defender,156,28yr 2mth,Subiaco
West Coast,30,Harry Barnett,2004-01-22,203.0,Ruck,2,22yr 2mth,West Adelaide
West Coast,33,Rhett Bazzo,2003-10-17,195.0,Defender,28,22yr 6mth,Swan Districts
West Coast,41,Sandy Brock,2002-12-14,198.0,Defender,17,23yr 4mth,Peel Thunder
West Coast,10,Tyler Brockman,2002-11-22,180.0,Forward,56,23yr 4mth,Subiaco
West Coast,37,Malakai Champion,2006-05-17,172.0,Forward,3,19yr 11mth,Subiaco
West Coast,28,Tom Cole,1997-05-28,188.0,Defender,132,28yr 10mth,Sandhurst Football Netball Club
West Coast,15,Jamie Cripps,1992-04-23,184.0,Forward,277,33yr 11mth,East Fremantle
West Coast,38,Hamish Davis,2006-05-02,190.0,Midfield,14,19yr 11mth,Claremont
West Coast,43,Tyrell Dewar,2004-03-27,185.0,DefenderMidfield,23,22yr,Subiaco
West Coast,21,Cooper Duff-Tytler,2007-08-22,201.0,ForwardRuck,6,18yr 7mth,Calder Cannons
West Coast,14,Liam Duggan,1996-12-11,186.0,Defender,206,29yr 4mth,Western Jets
West Coast,1,Willem Duursma,2007-06-21,193.0,Midfield,6,18yr 9mth,Gippsland Power
West Coast,42,Harry Edwards,2000-10-01,200.0,Defender,56,25yr 6mth,Swan Districts
West Coast,25,Matthew Flynn,1997-09-13,202.0,Ruck,59,28yr 7mth,Narrandera
West Coast,7,Reuben Ginbey,2004-09-10,191.0,Defender,69,21yr 7mth,East Perth
West Coast,17,Jack Graham,1998-02-25,181.0,MidfieldForward,154,28yr 1mth,North Adelaide
West Coast,31,Lucca Grego,2006-08-15,184.0,Defender,1,19yr 8mth,Western Jets
West Coast,27,Tom Gross,2006-09-15,181.0,MidfieldForward,8,19yr 7mth,Oakleigh Chargers
West Coast,29,Clay Hall,2005-05-12,190.0,Midfield,16,20yr 11mth,Peel Thunder
West Coast,8,Elijah Hewett,2004-05-27,186.0,Midfield,36,21yr 10mth,Swan Districts
West Coast,19,Brady Hough,2003-03-05,191.0,DefenderMidfield,81,23yr 1mth,Peel Thunder
West Coast,44,Jack Hutchinson,2001-11-10,190.0,Midfield,23,24yr 5mth,Collingwood VFL
West Coast,24,Harvey Johnston,2005-08-18,185.0,Defender,6,20yr 8mth,Sandringham Dragons
West Coast,11,Tim Kelly,1994-07-26,184.0,MidfieldForward,169,31yr 8mth,South Fremantle
West Coast,5,Josh Lindsay,2007-04-07,183.0,Defender,5,19yr,Geelong Falcons
West Coast,13,Noah Long,2004-08-23,179.0,Forward,36,21yr 7mth,Bendigo Pioneeers
West Coast,45,Finlay Macrae,2002-03-13,188.0,MidfieldForward,21,24yr 1mth,Oakleigh Chargers
West Coast,23,Ryan Maric,2004-09-06,196.0,Defender,52,21yr 7mth,Gippsland Power
West Coast,18,Tom McCarthy,2000-07-12,188.0,Defender,16,25yr 9mth,Richmond VFL
West Coast,47,Milan Murdock,2000-06-30,180.0,Midfield,3,25yr 9mth,East Fremantle
West Coast,46,Jacob Newton,2006-03-20,179.0,Forward,5,20yr,Norwood
West Coast,16,Matt Owies,1997-03-19,179.0,Forward,90,29yr 1mth,St Kevins
West Coast,22,Archer Reid,2005-09-19,203.0,Forward,20,20yr 7mth,Gippsland Power
West Coast,9,Harley Reid,2005-04-17,187.0,Midfield,45,21yr,Bendigo Pioneers
West Coast,40,Deven Robertson,2001-06-30,185.0,MidfieldForward,51,24yr 9mth,Perth
West Coast,39,Fred Rodriguez,2000-01-01,,Forward,0,26yr 3mth,South Fremantle
West Coast,48,Harry Schoenberg,2001-02-21,180.0,MidfieldForward,66,25yr 1mth,Woodville West Torrens
West Coast,35,Jobe Shanahan,2006-08-02,195.0,Forward,15,19yr 8mth,Bendigo Pioneers
West Coast,4,Brandon Starcevich,1999-07-24,188.0,Defender,132,26yr 8mth,East Perth
West Coast,2,Jake Waterman,1998-05-06,192.0,Forward,118,27yr 11mth,Claremont
West Coast,32,Bailey J. Williams,2000-04-17,201.0,ForwardRuck,90,26yr,Dandenong Stingrays
West Coast,34,Jack Williams,2003-12-01,198.0,Forward,42,22yr 4mth,East Fremantle
West Coast,36,Tylah Williams,2007-02-22,176.0,MidfieldForward,0,19yr 1mth,Swan Districts
West Coast,6,Elliot Yeo,1993-10-01,191.0,MidfieldForward,216,32yr 6mth,East Fremantle
West Coast,20,Tylar Young,1998-09-05,196.0,Defender,41,27yr 7mth,Richmond VFL
Western Bulldogs,13,Oskar Baker,1998-05-25,184.0,DefenderMidfieldForward,54,27yr 10mth,Aspley
Western Bulldogs,4,Marcus Bontempelli,1995-11-24,194.0,Midfield,264,30yr 4mth,Northern Knights
Western Bulldogs,29,Lachlan Bramble,1998-04-19,182.0,DefenderForward,83,28yr,Box Hill
Western Bulldogs,19,Connor Budarick,2001-04-06,175.0,DefenderForward,60,25yr,Gold Coast Suns Academy
Western Bulldogs,5,Jedd Busslinger,2004-03-11,198.0,Defender,7,22yr 1mth,East Perth
Western Bulldogs,2,Lachlan Carmichael,2007-08-27,184.0,DefenderMidfield,0,18yr 7mth,Sydney Swans Academy
Western Bulldogs,36,Luke Cleary,2002-03-05,191.0,Defender,23,24yr 1mth,Sandringham Dragons
Western Bulldogs,17,Nicholas Coffield,1999-10-23,191.0,Defender,64,26yr 5mth,Northern Knights
Western Bulldogs,16,Jordan Croft,2005-05-12,201.0,Forward,7,20yr 11mth,Calder Cannons
Western Bulldogs,31,Bailey Dale,1996-07-22,188.0,Defender,184,29yr 8mth,Dandenong Stingrays
Western Bulldogs,10,Sam Darcy,2003-07-19,208.0,Forward,51,22yr 9mth,Oakleigh Chargers
Western Bulldogs,15,Will Darcy,2007-03-14,196.0,DefenderForward,0,19yr 1mth,Oakleigh Chargers
Western Bulldogs,42,Sam Davidson,2001-12-13,190.0,MidfieldForward,25,24yr 4mth,Richmond
Western Bulldogs,26,Josh Dolan,2006-11-11,177.0,Forward,13,19yr 5mth,Sandringham Dragons
Western Bulldogs,25,Louis Emmett,2007-03-23,200.0,Ruck,2,19yr,Oakleigh Chargers
Western Bulldogs,44,Timothy English,1997-08-10,208.0,Ruck,158,28yr 8mth,South Fremantle
Western Bulldogs,27,Joel Freijah,2005-11-14,191.0,MidfieldForward,42,20yr 5mth,Greater Western Victoria Rebels
Western Bulldogs,12,Harvey Gallagher,2003-09-26,181.0,Defender,26,22yr 6mth,Bendigo Pioneers
Western Bulldogs,38,Riley Garcia,2001-01-30,178.0,MidfieldForward,39,25yr 2mth,Swan Districts
Western Bulldogs,43,Ryan Gardner,1997-06-01,197.0,Defender,54,28yr 10mth,Burnie Dockers
Western Bulldogs,22,James Harmes,1995-10-05,186.0,Midfield,174,30yr 6mth,Dandenong Stingrays
Western Bulldogs,6,Cooper Hynes,2006-02-28,190.0,Forward,13,20yr 1mth,Dandenong Stingrays
Western Bulldogs,11,Lachie Jaques,2006-06-01,184.0,Defender,5,19yr 10mth,Geelong Falcons
Western Bulldogs,32,Arthur Jones,2003-07-18,180.0,MidfieldForward,20,22yr 9mth,Claremont
Western Bulldogs,35,Luke Kennedy,2006-10-11,181.0,Midfield,0,19yr 6mth,Sandringham Dragons
Western Bulldogs,8,Matthew Kennedy,1997-04-06,188.0,Midfield,147,29yr,Collingullie Ashmont Kapooka
Western Bulldogs,24,Buku Khamis,2000-03-24,191.0,DefenderForward,47,26yr,Western Jets
Western Bulldogs,28,Will Lewis,1999-05-05,194.0,Forward,2,26yr 11mth,Footscray VFL
Western Bulldogs,21,Thomas Liberatore,1992-05-16,184.0,Midfield,261,33yr 11mth,Calder Cannons
Western Bulldogs,7,Rory Lobb,1993-02-09,207.0,Defender,205,33yr 2mth,Swan Districts
Western Bulldogs,30,Lachlan McNeil,2001-09-02,184.0,Forward,76,24yr 7mth,Woodville-West Torrens
Western Bulldogs,33,Aaron Naughton,1999-11-30,196.0,Forward,172,26yr 4mth,Peel Thunder
Western Bulldogs,18,James O'Donnell,2002-08-31,197.0,Defender,54,23yr 7mth,Cricket
Western Bulldogs,20,Ed Richards,1999-07-03,188.0,Midfield,153,26yr 9mth,Oakleigh Chargers
Western Bulldogs,9,Ryley Sanders,2005-01-21,186.0,MidfieldForward,40,21yr 2mth,Sandringham Dragons
Western Bulldogs,37,Michael Sellwood,2003-10-02,186.0,Defender,6,22yr 6mth,Peel Thunder
Western Bulldogs,40,Lachlan Smith,2005-10-05,203.0,Ruck,0,20yr 6mth,Gippsland Power
Western Bulldogs,1,Adam Treloar,1993-03-09,185.0,MidfieldForward,258,33yr 1mth,Aspendale
Western Bulldogs,23,Laitham Vandermeer,1999-02-03,182.0,Forward,87,27yr 2mth,Murray Bushrangers
Western Bulldogs,41,Zac Walker,2006-03-03,191.0,Defender,0,20yr 1mth,Gippsland
Western Bulldogs,3,Cody Weightman,2001-01-15,179.0,Forward,76,25yr 3mth,Dandenong Stingrays
Western Bulldogs,14,Rhylee West,2000-07-12,183.0,Forward,87,25yr 9mth,Calder Cannons
Western Bulldogs,34,Bailey Williams,1997-10-10,190.0,DefenderMidfield,180,28yr 6mth,Glenelg
