Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,DisposalRetentionPercentage,KicksIntoF50,KickIntoF50RetentionPercentage,KickPercentage,Inside50s,Rebound50s,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,MetresGained,MetresGainedPerDisposal,AssistedMetresGained,NetMetresGained,KickMetresGained,RetainedMetresGained,KickMetresGainedPerKick,HandballMetresGained,HandballMetresGainedPerHandball,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,AverageFieldPosition,Defensive50Possessions,DefensiveMidfieldPossessions,AttackingMidfieldPossessions,Forward50Possessions,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,HitoutToFirstPossession,HitoutToClearance,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,ScoreAssists,ScoreboardImpact,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Errol Gulden,Sydney,23,23.45,Midfielder,10,13.09,104.7,102.3,10,1,2,6,85.7,16.4,10.2,26.6,71.429,63.415,84.314,73.684,3.9,38.462,61.654,4,2.2,4.8,5.542,4.8,5.542,440.1,16.545,273.938,714.038,394.621,249.254,24.062,18.906,1.854,25.075,0.601,55.759,7.079,8.3,18.5,26.8,30.97,3.2,5.5,0.4,1,4.5,4.4,3.5,1.5,1.8,12.2,-5.605,4,10.4,10.2,2.2,5.2,19.331,0.8,15.385,2,2.8,2.9,72.414,5.3,0.1,0.1,0.6,0.4,1.3,1.8,-0.5,0,0,0,,0,,0,,,4.3,0.6,0,,0.3,0,6,0.6,0.1,0.8,0.5,1,7.2,75,6.3,26.695,1.1,8,2.372,2.253,1,2.645,3.354,7,2.333,2.095,0.3,2.83,33.333,0.4,0.9,16,6.7,0.6
Alixzander Tauru,St Kilda,19,19.12,Key Defender,10,5.27,51.7,42.1,0,0,0,0,85.1,5.6,3.4,9,78.889,73.214,88.235,76.667,0.3,66.667,62.222,0.4,1.2,2.3,3.913,1.1,8.182,104.8,11.644,98.476,203.276,102.849,67.893,18.366,6.655,1.957,19.526,0.082,72.006,-7.301,3.7,5.5,9.2,40.217,3.7,1.8,0,0.6,1.2,3.3,1.5,0,0.4,1.9,-29.663,3.7,3.7,1.4,0.4,0,0,0,,0.2,0.2,0.1,0,4.3,1,0.3,1.3,0.3,0.8,0.9,-0.1,0,0,0,,0,,0,,,1.7,0,0.7,28.571,0.2,0,1,0.1,0.1,0.3,0,0,0.7,33.333,1.4,6.481,0.7,3,4.313,-1.98,3,4.313,-1.98,0,,,0,0,,0.1,5.9,6.6,5.3,5.6
Ryan Angwin,Greater Western Sydney,23,23.05,Midfielder,10,9.23,70.6,69.2,1,0.1,1,0,79.6,8.3,8.3,16.6,71.687,66.265,77.108,69.277,2.5,48,50,2.5,1.8,2.4,6.917,2.2,7.545,262.4,15.807,201.1,463.5,228.881,128.455,27.912,21.539,2.595,24.227,4.886,54.11,-4.743,6.7,10.1,16.8,39.881,3.9,5.4,0.7,0.8,4.6,4,3.2,0.2,1.9,6,-9.984,4,5.9,5.6,1.3,0,0,0.6,,0.9,1.5,1.3,69.231,3.6,0.1,0,1,0.2,1.2,0.3,0.9,0,0,0,,0,,0,,,4,0.3,0.6,33.333,0,,1,0.1,0,0.3,0.5,0.7,3.8,33.333,4,15.444,1.5,3,3.308,-1.308,0,,,3,3.308,-1.308,0,0,,0,1,15.3,8.4,0.9
Jasper Alger,Richmond,19,19.03,Gen. Forward,4,2.75,23.25,22.5,0,0,0,0,47,2.75,2.25,5,75,72.727,77.778,80,1,50,55,1,0,0.75,6.667,1,5,73.25,14.65,55.893,129.143,71.105,52.647,25.856,6.645,2.953,33.208,4.292,58.611,16.389,2,3.25,5.25,38.095,0.25,1.75,0.5,0.25,1.5,2,1.75,0,1.25,1.5,18.374,0.5,1,2.5,1.25,0,0,0,,0,0,0,,1.25,0,0.5,0,0,0.5,0.25,0.25,0,0,0,,0,,0,,,0.75,0.25,0,,0.5,0,2,0.5,0.25,0.75,0.25,0.5,5,66.667,2.25,14.062,0,3,3.855,0.478,2,2.838,0.662,1,5.889,0.111,0,0,,0,0.25,6.5,1.75,0
Nick Coffield,Western Bulldogs,26,26.18,Gen. Defender,4,4.75,48.75,55,0,0,0,0,78.75,7.75,5,12.75,76.471,70.968,85,74.51,0.75,100,60.784,1,3,2.25,5.667,2,6.375,204.25,16.02,100.053,304.302,163.107,109.672,21.046,25.505,5.101,17.723,-4.819,64.087,-6.023,3,10,13,23.077,5.5,2.5,0,0.25,2.25,2.75,2.25,0,1.25,2,-39.157,7,4.5,1.5,0,0,0,0.25,,0,0.25,0,,6.75,0,0,2.25,0,0.5,1,-0.5,0,0,0,,0,,0,,,1,0,1.25,60,0,,0,0,0,0,0,0,0,,1.5,5.357,1,0,,,0,,,0,,,0,0,,0,2.25,4.5,4.25,2
Flynn Young,Carlton,23,23.9,Gen. Forward,8,4.487,38.75,45.625,0,0,0,0,65.125,6.875,3.625,10.5,58.333,43.636,86.207,66.667,2.125,47.059,65.476,2.5,0.625,2.625,4,2.625,4,235.875,22.464,82.901,318.776,211.655,122.046,30.786,2.7,0.745,25.192,-4.262,46.593,-9.384,2.125,8.875,11,19.318,0.625,1.5,0.625,0.375,1.125,1.375,1.125,0.25,0.625,5.25,4.903,0.875,4.5,3.5,2.125,0,0,0.125,,0.5,0.625,0.375,100,2.75,0,0.5,0,0.25,0.5,0.5,0,0,0,0,,0,,0,,,1.625,0.375,0.125,0,0.25,0,5,0.625,0.25,1.125,0,0.125,4.125,55.556,2.5,11.976,0.125,9,2.918,0.637,5,3.339,1.461,4,2.392,-0.392,0,0,,0.375,1.5,12.25,6,0.625
Billy Wilson,Carlton,20,20.54,Gen. Defender,4,5.75,50.75,49,0,0,0,0,72.5,7.25,4.75,12,83.333,79.31,89.474,81.25,1.25,20,60.417,1.75,1.25,1.25,9.6,1,12,226.5,18.875,120.012,346.512,177.89,111.938,24.537,18.625,3.921,21.722,2.416,69.218,-0.252,2.25,9.25,11.5,19.565,3.25,1.75,0,0,1.75,2.25,1.75,0,1.25,5.25,-25.878,3.75,5,2.5,0.25,0,0,0,,0.25,0.25,0,,3.25,0,0,0.25,0,0.75,0.25,0.5,0,0,0,,0,,0,,,2,0,0,,0,,0,0,0,0,0,0,0,,2.75,11.957,0.75,0,,,0,,,0,,,0.75,6.383,66.667,0,1,12.5,8,0.75
Jack Buller,Sydney,24,24.62,Key Forward,9,5.222,52.778,47.222,0,0,0,0,76.778,4.333,4.778,9.111,75.61,69.231,81.395,71.951,0.778,28.571,47.561,1,0,2.556,3.565,2,4.556,112,12.293,85.32,197.32,129.753,54.892,29.943,2.438,0.522,27.116,0.662,58.692,-8.692,4.667,4.778,9.444,49.412,0.889,2.556,0.556,0.889,1.667,4.222,2.222,0,1,1.444,23.019,0.222,2.667,3.444,3.111,0.556,2,0,0,0.222,0.222,0.222,50,3.889,0.889,1.778,0.111,1.111,0.778,1.222,-0.444,2.333,2.462,0.889,38.095,0.222,25,0.111,62.5,62.5,1.778,0.889,0.111,100,3.111,39.286,11,1.222,0.556,2.222,0.333,0.333,9.889,55,3.889,16.667,0.444,20,3.551,-0.001,17,3.733,0.032,3,2.518,-0.185,0,0,,0,1.111,7.667,1.889,0.333
Charlie Dean,Collingwood,24,24.53,Key Defender,4,6.425,46,34.25,0,0,0,0,89.75,4,6.5,10.5,83.333,75,88.462,80.952,0,,38.095,0,0.75,2,5.25,1.5,7,141,13.429,128.862,269.862,84.697,95.868,21.174,40.013,6.156,13.836,14.736,65.826,-8.684,3.75,6.25,10,37.5,5.25,3.25,0,0.5,2.75,3.75,3.25,0,1.5,3.25,-40.489,5,3.5,1.5,0,0,0,0,,0,0,0,,2.75,0,0,0.5,0,0.25,0.75,-0.5,0,0,0,,0,,0,,,0.75,0,1.25,40,0,,0,0,0,0,0,0,0,,1.5,6.742,0.75,0,,,0,,,0,,,0,0,,0,4.25,3.5,3,3.25
Charlie West,Collingwood,19,19.91,Key Forward,1,4.3,27,19,0,0,0,0,66,1,3,4,75,100,66.667,75,0,,25,0,0,1,4,2,2,-10,-2.5,25.24,15.24,13.04,-7.92,13.04,-18.36,-6.12,,,,,2,2,4,50,0,2,2,2,0,2,2,0,0,1,65.722,0,0,1,3,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,1,1,0,,1,100,1,1,0,1,0,0,6,100,1,4.348,0,1,3.838,2.162,0,,,1,3.838,2.162,0,0,,0,1,17,2,1
Jobe Shanahan,West Coast,19,19.41,Key Forward,9,4.633,50.222,47.889,0,0,0,0,83.667,5.778,1.889,7.667,69.565,61.538,94.118,63.235,0.778,0,75.362,1.111,0.222,1.111,6.9,1.556,4.929,139.667,18.217,43.861,183.528,169.897,63.183,29.405,5.016,2.655,29.225,-0.654,61.242,-7.671,3.333,4.333,7.667,43.478,1.111,1.222,0.333,0.222,1,3.222,1.111,0,0.556,1.333,28.876,0.444,1.667,1.889,3.667,0,0,0,,0,0,0.111,0,4,1.111,1.889,0.111,1.444,1,0.333,0.667,0.333,0.346,0,0,0,,0,,,1.444,1,0,,1.889,5.882,12,1.333,1,2.556,0.222,0.333,10.444,52.174,3.333,21.127,0.333,23,3.47,0.052,21,3.521,0.003,2,2.941,0.559,0,0,,0,1,9.556,2,1
Wil Dawson,North Melbourne,20,20.03,Key Defender,5,5.54,44.8,42.6,0,0,0,0,85,5.4,1.6,7,77.143,74.074,87.5,67.647,0.4,0,77.143,0.4,1.8,2.4,2.917,1.6,4.375,153.8,21.971,82.18,235.98,162.896,68.948,31.326,1.98,1.237,15.879,7.198,54.877,2.815,2.6,4.6,7.2,36.111,3.8,1.2,0,0,1.2,2.6,1.2,0,0.8,0.8,-40.655,4.6,1.2,1.2,0.2,1.6,5.031,0,0,0,0,0,,4.4,0.6,0,2,0,0.6,0.8,-0.2,2.6,2.486,0.6,23.077,0,0,0,33.333,66.667,2.8,0,2.6,38.462,0.2,0,0,0,0,0,0,0,0,,1.8,9.474,0.6,0,,,0,,,0,,,0,0,,0,4.4,9.2,6.8,4.2
Mykelti Lefau,Richmond,27,27.52,Key Forward,1,1,8,11,0,0,0,0,26,2,0,2,0,0,,0,1,0,100,1,0,1,2,1,2,67,33.5,0,67,63.28,0,31.64,0,,29.27,-29.27,34.95,-34.95,1,1,2,50,1,1,0,0,1,1,1,0,0,0,17.645,0,1,1,0,1,3.571,0,0,0,0,0,,1,0,0,0,1,0,1,-1,6,6.25,1,16.667,0,0,0,100,100,1,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,0,,0,0,4,0,0
Cooper Harvey,North Melbourne,21,21.47,Gen. Forward,7,5.643,45.714,46.286,0,0,0,0,62.857,5.857,2.714,8.571,71.667,73.171,68.421,70,0.714,40,68.333,1,0.714,1.286,6.667,1.143,7.5,143.857,16.783,80.784,224.641,153.786,88.646,26.912,1.464,0.539,23.113,2.974,66.52,-1.302,2.571,5.857,8.429,30.508,0.571,1.857,1.286,0.429,1.429,1.714,1.286,0.286,0.714,1.857,14.533,1.143,2,1.857,3.429,0,0,0.143,,0.286,0.429,0.571,50,3.429,0.143,1.143,0.143,0.571,0.286,0.571,-0.286,0,0,0,,0,,0,,,1.286,0.286,0.143,100,0.714,0,10,1.429,0.714,2.286,0.143,0.286,10.286,62.5,3.571,15.723,0.286,16,2.973,1.089,10,2.892,1.608,6,3.11,0.224,0.143,1.25,100,0,0.571,6.857,1.714,0.429
Riley Garcia,Western Bulldogs,24,24.91,Mid-Forward,8,7.513,61.625,53.5,0,0,0,0,64.875,6.5,7.625,14.125,75.221,65.385,83.607,71.681,2.25,66.667,46.018,2.75,0.5,2.375,5.947,2.5,5.65,187,13.239,159.651,346.651,192.899,101.479,29.677,-8.386,-1.1,27.07,4.637,48.047,8.051,6.5,7.875,14.375,45.217,1.125,4.75,0.875,1.25,3.5,2.5,2.125,0.875,1.375,5.625,6.868,1.125,5.25,5.75,2.25,7.25,22.745,0.875,12.069,2,2.875,3.125,80,1.375,0,0,0.125,0.125,1,1.125,-0.125,0,0,0,,0,,0,,,3.75,1.5,0,,0,,2,0.25,0.5,1,0.375,1,4.875,25,4.875,16.883,1.5,8,3.082,-1.082,3,3.204,-0.87,5,3.009,-1.209,0,0,,0.25,0.5,15.125,5.75,0
Roan Steele,Collingwood,24,24.19,Midfielder,5,5.18,35.6,37.8,0,0,0,0,52.8,6.6,3,9.6,77.083,69.697,93.333,72.917,2.4,66.667,68.75,2.6,0.4,0.8,12,1.8,5.333,192.2,20.021,112.326,304.526,176.47,125.11,26.738,4.114,1.371,26.811,-1.004,55.689,12.053,1.8,7.6,9.4,19.149,0.6,1,0,0.4,0.6,1.4,0.8,0.2,0,4,-3.737,0.8,3.8,4.4,0.4,0,0,0,,0.4,0.4,0.8,75,3,0,0,0.2,0.2,0.6,0,0.6,0,0,0,,0,,0,,,0.6,0.4,0,,0,,0,0,0,0,0.4,0.6,2.6,,1.4,5.833,0,0,,,0,,,0,,,0,0,,0.2,0.8,9,3.8,0.2
Tom Mitchell,Collingwood,32,32.58,Midfielder,4,12.15,87,90.75,2,0.5,1,0,73.5,8,15.25,23.25,84.946,78.125,88.525,86.022,2.75,72.727,34.409,4,0.75,2.5,9.3,0.75,31,216.75,9.323,329.967,546.718,176.985,166.653,22.123,40.925,2.684,30.909,2.424,63.367,3.299,8.75,14,22.75,38.462,1.75,6.25,0.25,2,4.25,3.75,3.75,1.25,2.5,8,-6.321,2.75,8.5,11,0.5,16,63.366,1.25,7.812,1.75,3,4.75,68.421,4.25,0,0,0.25,0.25,1.5,0.75,0.75,0,0,0,,0,,0,,,6,0,0,,0,,0,0,0.25,0.5,0,0,0.25,0,5,20.619,1.25,2,1.668,-1.168,1,1.653,-1.653,1,1.683,-0.683,0,0,,0,0.25,23.5,11.25,0
Malakai Champion,West Coast,19,19.62,Gen. Forward,2,2.15,19,20.5,0,0,0,0,42.5,4.5,2,6.5,53.846,33.333,100,53.846,1,0,69.231,1.5,0,1.5,4.333,2.5,2.6,115,17.692,27.68,142.68,85.69,32.265,19.042,4.675,2.337,26.339,-12.053,52.91,-10.053,2,4.5,6.5,30.769,0.5,2,1.5,0,2,1.5,1.5,0,1.5,2.5,34.438,0,1.5,2,3,0,0,0,,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0,,0,,0,,,0,0,0,,0,,0,0,0,1,0,0.5,0.5,0,2,14.286,0,2,3.181,-3.181,0,,,2,3.181,-3.181,0,0,,0,0,4.5,1,0
George Stevens,Geelong,20,20.71,Midfielder,2,8.6,62,52.5,0,0,0,1,56,8,6,14,78.571,68.75,91.667,75,2.5,60,57.143,3,0,0.5,28,1.5,9.333,222,15.857,211.475,433.475,208.175,144.35,26.022,18.87,3.145,28.376,17.778,61.94,7.291,7.5,7,14.5,51.724,1,4,0.5,2,2,1.5,1,1.5,0.5,5,8.124,0,5,7,2.5,14,44.444,2,14.286,2.5,4.5,4.5,66.667,2,0,0.5,0,0.5,2,0.5,1.5,0,0,0,,0,,0,,,1.5,0,0,,0,,1,0.5,1,1.5,1,2.5,11.5,33.333,7.5,27.778,1.5,3,3.68,-1.013,2,3.749,-0.249,1,3.541,-2.541,0,0,,0.5,0,11,6.5,0
Oscar Adams,Gold Coast,22,22.44,Key Defender,8,3.237,34.125,26.375,0,0,0,0,76.875,4,2.75,6.75,68.519,62.5,77.273,64.815,0.25,50,59.259,0.25,1.5,2.25,3,1.625,4.154,81.125,12.019,55.769,136.894,83.499,35.301,20.875,0.466,0.187,17.672,2.328,64.444,-1.11,2.625,4.625,7.25,36.207,2.875,1.5,0,0.125,1.375,2.25,1.125,0,0.625,2.125,-42.61,3.375,3.125,0.75,0,0,0,0,,0,0,0.375,33.333,2.375,0.5,0,0.625,0,0.375,0.875,-0.5,0,0,0,,0,,0,,,1,0,1.875,20,0,,0,0,0,0,0,0,0,,0.625,2.66,0.125,0,,,0,,,0,,,0,0,,0,4.5,5.625,5.375,3.5
Chayce Jones,Adelaide,25,25.96,Midfielder,5,1.8,19.4,23.8,0,0,0,0,49.2,3.8,2.2,6,66.667,63.158,72.727,76.667,0.2,100,63.333,0.2,0.2,1.8,3.333,0.8,7.5,96.8,16.133,93.588,190.388,93.664,72.428,24.648,5.118,2.326,23.404,21.041,55.896,10.771,2.2,4,6.2,35.484,1.4,1.6,0,0.4,1.2,2,1.4,0,0.8,2.2,-15.38,0.8,3.4,2,0,2.4,8.108,0,0,0.2,0.2,0.2,100,1.6,0,0,0,0.2,0.6,1,-0.4,0,0,0,,0,,0,,,1.4,0,0.2,100,0,,0,0,0,0,0.2,0.2,1.2,,1.8,6.569,0.4,0,,,0,,,0,,,0,0,,0,0.2,7.6,4.6,0
Brayden Cook,Adelaide,23,23.45,Mid-Forward,3,3.633,36.667,30,0,0,0,0,56.667,4.333,1.667,6,66.667,61.538,80,77.778,1,100,72.222,1.333,0.667,0.667,9,1,6,145.667,24.278,59.39,205.057,146.863,107.893,33.892,-0.617,-0.37,25.546,16.121,48.823,17.843,1.333,5,6.333,21.053,1,0.667,0,0.667,0,1,0.667,0,0,2.667,-10.173,1.333,2.333,2,0.667,0,0,0.333,,0.333,0.667,0,,1.333,0,0.333,0,0.333,0.333,0,0.333,0,0,0,,0,,0,,,2.333,0.667,0.333,0,0,,0,0,0,0.333,1,1,6,0,1.667,5.682,0.333,1,1.982,-1.982,1,1.982,-1.982,0,,,0,0,,0,0.667,6,3,0.333
Oskar Smartt,Essendon,20,20.18,Gen. Forward,4,2.9,24.75,29.25,0,0,0,0,53.75,4.25,1.25,5.5,40.909,23.529,100,33.333,1,0,77.273,1,0,1.25,4.4,1.75,3.143,128.25,23.318,44.282,172.532,134.113,5.252,33.528,2.855,2.284,31.92,-20.809,30.7,-8.478,3.75,2,5.75,65.217,0.5,2.25,1.5,0,2.25,3.25,2,0.25,0.25,0.25,32.522,0,1,2,2.75,0,0,0,,0.5,0.5,0.25,100,1.75,0.75,1,0,0.25,0.25,0.25,0,0,0,0,,0,,0,,,2,1,0,,0.5,0,0,0,1.25,1.75,0.25,0.25,2.75,0,2.25,12.5,0.25,7,2.443,-1.729,5,2.508,-1.708,2,2.28,-1.78,0,0,,0,1.25,12.25,2.25,1
Jacob Koschitzke,Richmond,25,25.47,Key Forward,2,0.5,37.5,30.5,0,0,0,0,82,3,4.5,7.5,66.667,33.333,88.889,60,1,0,40,1,0,1.5,5,1,7.5,45,6,30.61,75.61,88.315,-26.455,29.438,-16.88,-3.751,39.272,-39.272,62.68,-37.68,4,3.5,7.5,53.333,0,1.5,0,1,0.5,4,1.5,0,0,2,28.171,0,2,3,2.5,1,4.762,0,0,0,0,0,,3,1.5,1.5,0,0,1,0.5,0.5,3,3.352,1,33.333,0.5,50,0,100,50,0.5,0.5,0,,4,37.5,0,0,1,1,0,0,1,0,1.5,7.317,0,2,3.257,-2.257,2,3.257,-2.257,0,,,0,0,,0,3,5,0.5,3
Tylar Young,Richmond,27,27.32,Key Defender,7,10.543,74,58.429,0,0,0,0,88.714,11.143,2.857,14,84.694,85.897,80,71.429,0.857,66.667,79.592,0.857,6,2.286,6.125,3,4.667,391.857,27.99,159.194,551.051,352.083,221.109,31.597,4.379,1.532,14.995,1.888,57.675,5.961,3.714,9.143,12.857,28.889,5,2.429,0,0.429,2,3,1.714,0,0.571,3,-47.685,8.143,3.429,1.286,0,0,0,0,,0.571,0.571,0.286,50,6.714,1.286,0,2.429,0,0.286,1.143,-0.857,0,0,0,,0,,0,,,0.571,0,2.143,26.667,0,,0,0,0,0,0,0.143,0.143,,1.429,7.752,0.714,0,,,0,,,0,,,1.714,13.793,75,0.143,4.571,6.857,6.143,3.714
Taj Hotton,Richmond,19,19.53,Gen. Forward,7,8.271,54.714,50.857,0,0,0,0,65.571,4.429,8.286,12.714,74.157,45.161,89.655,75,0.857,33.333,34.831,1.429,0.143,1.571,8.091,2,6.357,121.571,9.562,156.26,277.831,122.019,49.147,27.553,1.824,0.224,28.534,7.83,54.155,-17.791,6.571,6.857,13.429,48.936,1.286,4.857,1.286,1.429,3.429,4.714,3.571,0.286,1.429,3.857,13.046,0.286,5,5.571,2.571,2.429,10.059,0.571,23.529,0.857,1.429,1,100,3.143,0.571,0.571,0.143,0.714,0.857,0.429,0.429,0,0,0,,0,,0,,,2.286,0.571,0,,0,,3,0.429,0.286,0.714,0.143,0.429,4,60,4.286,23.256,0.571,5,4.221,-0.221,3,5.464,-1.131,2,2.355,1.145,0,0,,0.143,0.857,13.143,3.429,0.286
Rhett Bazzo,West Coast,22,22.2,Key Defender,7,4.157,53.143,47,0,0,0,0,86,5.714,5.143,10.857,86.842,80,94.444,75,0.571,25,52.632,0.571,2.143,2.143,5.067,2,5.429,149.286,13.75,120.557,269.843,142.15,49.814,24.876,1.95,0.379,18.428,-0.928,60.325,-12.825,2.714,8.429,11.143,24.359,3.429,1.429,0,0,1.429,2.571,1.429,0,0.286,3.429,-33.558,4.429,5.143,1.571,0,0,0,0,,0.143,0.143,0,,5,0.571,0,0.857,0.286,0.286,1,-0.714,2,2.068,0.429,21.429,0.143,33.333,0,33.333,33.333,1.714,0,1.429,60,0,,0,0,0,0,0.143,0.143,0.857,,2,12.613,0.714,0,,,0,,,0,,,0,0,,0,5.286,5.857,5.571,4.286
Max Heath,St Kilda,23,23.18,Key Forward,4,4.325,45.5,43.75,0,0,0,0,67,3,3.75,6.75,48.148,41.667,53.333,48.148,0.75,33.333,44.444,0.75,0.25,3.25,2.077,2.5,2.7,98.5,14.593,66.695,165.195,101.79,34.945,33.93,6.28,1.794,30.07,-10.07,44.952,-44.952,5.5,1.75,7.25,75.862,0,2,1.25,0.25,1.75,3.5,1,0,0.75,1,29.938,0,2,2.25,3,5.75,21.905,0.75,13.043,0.5,1.25,1.5,66.667,1.75,1,0.75,0,0,1.75,1.25,0.5,25,26.525,8.75,35,2.5,28.571,0.5,40,34.286,2.5,0.5,0.25,100,2.25,44.444,3,0.75,0.75,1.75,0.25,0.25,6.75,42.857,3.5,16.867,1.25,7,3.995,-0.995,6,4.195,-0.695,1,2.798,-2.798,0,0,,0,1.5,8.25,2.25,1
Liam McMahon,Essendon,23,23.66,Key Forward,7,5.886,42.143,35.286,0,0,0,0,70.429,4.571,2,6.571,78.261,71.875,92.857,82.609,0.857,50,69.565,1,0.143,2,3.286,1.143,5.75,105.714,16.087,49.94,155.654,124.91,76.48,27.324,-1.07,-0.535,28.389,-4.859,52.118,12.588,3.714,2.714,6.429,57.778,0.714,2.571,1.571,0.714,1.857,3.571,2.571,0.143,0.857,0.571,36.17,0,1.286,2,3.143,0,0,0,,0.143,0.143,0.143,100,2.286,0.286,1,0.143,1,0.714,0.429,0.286,0.286,0.333,0,0,0,,0,,,0.143,0,0,,1.286,11.111,12,1.714,0.429,2.143,0,0.286,11,80,3.286,18.548,0.286,15,3.976,1.024,9,4.054,0.835,6,3.859,1.308,0,0,,0,1,3.857,0.857,0.857
Callum Coleman-Jones,North Melbourne,26,26.55,Ruck,1,-1.1,1,3,0,0,0,0,16,0,0,0,,,,,0,,,0,0,2,0,1,0,0,,0,0,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,13.043,0,0,0,0,0,,0,0,0,0,0,0,1,-1,18,14.876,2,11.111,1,50,0,100,50,1,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,,,0,,,0,,,0,0,,0,0,2,2,0
Brynn Teakle,North Melbourne,26,26.2,Ruck,4,9,70.25,69,0,0,0,0,75.75,6.75,3.5,10.25,63.415,51.852,85.714,57.5,2,12.5,65.854,2.25,1.5,2.25,4.556,2,5.125,162.25,15.829,58.102,220.352,177.285,48.318,27.275,-6.732,-1.924,26.014,-17.318,51.391,-16.608,6.5,4,10.5,61.905,1.5,3.25,0.25,0.5,2.75,2.5,1.5,0,0.75,1.75,-6.34,1.75,4,3.75,1,16.25,57.018,1,6.154,2.5,3.5,3.5,92.857,2.75,0.5,0.25,0.5,0.25,2,1,1,63.25,60.526,15.75,24.901,5,31.746,0.5,42.857,34.921,4.25,0.75,0.25,0,0.25,0,1,0.25,0.25,0.5,0,0.25,2,50,3,17.143,1.75,2,3.943,-0.443,1,5.205,0.795,1,2.68,-1.68,0,0,,0,1,14.25,6,0.25
Zac Banch,North Melbourne,22,22.94,Gen. Forward,4,2.1,29,31.5,0,0,0,0,56.25,3.75,3,6.75,66.667,40,100,70.37,1,0,55.556,1,0,1,6.75,1,6.75,93.5,13.852,73.045,166.545,64.485,25.433,18.424,5.325,1.775,26.253,-17.162,64.976,-19.522,3.5,4,7.5,46.667,0.5,1.75,0.25,0.25,1.5,3.25,1.75,0.25,1,1,4.438,0.5,3.25,2.5,1.25,0,0,0,,0,0,0.25,0,3,0.25,0.25,0,0.25,1.25,0.25,1,0,0,0,,0,,0,,,0.75,0,0,,0.25,100,1,0.25,0.25,1,0,0,1.75,25,1.5,7.895,0.25,4,3.742,-1.992,2,3.962,-0.462,2,3.522,-3.522,0,0,,1,0.5,8.25,3.75,0.25
Mitch Lewis,Hawthorn,27,27.21,Key Forward,8,6.913,53.375,44.75,0,0,0,0,67.375,5.25,2.625,7.875,66.667,64.286,71.429,65.079,1.625,69.231,66.667,2.25,0.125,1.75,4.5,2.125,3.706,164.125,20.841,54.013,218.137,174.869,110.374,33.308,2.125,0.81,29.004,6.71,46.569,17.717,4,4.375,8.375,47.761,0.625,2,0.5,0.625,1.375,3.75,2,0.125,0.5,1.375,23.719,0.25,2.25,3,2.875,0,0,0,,0.125,0.125,0.125,0,3.25,0.75,1.25,0,0.375,0.75,0.625,0.125,2,1.983,0.75,37.5,0.125,16.667,0,50,16.667,2,1,0,,2.25,27.778,8,1,0.375,1.625,0.375,0.625,8.875,61.538,3.25,13.613,0.125,13,3.07,0.853,12,3.052,1.115,1,3.289,-2.289,0,0,,0,1.75,8,1.75,1
