MatchId,Player,Team,CoachesVotes,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches,Tackles,PressureActs,Hitouts,Round
20210104,Andrew McPherson,Adelaide,0,5.4,9.28,0.0,3.8,6.5,-1.8,44,44,85,7,3,10,60.0,143.0,66,1,5,3,5,3,1,6,0,0,2,1,1,0,0,0,0.0,0.0,0,0,0,4,14,0,1
20210104,Ben Keays,Adelaide,3,12.7,10.29,6.4,1.6,5.9,2.2,89,88,87,15,8,23,56.5,470.0,230,8,10,8,3,2,7,2,68,7,4,0,0,1,0,1,2.3,-1.3,1,10,5,4,27,0,1
20210104,Billy Frampton,Adelaide,0,11.4,3.68,0.6,11.4,10.0,2.6,89,83,90,10,4,14,64.3,310.0,153,0,5,2,5,2,4,2,13,0,8,2,3,4,2,2,15.0,-1.0,0,7,0,0,3,7,1
20210104,Brodie Smith,Adelaide,4,4.7,10.26,0.0,6.0,4.9,2.8,73,69,89,14,7,21,76.2,549.0,199,3,4,4,4,4,8,7,0,0,6,2,0,1,0,1,2.3,-1.3,0,3,1,0,10,0,1
20210104,Harry Schoenberg,Adelaide,0,10.8,7.73,1.4,7.4,5.3,4.0,88,65,78,6,10,16,87.5,158.0,263,1,7,6,5,5,5,4,23,2,3,0,0,2,1,1,8.1,-1.1,1,6,1,3,17,0,1
20210104,Jake Kelly,Adelaide,0,4.8,6.22,0.4,2.9,1.8,1.0,27,18,37,2,2,4,100.0,118.0,57,0,2,2,2,2,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0,2,2,2,3,0,1
20210104,James Rowe,Adelaide,0,16.4,5.72,1.7,11.7,7.6,5.6,104,84,82,11,5,16,81.3,255.0,199,4,9,5,6,3,3,1,0,2,5,0,1,2,2,0,7.4,4.6,0,5,1,3,10,0,1
20210104,Jordon Butts,Adelaide,2,3.4,5.81,0.0,4.1,4.4,-1.1,56,35,93,5,5,10,60.0,202.0,32,0,5,3,5,3,2,5,0,0,3,1,1,0,0,0,0.0,0.0,0,1,1,0,3,0,1
20210104,Lachlan Murphy,Adelaide,0,5.3,8.01,2.6,1.3,5.5,-2.3,50,54,87,6,5,11,36.4,186.0,51,2,8,4,4,2,4,1,0,3,0,0,0,3,1,1,7.0,0.0,0,3,0,4,12,0,1
20210104,Lachlan Sholl,Adelaide,2,6.0,7.28,0.7,4.3,3.3,1.7,91,102,95,16,7,23,73.9,457.0,377,4,5,4,4,3,5,2,3,1,9,0,0,0,0,0,0.0,0.0,0,1,0,3,16,0,1
20210104,Luke Brown,Adelaide,0,0.1,7.17,0.0,0.8,1.6,-1.8,25,21,23,2,3,5,60.0,36.0,103,0,2,1,2,1,3,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,2,4,0,1
20210104,Mitchell Hinge,Adelaide,0,4.9,8.9,0.0,4.4,2.8,1.1,31,30,44,6,1,7,57.1,197.0,29,1,2,1,2,1,2,2,0,0,3,2,1,0,0,0,0.0,0.0,0,0,0,0,1,0,1
20210104,Ned McHenry,Adelaide,0,11.4,4.24,1.6,6.7,3.6,6.9,67,54,87,7,5,12,75.0,196.0,178,1,5,5,3,3,4,1,3,2,1,0,0,3,2,1,8.9,4.1,0,6,1,3,23,0,1
20210104,Paul Seedsman,Adelaide,0,10.8,10.1,1.4,4.4,4.7,2.7,83,80,81,14,7,21,76.2,554.0,264,4,6,5,5,5,5,5,6,1,8,0,0,1,0,1,2.8,-1.8,1,6,2,1,14,0,1
20210104,Reilly O'Brien,Adelaide,0,6.3,13.39,2.7,3.4,6.0,0.2,55,51,90,3,5,8,75.0,130.0,77,1,8,4,2,0,2,2,87,1,2,1,1,0,0,0,0.0,0.0,0,5,6,1,14,22,1
20210104,Rory Laird,Adelaide,4,9.1,11.1,2.2,1.3,5.3,-1.9,102,119,78,18,9,27,63.0,464.0,218,4,8,3,4,2,13,2,77,4,7,1,1,3,0,2,8.0,-6.0,1,8,1,6,28,0,1
20210104,Rory Sloane,Adelaide,3,15.7,13.1,5.9,6.6,9.8,2.3,119,85,80,11,9,20,80.0,499.0,123,5,13,9,4,3,3,2,74,7,5,0,0,0,0,0,0.0,0.0,0,8,3,4,28,0,1
20210104,Sam Berry,Adelaide,0,5.3,5.36,3.4,-0.5,3.2,0.3,59,50,80,6,2,8,87.5,76.0,154,2,4,2,1,0,3,0,45,3,1,0,0,1,0,1,4.2,-3.2,1,3,0,7,31,0,1
20210104,Shane McAdam,Adelaide,0,4.8,10.01,0.0,3.7,4.6,-0.2,42,36,70,3,4,7,57.1,55.0,28,2,4,3,4,3,0,0,0,0,4,0,1,1,1,0,4.7,1.3,1,2,0,1,9,0,1
20210104,Taylor Walker,Adelaide,10,26.6,8.54,6.2,17.8,11.5,15.1,146,105,95,11,7,18,61.1,401.0,127,1,14,8,11,7,1,1,0,2,7,0,1,7,5,2,16.9,15.1,2,12,2,1,9,2,1
20210104,Tom Doedee,Adelaide,0,12.7,11.08,1.4,9.2,7.5,0.7,97,65,84,9,4,13,69.2,376.0,52,1,8,5,7,4,2,9,0,1,4,2,0,0,0,0,0.0,0.0,0,1,1,4,9,0,1
20210104,Tom Lynch,Adelaide,0,16.4,9.84,0.0,13.9,4.6,8.2,112,85,83,12,5,17,94.1,241.0,532,6,4,1,4,1,4,2,0,0,8,1,1,1,1,0,1.7,4.3,4,10,1,2,13,0,1
20210104,William Hamill,Adelaide,0,3.8,4.69,0.0,2.0,1.0,1.0,37,37,80,5,1,6,83.3,109.0,111,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,5,17,0,1
20210106,Brandon Starcevich,Brisbane,0,6.1,7.18,1.0,6.1,4.6,2.5,55,31,84,6,3,9,88.9,172.0,177,0,5,3,4,3,3,4,0,1,2,1,1,0,0,0,0.0,0.0,0,4,1,0,5,0,1
20210106,Callum Ah Chee,Brisbane,0,8.0,6.14,-1.3,5.3,4.5,0.4,62,36,87,6,6,12,83.3,258.0,112,2,8,8,8,8,4,7,0,0,0,0,0,0,0,0,0.0,0.0,1,2,1,3,7,0,1
20210106,Charlie Cameron,Brisbane,0,10.1,9.35,4.2,4.9,5.4,3.6,42,39,77,7,3,10,70.0,207.0,96,3,5,1,2,0,2,1,25,3,2,0,0,0,0,0,0.0,0.0,1,4,1,1,9,0,1
20210106,Daniel Rich,Brisbane,0,6.3,11.01,0.0,4.4,3.6,-0.8,72,95,84,21,2,23,60.9,641.0,145,2,2,2,2,2,6,6,0,0,8,3,0,0,0,0,0.0,0.0,0,1,0,1,8,0,1
20210106,Dayne Zorko,Brisbane,2,14.6,11.94,3.0,6.2,7.1,6.5,114,92,82,15,7,22,68.2,445.0,134,6,8,7,4,3,3,4,28,4,6,1,0,3,1,2,8.1,-0.1,0,7,3,6,20,0,1
20210106,Eric Hipwood,Brisbane,0,6.2,7.34,0.0,2.2,6.8,1.4,25,29,92,4,5,9,66.7,182.0,47,3,6,4,6,4,2,1,0,0,3,0,1,2,1,0,4.3,1.7,0,3,0,1,9,0,1
20210106,Grant Birchall,Brisbane,0,6.3,6.38,0.0,3.7,2.0,1.3,50,49,80,8,3,11,81.8,203.0,118,2,1,1,1,1,2,2,0,0,5,0,0,0,0,0,0.0,0.0,0,6,3,1,8,0,1
20210106,Harris Andrews,Brisbane,0,15.3,13.18,0.2,13.0,5.4,3.8,74,47,96,8,3,11,72.7,151.0,80,0,6,4,5,3,0,7,0,0,4,1,1,0,0,0,0.0,0.0,0,1,1,1,5,0,1
20210106,Harry Sharp,Brisbane,0,7.6,5.36,-0.3,5.4,3.1,1.4,51,42,81,8,3,11,54.5,290.0,112,2,5,5,4,4,4,5,0,0,1,0,0,0,0,0,0.0,0.0,1,1,0,3,16,0,1
20210106,Hugh McCluggage,Brisbane,0,4.8,12.13,-0.2,2.1,3.3,0.0,68,78,86,14,4,18,66.7,335.0,196,3,4,3,3,3,7,2,0,2,5,0,0,1,1,0,2.9,3.1,2,6,1,3,12,0,1
20210106,Jack Payne,Brisbane,0,8.2,8.8,0.0,6.1,2.6,1.8,57,39,93,6,6,12,75.0,211.0,87,2,3,3,3,3,4,4,0,0,3,0,0,0,0,0,0.0,0.0,1,3,1,0,6,0,1
20210106,Jarrod Berry,Brisbane,0,3.9,9.59,-0.1,3.7,2.4,2.1,65,60,78,10,6,16,68.8,253.0,196,3,4,3,2,2,6,3,44,1,3,0,0,1,1,0,2.4,3.6,1,6,1,2,17,0,1
20210106,Jarryd Lyons,Brisbane,0,15.5,14.07,3.8,8.4,9.5,2.8,100,98,80,14,14,28,67.9,337.0,487,5,15,9,7,5,6,4,61,6,4,0,1,1,1,0,3.9,2.1,1,7,3,2,16,0,1
20210106,Joe Daniher,Brisbane,0,10.1,7.2,-0.3,9.0,7.1,4.0,54,45,91,8,2,10,50.0,302.0,56,3,7,3,7,3,3,1,8,0,2,1,2,5,2,2,12.6,1.4,0,4,0,0,11,1,1
20210106,Keidean Coleman,Brisbane,0,10.1,5.37,-1.0,6.7,4.7,1.5,59,44,64,4,4,8,62.5,119.0,88,1,3,3,2,2,3,0,0,1,1,0,0,2,1,1,5.0,2.0,1,4,1,4,22,0,1
20210106,Lachie Neale,Brisbane,0,19.7,17.27,5.1,11.2,9.9,6.4,77,68,84,8,16,24,75.0,300.0,360,4,13,12,6,6,6,4,81,7,4,1,0,0,0,0,0.0,0.0,1,6,2,0,18,0,1
20210106,Lincoln McCarthy,Brisbane,0,8.4,8.25,0.5,5.9,9.9,-1.5,85,72,82,11,5,16,50.0,189.0,71,1,12,10,10,8,2,3,14,1,2,1,0,2,2,0,7.8,4.2,0,3,0,3,16,0,1
20210106,Mitch Robinson,Brisbane,0,8.8,9.89,0.8,4.0,3.4,-0.7,53,55,73,8,2,10,50.0,281.0,57,2,4,1,3,1,2,4,11,2,2,1,0,0,0,0,0.0,0.0,0,4,2,5,10,0,1
20210106,Oscar McInerney,Brisbane,0,15.7,10.09,6.4,7.8,9.1,1.4,109,76,80,7,5,12,75.0,258.0,80,2,8,2,5,1,4,2,78,2,3,1,2,2,1,1,8.0,-1.0,0,6,3,2,11,24,1
20210106,Rhys Mathieson,Brisbane,0,0.0,7.43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
20210106,Ryan Lester,Brisbane,0,7.0,9.03,-0.4,7.0,4.8,1.1,62,35,76,5,4,9,88.9,53.0,117,0,5,3,4,2,2,5,0,0,3,2,1,0,0,0,0.0,0.0,0,1,0,1,6,0,1
20210106,Tom Fullarton,Brisbane,0,6.6,5.76,0.5,3.0,2.3,1.4,38,21,74,4,4,8,75.0,127.0,94,1,3,3,3,3,2,1,14,0,1,0,0,0,0,0,0.0,0.0,1,3,0,0,18,1,1
20210106,Zac Bailey,Brisbane,0,15.9,9.57,0.7,12.2,6.1,10.2,74,58,76,13,3,16,56.3,573.0,35,10,11,8,7,6,7,2,36,2,0,0,0,5,3,0,12.0,6.0,0,4,0,2,12,0,1
20210101,Adam Saad,Carlton,0,14.6,12.05,1.6,10.8,7.6,3.4,114,96,83,16,9,25,80.0,352.0,326,4,10,8,8,7,8,8,0,2,4,1,0,0,0,0,0.0,0.0,0,3,1,4,18,0,1
20210101,Ed Curnow,Carlton,0,6.1,12.47,3.7,1.8,7.1,-1.1,94,99,75,16,13,29,55.2,319.0,282,1,14,12,6,5,7,4,70,7,8,0,1,0,0,0,0.0,0.0,1,6,1,1,21,0,1
20210101,Harry McKay,Carlton,0,6.4,7.3,0.0,1.9,9.8,-5.3,69,60,90,7,3,10,50.0,157.0,50,1,6,3,6,3,0,0,0,0,6,0,3,6,2,3,21.8,-6.8,1,8,0,0,6,0,1
20210101,Jack Newnes,Carlton,0,16.5,8.93,2.5,11.8,9.4,4.4,109,104,85,14,13,27,85.2,338.0,295,2,12,9,9,6,4,8,0,2,10,1,0,0,0,0,0.0,0.0,0,7,2,1,7,0,1
20210101,Jack Silvagni,Carlton,0,6.4,7.13,0.0,5.3,0.0,5.5,33,40,40,6,1,7,85.7,218.0,106,2,0,0,0,0,4,0,0,0,2,0,0,1,1,0,4.1,1.9,0,3,0,2,5,0,1
20210101,Jacob Weitering,Carlton,0,7.4,9.66,0.2,5.4,3.1,-2.3,67,55,90,11,3,14,85.7,409.0,106,0,3,1,2,1,0,3,0,1,5,1,1,0,0,0,0.0,0.0,0,1,1,1,6,0,1
20210101,Lachie Fogarty,Carlton,0,8.7,7.22,0.0,7.2,7.5,-0.7,78,72,75,12,8,20,75.0,284.0,206,3,8,6,8,6,7,3,0,0,4,0,0,1,0,1,4.9,-3.9,0,8,1,2,13,0,1
20210101,Lachie Plowman,Carlton,0,11.4,8.16,0.0,10.0,4.1,5.0,61,46,84,8,1,9,100.0,171.0,62,0,2,1,2,1,2,7,0,0,3,3,0,1,1,0,1.6,4.4,0,3,3,1,13,0,1
20210101,Levi Casboult,Carlton,0,7.1,6.18,0.8,5.2,6.8,0.4,35,38,85,7,1,8,50.0,122.0,100,0,5,1,4,0,3,1,13,1,3,0,2,2,1,0,7.8,-1.8,0,4,0,1,7,1,1
20210101,Liam Jones,Carlton,0,3.0,10.37,0.2,4.6,7.3,-2.5,52,31,98,9,1,10,60.0,173.0,95,0,6,3,5,3,1,8,0,1,2,2,0,0,0,0,0.0,0.0,0,1,1,0,4,0,1
20210101,Lochie O'Brien,Carlton,0,2.7,4.54,0.1,-0.3,1.4,-2.2,50,52,74,7,2,9,77.8,208.0,23,1,3,1,3,1,5,2,0,0,1,0,0,1,1,0,5.9,0.1,0,3,0,4,22,0,1
20210101,Marc Murphy,Carlton,0,6.1,8.98,0.0,4.5,1.0,3.4,54,54,76,8,3,11,81.8,240.0,174,3,2,2,2,2,5,0,0,0,4,0,0,0,0,0,0.0,0.0,1,5,0,3,17,0,1
20210101,Marc Pittonet,Carlton,0,13.2,10.92,4.5,7.1,4.4,1.1,85,65,87,4,5,9,77.8,70.0,182,0,2,1,0,0,2,3,87,2,3,3,0,0,0,0,0.0,0.0,0,5,3,0,9,33,1
20210101,Michael Gibbons,Carlton,0,14.9,7.8,1.5,11.5,3.3,9.7,77,75,69,8,7,15,80.0,244.0,247,2,3,3,2,2,5,1,0,1,7,0,0,2,2,0,6.4,5.6,1,8,2,1,20,0,1
20210101,Oscar McDonald,Carlton,0,7.1,7.03,0.0,6.6,2.5,3.7,53,56,49,8,1,9,66.7,299.0,10,2,4,1,4,1,1,2,0,0,3,0,0,3,2,1,7.6,5.4,0,5,1,2,6,0,1
20210101,Paddy Dow,Carlton,0,8.3,7.09,1.3,3.8,5.8,0.0,60,64,69,10,8,18,61.1,352.0,132,5,8,6,6,4,10,0,40,1,0,0,0,2,1,1,6.8,0.2,1,7,0,3,12,0,1
20210101,Patrick Cripps,Carlton,1,13.1,14.13,4.3,5.8,7.1,2.9,88,83,91,8,20,28,67.9,252.0,392,3,13,7,4,3,12,0,77,5,2,0,0,1,0,1,2.8,-1.8,1,10,0,3,19,0,1
20210101,Sam Docherty,Carlton,0,9.6,9.41,1.3,6.6,4.1,3.0,94,91,91,23,1,24,75.0,740.0,176,1,5,4,4,3,6,6,0,1,5,0,0,0,0,0,0.0,0.0,0,3,2,1,14,0,1
20210101,Sam Petrevski-Seton,Carlton,0,3.7,9.16,0.1,5.8,2.0,3.5,52,56,74,12,3,15,80.0,311.0,150,0,3,2,2,2,6,3,0,1,3,0,0,0,0,0,0.0,0.0,0,5,2,1,12,0,1
20210101,Sam Walsh,Carlton,6,13.9,12.12,3.9,9.2,7.6,7.5,122,95,82,12,19,31,87.1,389.0,282,3,13,11,5,5,10,3,70,6,6,1,0,1,0,1,3.2,-2.2,1,7,2,3,22,0,1
20210101,Thomas Williamson,Carlton,0,7.8,5.27,0.0,6.3,3.7,3.1,52,38,81,8,4,12,75.0,279.0,170,2,3,3,3,3,6,4,0,0,3,0,0,0,0,0,0.0,0.0,1,6,1,0,16,0,1
20210101,Will Setterfield,Carlton,0,8.8,9.39,1.7,5.4,4.9,2.1,82,73,75,11,6,17,88.2,305.0,225,2,4,4,3,3,6,2,20,2,6,1,0,2,0,2,3.2,-1.2,1,5,2,2,12,0,1
20210101,Zac Fisher,Carlton,0,8.6,10.39,0.9,3.5,7.9,-2.6,73,65,79,10,10,20,65.0,281.0,245,4,10,7,7,5,9,1,23,1,3,0,2,2,0,2,5.3,-3.3,1,8,0,1,12,0,1
20210102,Brayden Maynard,Collingwood,0,14.9,9.64,0.0,12.3,3.9,7.9,106,90,90,18,3,21,85.7,685.0,241,2,6,3,6,3,8,6,0,0,4,0,0,0,0,0,0.0,0.0,0,6,1,4,21,0,1
20210102,Brayden Sier,Collingwood,0,6.6,9.97,3.7,-0.7,2.3,0.8,37,35,60,1,8,9,66.7,40.0,89,1,4,4,1,1,3,1,62,2,0,0,0,0,0,0,0.0,0.0,0,3,1,4,26,0,1
20210102,Brodie Grundy,Collingwood,0,8.9,14.07,1.1,5.6,4.3,1.3,70,85,84,8,3,11,72.7,169.0,100,1,4,2,2,2,4,5,95,3,3,3,0,0,0,0,0.0,0.0,0,3,2,3,20,39,1
20210102,Brody Mihocek,Collingwood,0,6.5,9.76,0.0,3.6,4.0,1.9,67,66,81,7,4,11,54.5,318.0,53,3,4,3,4,3,0,2,0,0,6,1,1,4,2,2,12.7,1.3,0,6,1,2,8,0,1
20210102,Callum Brown,Collingwood,0,0.0,8.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
20210102,Darcy Moore,Collingwood,8,23.1,10.28,0.0,20.1,16.0,1.7,119,85,96,14,4,18,94.4,347.0,405,0,9,2,9,2,2,9,0,0,12,8,6,0,0,0,0.0,0.0,0,4,4,1,4,0,1
20210102,Isaac Quaynor,Collingwood,0,8.7,8.16,0.0,6.9,3.3,0.7,62,57,85,9,3,12,66.7,337.0,83,2,4,3,4,3,5,4,0,0,4,1,1,0,0,0,0.0,0.0,0,1,0,3,14,0,1
20210102,Jack Crisp,Collingwood,0,14.6,12.1,3.3,9.7,5.7,8.3,84,91,90,17,6,23,73.9,529.0,196,3,9,5,3,2,5,7,38,4,7,1,0,1,1,0,2.9,3.1,0,5,1,2,19,0,1
20210102,Jack Madgen,Collingwood,0,7.5,8.32,0.0,5.3,4.8,0.2,79,79,85,8,11,19,78.9,242.0,285,0,5,5,5,5,7,6,0,0,7,1,0,0,0,0,0.0,0.0,0,3,1,3,11,0,1
20210102,Jamie Elliott,Collingwood,0,10.3,7.75,0.0,4.3,3.0,1.5,55,58,82,7,5,12,58.3,184.0,13,2,4,3,4,3,5,2,19,0,3,0,0,2,2,0,6.4,5.6,0,4,0,2,18,0,1
20210102,Jeremy Howe,Collingwood,0,9.5,11.76,0.0,8.3,4.9,2.1,83,68,91,11,2,13,100.0,242.0,224,0,3,1,3,1,1,5,0,0,6,2,1,0,0,0,0.0,0.0,0,2,0,3,15,0,1
20210102,John Noble,Collingwood,0,10.0,5.84,-0.9,8.2,7.0,1.9,90,86,84,18,4,22,77.3,245.0,325,0,9,6,6,5,6,6,0,2,5,0,0,0,0,0,0.0,0.0,0,2,0,2,25,0,1
20210102,Jordan De Goey,Collingwood,0,8.9,12.52,2.6,2.8,3.9,2.0,69,61,87,10,6,16,56.3,309.0,226,4,7,6,2,2,8,0,38,5,1,0,0,3,0,3,8.5,-5.5,2,9,1,4,15,0,1
20210102,Jordan Roughead,Collingwood,0,6.4,6.86,0.0,3.7,6.0,-3.3,66,57,96,9,5,14,71.4,311.0,36,2,8,5,8,5,2,8,0,0,6,2,2,0,0,0,0.0,0.0,0,3,2,1,5,0,1
20210102,Josh Daicos,Collingwood,0,4.5,9.85,2.3,0.4,3.3,0.9,30,19,78,2,7,9,77.8,65.0,136,2,5,5,3,3,4,1,5,2,1,0,0,0,0,0,0.0,0.0,0,3,1,1,10,0,1
20210102,Josh Thomas,Collingwood,0,4.3,8.2,0.0,3.6,6.6,-3.0,51,52,77,8,5,13,61.5,181.0,219,1,6,3,6,3,3,3,0,0,4,1,0,3,0,3,9.0,-6.0,0,7,1,0,19,0,1
20210102,Mason Cox,Collingwood,0,10.4,9.81,1.6,6.8,9.6,-1.6,68,77,80,11,4,15,53.3,204.0,115,3,9,3,7,2,2,0,5,1,6,0,4,3,2,1,14.6,-1.6,0,4,0,0,11,7,1
20210102,Oliver Henry,Collingwood,0,0.2,5.36,0.0,0.9,0.9,3.0,9,15,64,4,0,4,50.0,48.0,21,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0.0,0.0,0,1,0,0,6,0,1
20210102,Scott Pendlebury,Collingwood,0,14.0,13.85,-0.1,10.6,10.4,4.7,102,93,77,15,10,25,72.0,570.0,254,7,13,8,8,5,10,7,62,4,4,1,1,2,0,1,5.2,-4.2,2,7,1,5,24,0,1
20210102,Taylor Adams,Collingwood,0,7.5,13.91,4.4,-1.0,3.7,2.2,42,68,81,8,12,20,60.0,267.0,373,3,9,4,1,1,7,0,76,8,2,0,0,0,0,0,0.0,0.0,0,4,1,4,30,0,1
20210102,Trey Ruscoe,Collingwood,0,3.2,5.98,0.0,1.7,0.8,2.1,13,16,74,2,1,3,66.7,77.0,18,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0.0,0.0,1,3,0,2,25,0,1
20210102,Tyler Brown,Collingwood,0,6.7,9.41,0.0,4.8,4.8,-0.6,53,55,75,6,7,13,61.5,230.0,195,2,6,5,5,4,2,4,0,0,5,1,1,0,0,0,0.0,0.0,0,3,0,2,22,0,1
20210102,Will Hoskin-Elliott,Collingwood,0,4.1,7.27,1.4,0.3,2.9,-0.1,43,41,84,4,8,12,75.0,79.0,187,1,5,5,3,3,3,0,0,1,2,0,0,0,0,0,0.0,0.0,1,5,0,4,17,0,1
20210105,Aaron Francis,Essendon,0,7.5,8.82,0.0,7.0,6.9,0.6,51,44,86,5,9,14,78.6,160.0,106,1,6,4,6,4,3,8,0,0,3,2,1,0,0,0,0.0,0.0,0,2,1,1,9,0,1
20210105,Andrew McGrath,Essendon,4,16.0,10.91,5.9,8.8,9.3,3.6,133,141,81,17,16,33,72.7,475.0,258,7,13,10,7,6,15,7,47,5,2,0,0,2,1,1,6.1,0.9,0,8,4,11,25,0,1
20210105,Anthony McDonald-Tipungwuti,Essendon,0,11.1,11.11,-1.4,9.3,4.4,3.5,71,71,75,9,7,16,68.8,252.0,252,4,4,4,4,4,6,0,0,0,4,0,0,3,2,1,10.2,2.8,2,8,0,1,13,0,1
20210105,Brayden Ham,Essendon,0,4.7,7.48,1.4,-0.5,2.2,-2.1,53,63,87,7,10,17,64.7,120.0,270,2,4,4,2,2,7,2,0,1,2,0,0,0,0,0,0.0,0.0,0,4,1,4,23,0,1
20210105,Cale Hooker,Essendon,0,4.4,7.49,-0.4,0.5,5.2,-5.2,45,41,85,3,5,8,75.0,21.0,45,0,5,3,4,2,0,0,0,0,3,0,1,2,1,1,8.2,-1.2,0,5,0,1,7,1,1
20210105,Darcy Parish,Essendon,0,14.1,10.72,3.5,9.4,7.6,4.7,99,81,82,9,9,18,77.8,411.0,100,6,10,7,6,6,6,4,37,3,4,0,0,2,1,1,6.9,0.1,1,8,2,4,18,0,1
20210105,Devon Smith,Essendon,0,14.0,9.81,1.5,10.7,3.9,8.6,78,64,77,7,5,12,66.7,258.0,137,3,5,4,3,2,4,1,3,1,2,1,0,3,2,1,8.8,4.2,1,7,0,4,18,0,1
20210105,Dylan Shiel,Essendon,0,17.8,14.27,3.5,12.4,3.1,12.7,104,76,81,8,9,17,94.1,359.0,212,4,5,3,0,0,9,0,77,4,2,0,0,2,2,0,6.7,5.3,1,7,0,4,23,0,1
20210105,Dyson Heppell,Essendon,0,18.8,11.07,2.4,14.8,10.5,5.5,89,83,82,13,12,25,84.0,479.0,352,3,8,3,6,2,13,7,0,1,6,2,1,0,0,0,0.0,0.0,1,6,0,0,13,0,1
20210105,Harrison Jones,Essendon,0,-1.6,5.36,0.0,-3.0,5.0,-7.7,48,63,68,9,4,13,53.8,162.0,192,0,4,2,4,2,3,0,0,0,5,0,0,4,0,3,14.2,-11.2,0,8,0,2,10,0,1
20210105,Jayden Laverde,Essendon,0,10.1,7.32,0.0,9.0,3.1,2.1,51,40,94,4,8,12,83.3,165.0,117,1,5,4,5,4,4,5,0,0,2,0,0,0,0,0,0.0,0.0,0,1,1,2,5,0,1
20210105,Jordan Ridley,Essendon,0,13.9,10.01,0.0,11.9,3.6,3.9,125,90,100,16,5,21,95.2,577.0,143,0,2,0,2,0,6,4,0,0,6,2,0,0,0,0,0.0,0.0,0,3,1,3,7,0,1
20210105,Jye Caldwell,Essendon,0,4.7,7.17,1.3,-1.9,5.4,-6.5,74,104,74,9,13,22,63.6,174.0,261,2,8,5,5,4,9,3,53,3,4,0,0,1,0,1,4.6,-3.6,1,7,2,9,24,0,1
20210105,Kyle Langford,Essendon,0,14.7,10.45,1.2,11.4,6.7,5.7,71,76,85,10,9,19,73.7,229.0,182,1,8,4,5,4,7,6,3,3,5,2,0,1,0,0,1.7,-1.7,1,7,3,3,10,0,1
20210105,Mason Redman,Essendon,0,4.9,7.0,0.0,3.2,2.7,-0.5,49,52,80,9,6,15,80.0,303.0,176,2,4,4,4,4,6,4,0,0,4,0,0,1,0,1,4.2,-3.2,0,5,1,0,6,0,1
20210105,Ned Cahill,Essendon,0,7.0,5.24,0.0,5.3,4.3,1.8,37,34,75,6,4,10,60.0,184.0,46,1,5,5,5,5,4,6,0,0,1,0,0,0,0,0,0.0,0.0,0,2,2,2,16,0,1
20210105,Nick Hind,Essendon,0,11.1,9.4,0.6,5.8,5.9,2.4,77,100,84,18,7,25,64.0,636.0,274,8,6,5,6,5,9,9,0,1,6,1,0,0,0,0,0.0,0.0,0,7,0,4,11,0,1
20210105,Nik Cox,Essendon,0,6.0,5.72,0.0,4.9,2.0,4.0,33,27,76,5,4,9,88.9,256.0,19,3,2,2,2,2,3,2,0,0,3,1,0,0,0,0,0.0,0.0,0,3,0,1,9,0,1
20210105,Peter Wright,Essendon,0,11.6,8.94,-0.1,11.7,6.9,5.7,62,61,88,9,7,16,75.0,242.0,159,3,7,2,7,2,7,3,10,1,3,0,2,1,1,0,2.6,3.4,1,7,4,0,4,6,1
20210105,Sam Draper,Essendon,0,9.2,7.73,6.4,2.9,8.2,-1.5,76,78,84,5,5,10,60.0,161.0,95,3,8,2,4,1,3,2,90,4,2,0,2,3,1,1,10.5,-3.5,0,5,2,5,10,24,1
20210105,Tom Cutler,Essendon,0,0.0,7.28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1
20210105,Will Snelling,Essendon,0,11.7,10.19,1.4,8.2,5.1,4.3,66,65,83,5,9,14,71.4,127.0,99,2,7,7,6,6,5,1,0,0,2,0,0,1,1,0,2.1,3.9,0,4,0,5,21,0,1
20210105,Zach Merrett,Essendon,5,19.5,14.28,1.0,15.2,8.1,7.3,105,111,74,18,13,31,71.0,397.0,411,8,10,7,7,4,15,6,80,2,4,0,0,1,1,0,3.7,2.3,1,4,2,3,20,0,1
